0x004022c0:0x004022f5, _GLOBAL__sub_I_userio.cpp
0x00426a90:0x00426b59, _ZN3pov8f_splineEPdjj
0x00426b60:0x00426b69, _ZN3pov8math_intEd
0x00426b70:0x00426b7d, _ZN3pov8math_divEdd
0x00426b80:0x00426c57, _ZN3pov11POVFPU_InitEv
0x00426c60:0x00426cd4, _ZN3pov17POVFPU_NewContextEv
0x00426ce0:0x00426dcb, _ZN3pov18POVFPU_AddConstantEd
0x00426dd0:0x00426e78, _ZN3pov16POVFPU_TerminateEv
0x00426e80:0x00427078, _ZN3pov12POVFPU_ResetEv
0x00427080:0x004270ee, _ZN3pov15POVFPU_SetLocalEjd
0x004270f0:0x0042710c, _ZN3pov15POVFPU_GetLocalEj
0x00427110:0x0042719b, _ZN3pov16POVFPU_SetGlobalEjd
0x004271a0:0x004271bb, _ZN3pov16POVFPU_GetGlobalEj
0x004271c0:0x004271e9, _ZN3pov18POVFPU_GetFunctionEj
0x004271f0:0x00427225, _ZN3pov30POVFPU_GetFunctionAndReferenceEj
0x00427230:0x004273af, _ZN3pov18POVFPU_AddFunctionEPNS_12FunctionCodeE
0x004273b0:0x00427505, _ZN3pov21POVFPU_RemoveFunctionEj
0x00427510:0x00427585, _ZN3pov16POVFPU_ExceptionEjPKc
0x00427590:0x0042759f, _ZN3pov20POVFPU_SwitchContextEPNS_17FPUContext_StructE
0x004275a0:0x0042bb72, _ZN3pov17POVFPU_RunDefaultEj
0x0042bb80:0x0042bb96, _ZN3pov24FNSyntax_ParseExpressionEv
0x0042bba0:0x0042bcc4, _ZN3pov10parse_exprEv
0x0042bcd0:0x0042c187, _ZN3pov13optimise_exprEPNS_14ExprNodeStructE
0x0042c190:0x0042c1ca, _ZN3pov26FNSyntax_GetTrapExpressionEj
0x0042c1d0:0x0042c208, _ZN3pov13new_expr_nodeEii
0x0042c210:0x0042c345, _ZN3pov25FNSyntax_DeleteExpressionEPNS_14ExprNodeStructE
0x0042c350:0x0042c3e8, _ZN3pov14expr_get_tokenEv
0x0042c3f0:0x0042c3f3, _ZN3pov9expr_noopERPNS_14ExprNodeStructEii
0x0042c400:0x0042c5af, _ZN3pov9expr_growERPNS_14ExprNodeStructEii
0x0042c5b0:0x0042c6d5, _ZN3pov9expr_callERPNS_14ExprNodeStructEii
0x0042c6e0:0x0042c769, _ZN3pov8expr_putERPNS_14ExprNodeStructEii
0x0042c770:0x0042c79a, _ZN3pov8expr_newERPNS_14ExprNodeStructEii
0x0042c7a0:0x0042c7aa, _ZN3pov8expr_retERPNS_14ExprNodeStructEii
0x0042c7b0:0x0042c803, _ZN3pov8expr_errERPNS_14ExprNodeStructEii
0x0042c810:0x0042c851, _ZN3pov30left_subtree_has_variable_exprEPNS_14ExprNodeStructE
0x0042c860:0x0042caea, _ZN3pov13optimise_callEPNS_14ExprNodeStructE
0x0042caf0:0x0042cb31, _ZN3pov31right_subtree_has_variable_exprEPNS_14ExprNodeStructE
0x0042cb40:0x0042ccfb, _ZN3pov9dump_exprEP8_IO_FILEPNS_14ExprNodeStructE
0x0042cd00:0x0042d875, _ZN3povL28All_Parametric_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0042d880:0x0042d883, _ZN3povL17Inside_ParametricEPdPNS_13Object_StructE
0x0042d890:0x0042db9f, _ZN3povL17Parametric_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0042dba0:0x0042dbb6, _ZN3povL18Parametric_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0042dbc0:0x0042dd15, _ZN3pov15Copy_ParametricEPNS_13Object_StructE
0x0042dd20:0x0042dd25, _ZN3povL20Translate_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042dd30:0x0042dd35, _ZN3povL17Rotate_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042dd40:0x0042dd45, _ZN3povL16Scale_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042dd50:0x0042de3a, _ZN3povL20Transform_ParametricEPNS_13Object_StructEPNS_16Transform_StructE
0x0042de40:0x0042de41, _ZN3povL17Invert_ParametricEPNS_13Object_StructE
0x0042de50:0x0042de9d, _ZN3pov18Destroy_ParametricEPNS_13Object_StructE
0x0042dea0:0x0042df52, _ZN3pov23Compute_Parametric_BBoxEPNS_17Parametric_StructE
0x0042df60:0x0042e049, _ZN3pov17Create_ParametricEv
0x0042e050:0x0042e062, _ZN3pov18Copy_PrecompParValEPNS_23PrecompParValues_StructE
0x0042e070:0x0042e163, _ZN3pov21Destroy_PrecompParValEPNS_23PrecompParValues_StructE
0x0042e170:0x0042e348, _ZN3pov28Precompute_Parametric_ValuesEPNS_17Parametric_StructEci
0x0042e350:0x0042e6a5, _ZN3povL15Precomp_Par_IntEidddd
0x0042e6b0:0x0042e6f1, _ZN3pov8IntervalEddddPdS0_
0x0042e700:0x0042e8e7, _ZN3pov29Evaluate_Function_Interval_UVEjdPdS0_dRdS1_
0x0042e8f0:0x0042e9f7, _ZN3pov14Create_FractalEv
0x0042ea00:0x0042ec7f, _ZN3pov13SetUp_FractalEPNS_14Fractal_StructE
0x0042ec80:0x0042ed45, _ZN3pov24Allocate_Iteration_StackEi
0x0042ed50:0x0042ee12, _ZN3pov20Free_Iteration_StackEv
0x0042ee20:0x0042f488, _ZN3povL25All_Fractal_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0042f490:0x0042f4d5, _ZN3povL14Inside_FractalEPdPNS_13Object_StructE
0x0042f4e0:0x0042f4f8, _ZN3povL14Fractal_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0042f500:0x0042f636, _ZN3povL12Copy_FractalEPNS_13Object_StructE
0x0042f640:0x0042f645, _ZN3povL17Translate_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042f650:0x0042f655, _ZN3povL14Rotate_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042f660:0x0042f665, _ZN3povL13Scale_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042f670:0x0042f789, _ZN3povL17Transform_FractalEPNS_13Object_StructEPNS_16Transform_StructE
0x0042f790:0x0042f798, _ZN3povL14Invert_FractalEPNS_13Object_StructE
0x0042f7a0:0x0042f7c0, _ZN3povL15Destroy_FractalEPNS_13Object_StructE
0x0042f7c0:0x0042f7e5, _ZN3pov16Destroy_FunctionEPj
0x0042f7f0:0x0042f82b, _ZN3pov13Copy_FunctionEPj
0x0042f830:0x0042f8b6, _ZN3pov14Parse_FunctionEv
0x0042f8c0:0x0042f93c, _ZN3pov21Parse_FunctionContentEv
0x0042f940:0x0042fca3, _ZN3pov21Parse_DeclareFunctionEPiPKcb
0x0042fcb0:0x0042fdf8, _ZN3pov16Iteration_HComplEPdPNS_14Fractal_StructE
0x0042fe00:0x00430006, _ZN3pov18D_Iteration_HComplEPdPNS_14Fractal_StructES0_
0x00430010:0x004301a6, _ZN3pov18Normal_Calc_HComplEPdiPNS_14Fractal_StructE
0x004301b0:0x004301c1, _ZN3pov14F_Bound_HComplEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x004301d0:0x00430310, _ZN3pov19Iteration_HCompl_z3EPdPNS_14Fractal_StructE
0x00430310:0x0043050e, _ZN3pov21D_Iteration_HCompl_z3EPdPNS_14Fractal_StructES0_
0x00430510:0x00430685, _ZN3pov21Normal_Calc_HCompl_z3EPdiPNS_14Fractal_StructE
0x00430690:0x004306a1, _ZN3pov17F_Bound_HCompl_z3EPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x004306b0:0x004308b1, _ZN3pov27Iteration_HCompl_ReciprocalEPdPNS_14Fractal_StructE
0x004308c0:0x00430b6f, _ZN3pov29D_Iteration_HCompl_ReciprocalEPdPNS_14Fractal_StructES0_
0x00430b70:0x00430e2f, _ZN3pov29Normal_Calc_HCompl_ReciprocalEPdiPNS_14Fractal_StructE
0x00430e30:0x00430e41, _ZN3pov25F_Bound_HCompl_ReciprocalEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x00430e50:0x00431057, _ZN3pov21Iteration_HCompl_FuncEPdPNS_14Fractal_StructE
0x00431060:0x0043131d, _ZN3pov23D_Iteration_HCompl_FuncEPdPNS_14Fractal_StructES0_
0x00431320:0x004315d6, _ZN3pov23Normal_Calc_HCompl_FuncEPdiPNS_14Fractal_StructE
0x004315e0:0x004315f1, _ZN3pov19F_Bound_HCompl_FuncEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x00431600:0x00431624, _ZN3pov12Complex_MultEPNS_5cmplxES1_S1_
0x00431630:0x00431689, _ZN3pov11Complex_DivEPNS_5cmplxES1_S1_
0x00431690:0x004316d9, _ZN3pov11Complex_ExpEPNS_5cmplxES1_
0x004316e0:0x00431737, _ZN3pov11Complex_SinEPNS_5cmplxES1_
0x00431740:0x00431797, _ZN3pov12Complex_SinhEPNS_5cmplxES1_
0x004317a0:0x004317ff, _ZN3pov11Complex_CosEPNS_5cmplxES1_
0x00431800:0x00431857, _ZN3pov12Complex_CoshEPNS_5cmplxES1_
0x00431860:0x004318c4, _ZN3pov10Complex_LnEPNS_5cmplxES1_
0x004318d0:0x00431988, _ZN3pov12Complex_SqrtEPNS_5cmplxES1_
0x00431990:0x00431afe, _ZN3pov12Complex_ASinEPNS_5cmplxES1_
0x00431b00:0x00431c5e, _ZN3pov12Complex_ACosEPNS_5cmplxES1_
0x00431c60:0x00431db6, _ZN3pov13Complex_ASinhEPNS_5cmplxES1_
0x00431dc0:0x00431f16, _ZN3pov13Complex_ACoshEPNS_5cmplxES1_
0x00431f20:0x0043206d, _ZN3pov13Complex_ATanhEPNS_5cmplxES1_
0x00432070:0x0043221f, _ZN3pov12Complex_ATanEPNS_5cmplxES1_
0x00432220:0x004322ad, _ZN3pov11Complex_TanEPNS_5cmplxES1_
0x004322b0:0x00432339, _ZN3pov12Complex_TanhEPNS_5cmplxES1_
0x00432340:0x0043243c, _ZN3pov13Complex_PowerEPNS_5cmplxES1_S1_
0x00432440:0x0043253f, _ZN3pov11Complex_PwrEPNS_5cmplxES1_
0x00432540:0x00432b01, _ZN3povL24All_HField_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00432b10:0x00432caf, _ZN3povL13Inside_HFieldEPdPNS_13Object_StructE
0x00432cb0:0x00433239, _ZN3povL13HField_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00433240:0x00433407, _ZN3povL11Copy_HFieldEPNS_13Object_StructE
0x00433410:0x00433499, _ZN3povL16Translate_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004334a0:0x00433529, _ZN3povL13Rotate_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00433530:0x004335b9, _ZN3povL12Scale_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004335c0:0x00433646, _ZN3povL16Transform_HFieldEPNS_13Object_StructEPNS_16Transform_StructE
0x00433650:0x00433655, _ZN3povL13Invert_HFieldEPNS_13Object_StructE
0x00433660:0x0043383b, _ZN3povL14Destroy_HFieldEPNS_13Object_StructE
0x00433840:0x0043421d, _ZN3pov14Compute_HFieldEPNS_13HField_StructEPNS_12Image_StructE
0x00434220:0x004342fd, _ZN3pov13Create_HFieldEv
0x00434300:0x00434374, _ZN3pov19Compute_HField_BBoxEPNS_13HField_StructE
0x00434380:0x00434a0a, _ZN3povL15intersect_pixelEiiPNS_10Ray_StructEPNS_13HField_StructEddRPNS_13istack_structERS1_RdS8_
0x00434a10:0x00435093, _ZN3povL13dda_traversalEPNS_10Ray_StructEPNS_13HField_StructEPdPNS_19HField_Block_StructERPNS_13istack_structERS1_RdSB_
0x004350a0:0x00435262, _ZN3povL17add_single_normalEPPtiiiiiiiiPd
0x00435270:0x00435278, _ZN3pov20initialise_histogramEv
0x00435280:0x00435281, _ZN3pov17destroy_histogramEv
0x00435290:0x00435291, _ZN3pov20accumulate_histogramEiii
0x004352a0:0x004352a1, _ZN3pov15write_histogramEPc
0x004352b0:0x004360c4, _ZN3pov14Read_Iff_ImageEPNS_12Image_StructEPc
0x004360d0:0x00436198, _ZN3povL9read_longEPN8pov_base7IStreamE
0x004361a0:0x00436211, _ZN3pov9image_mapEPdPNS_14Pigment_StructEPf
0x00436220:0x00436836, _ZN3povL3mapEPdPNS_14Pattern_StructES0_S0_
0x00436840:0x00436db1, _ZN3povL15image_colour_atEPNS_12Image_StructEddPfPi
0x00436dc0:0x00436e8c, _ZN3pov12material_mapEPdPNS_14Texture_StructE
0x00436e90:0x00437434, _ZN3pov8bump_mapEPdPNS_14Tnormal_StructES0_
0x00437440:0x0043754a, _ZN3pov13image_patternEPdPNS_14Pattern_StructE
0x00437550:0x004376a4, _ZN3pov15image_height_atEPNS_12Image_StructEii
0x004376b0:0x004377ce, _ZN3pov15is_image_opaqueEPNS_12Image_StructE
0x004377d0:0x0043783e, _ZN3pov12Create_ImageEv
0x00437840:0x0043784c, _ZN3pov10Copy_ImageEPNS_12Image_StructE
0x00437850:0x00437b3e, _ZN3pov13Destroy_ImageEPNS_12Image_StructE
0x00437b40:0x00437e69, _ZN3povL16no_interpolationEPNS_12Image_StructEddPfPi
0x00437e70:0x00438001, _ZN3povL16planar_image_mapEPdPNS_12Image_StructES0_S0_
0x00438010:0x00438011, _ZN3pov13Init_InteriorEPNS_15Interior_StructE
0x00438020:0x00438069, _ZN3pov15Create_InteriorEv
0x00438070:0x004380f5, _ZN3pov13Copy_InteriorEPNS_15Interior_StructE
0x00438100:0x0043810c, _ZN3pov21Copy_Interior_PointerEPNS_15Interior_StructE
0x00438110:0x0043813c, _ZN3pov16Destroy_InteriorEPNS_15Interior_StructE
0x00438140:0x00438154, _ZN3pov18Transform_InteriorEPNS_15Interior_StructEPNS_16Transform_StructE
0x00438160:0x0043818c, _ZN3pov15Create_MaterialEv
0x00438190:0x0043826f, _ZN3pov13Copy_MaterialEPNS_15Material_StructE
0x00438270:0x004382d8, _ZN3pov16Destroy_MaterialEPNS_15Material_StructE
0x004382e0:0x00438c0f, _ZN3povL28All_IsoSurface_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00438c10:0x00438d7e, _ZN3povL17Inside_IsoSurfaceEPdPNS_13Object_StructE
0x00438d80:0x0043919a, _ZN3povL17IsoSurface_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004391a0:0x00439202, _ZN3pov15Copy_IsoSurfaceEPNS_13Object_StructE
0x00439210:0x00439215, _ZN3povL20Translate_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00439220:0x00439225, _ZN3povL17Rotate_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00439230:0x00439235, _ZN3povL16Scale_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00439240:0x0043932a, _ZN3povL20Transform_IsoSurfaceEPNS_13Object_StructEPNS_16Transform_StructE
0x00439330:0x00439335, _ZN3povL17Invert_IsoSurfaceEPNS_13Object_StructE
0x00439340:0x00439615, _ZN3pov18Destroy_IsoSurfaceEPNS_13Object_StructE
0x00439620:0x0043976c, _ZN3pov17Create_IsoSurfaceEv
0x00439770:0x00439822, _ZN3pov23Compute_IsoSurface_BBoxEPNS_17IsoSurface_StructE
0x00439830:0x00439dd2, _ZN3pov29IsoSurface_Function_Find_RootEPNS_17IsoSurface_StructEPdS2_S2_S2_b
0x00439de0:0x0043a03d, _ZN3pov31IsoSurface_Function_Find_Root_REPNS_17IsoSurface_StructEPNS_8ISO_PairES3_dddb
0x0043a040:0x0043a0d1, _ZN3pov12Create_LatheEv
0x0043a0e0:0x0043a143, _ZN3pov18Compute_Lathe_BBoxEPNS_12Lathe_StructE
0x0043a150:0x0043ac8a, _ZN3pov13Compute_LatheEPNS_12Lathe_StructEPA2_d
0x0043ac90:0x0043b685, _ZN3povL23All_Lathe_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0043b690:0x0043b8f5, _ZN3povL12Inside_LatheEPdPNS_13Object_StructE
0x0043b900:0x0043ba7a, _ZN3povL12Lathe_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0043ba80:0x0043bb68, _ZN3povL13Lathe_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0043bb70:0x0043bc78, _ZN3povL10Copy_LatheEPNS_13Object_StructE
0x0043bc80:0x0043bcf4, _ZN3povL15Translate_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043bd00:0x0043bd74, _ZN3povL12Rotate_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043bd80:0x0043bdf4, _ZN3povL11Scale_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043be00:0x0043be71, _ZN3povL15Transform_LatheEPNS_13Object_StructEPNS_16Transform_StructE
0x0043be80:0x0043be85, _ZN3povL12Invert_LatheEPNS_13Object_StructE
0x0043be90:0x0043bf08, _ZN3povL13Destroy_LatheEPNS_13Object_StructE
0x0043bf10:0x0043bff6, _ZN3povL8test_hitEPNS_12Lathe_StructEPNS_10Ray_StructEPNS_13istack_structEddi
0x0043c000:0x0043c16f, _ZN3pov19Build_Light_BuffersEv
0x0043c170:0x0043d368, _ZN3povL14project_objectEPNS_14Project_StructEPNS_13Object_StructEiPdiS1_
0x0043d370:0x0043d982, _ZN3povL21project_bounding_slabEiPdPNS_14Project_StructEPPNS_24Project_Tree_Node_StructEPNS_16BBox_Tree_StructEiS2_
0x0043d990:0x0043da98, _ZN3pov21Destroy_Light_BuffersEv
0x0043daa0:0x0043dd6f, _ZN3pov20Intersect_Light_TreeEPNS_10Ray_StructEPNS_24Project_Tree_Node_StructEiiPNS_10istk_entryEPPNS_13Object_StructEPNS_19Light_Source_StructE
0x0043dd70:0x0043df48, _ZN3povL17project_rectangleEPNS_14Project_StructEPdS2_S2_S2_Pi
0x0043df50:0x0043dfc1, _ZN3pov20Promote_Local_LightsEPNS_10CSG_StructE
0x0043dfd0:0x0043e061, _ZN3pov30Promote_Local_Lights_RecursiveEPNS_22Compound_Object_StructEPNS_19Light_Source_StructE
0x0043e070:0x0043e0ba, _ZN3pov24Check_Photon_Light_GroupEPNS_13Object_StructE
0x0043e0c0:0x0043e60a, _ZN3pov24Initialize_Lighting_CodeEv
0x0043e610:0x0043e631, _ZN3pov18InitComTexDataPoolEv
0x0043e640:0x0043e7bf, _ZN3pov26Reinitialize_Lighting_CodeEiPPPNS_14Texture_StructEPPd
0x0043e7c0:0x0043ee07, _ZN3pov26Deinitialize_Lighting_CodeEv
0x0043ee10:0x0043ee78, _ZN3pov18FreeComTexDataPoolEv
0x0043ee80:0x0043f2cf, _ZN3pov25Determine_Apparent_ColourEPNS_10istk_entryEPfPNS_10Ray_StructEd
0x0043f2d0:0x0043f437, _ZN3pov22ResizeLightMallocPoolsEl
0x0043f440:0x0043f67d, _ZN3povL19create_texture_listEPNS_10istk_entryEd
0x0043f680:0x00440575, _ZN3povL14do_texture_mapEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryEi
0x00440580:0x0044068f, _ZN3pov11Test_ShadowEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pf
0x00440690:0x00440a73, _ZN3povL8do_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pf
0x00440a80:0x004410d2, _ZN3povL18block_light_sourceEPNS_19Light_Source_StructEdPNS_10Ray_StructES3_PdPf
0x004410e0:0x0044124c, _ZN3pov10do_diffuseEPNS_13Finish_StructEPNS_10Ray_StructEPdPfS5_S5_d
0x00441250:0x0044153c, _ZN3pov8do_phongEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_PfS5_S5_
0x00441540:0x0044184c, _ZN3pov11do_specularEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_PfS5_S5_
0x00441850:0x00441b0c, _ZN3pov22ResizeMediaMallocPoolsEl
0x00441b10:0x00441b9c, _ZN3pov13NewComTexDataEv
0x00441ba0:0x00441bf3, _ZN3pov14FreeComTexDataEPNS_17ComTexData_StructE
0x00441c00:0x004439ba, _ZN3povL25compute_backtrace_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryE
0x004439c0:0x00446179, _ZN3povL23compute_lighted_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryE
0x00446180:0x004464e1, _ZN3povL22determine_reflectivityEPdPfS1_S1_iddPNS_10Ray_StructEPNS_15Interior_StructE
0x004464f0:0x0044675a, _ZN3povL7ReflectEPdPNS_10Ray_StructES0_S0_Pfd
0x00446760:0x00446a80, _ZN3povL17Diffuse_One_LightEPNS_19Light_Source_StructEiPdPNS_13Finish_StructES2_PNS_10Ray_StructES2_PfS7_dPNS_13Object_StructE
0x00446a80:0x00446c72, _ZN3povL7do_iridEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_Pf
0x00446c80:0x0044891e, _ZN3povL16block_area_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pfiiiii
0x00448920:0x00448f32, _ZN3povL17block_point_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructEPf
0x00448f40:0x00449405, _ZN3povL17filter_shadow_rayEPNS_10istk_entryEPNS_10Ray_StructEPf
0x00449410:0x0044942b, _ZN3pov5MZeroEPA4_d
0x00449430:0x00449460, _ZN3pov9MIdentityEPA4_d
0x00449460:0x004496fb, _ZN3pov7MTimesAEPA4_dS1_
0x00449700:0x0044999b, _ZN3pov7MTimesBEPA4_dS1_
0x004499a0:0x00449d28, _ZN3pov7MTimesCEPA4_dS1_S1_
0x00449d30:0x00449d91, _ZN3pov10MTransposeEPA4_d
0x00449da0:0x00449e1f, _ZN3pov10MTransposeEPA4_dS1_
0x00449e20:0x00449e7b, _ZN3pov11MTransPointEPdS0_PNS_16Transform_StructE
0x00449e80:0x00449ef4, _ZN3pov14MInvTransPointEPdS0_PNS_16Transform_StructE
0x00449f00:0x00449f51, _ZN3pov15MTransDirectionEPdS0_PNS_16Transform_StructE
0x00449f60:0x00449fc4, _ZN3pov18MInvTransDirectionEPdS0_PNS_16Transform_StructE
0x00449fd0:0x0044a058, _ZN3pov12MTransNormalEPdS0_PNS_16Transform_StructE
0x0044a060:0x0044a0cc, _ZN3pov15MInvTransNormalEPdS0_PNS_16Transform_StructE
0x0044a0d0:0x0044a178, _ZN3pov25Compute_Scaling_TransformEPNS_16Transform_StructEPd
0x0044a180:0x0044a20d, _ZN3pov24Compute_Matrix_TransformEPNS_16Transform_StructEPA4_d
0x0044a210:0x0044a979, _ZN3pov7MInversEPA4_dS1_
0x0044a980:0x0044aa35, _ZN3pov29Compute_Translation_TransformEPNS_16Transform_StructEPd
0x0044aa40:0x0044ada5, _ZN3pov26Compute_Rotation_TransformEPNS_16Transform_StructEPd
0x0044adb0:0x0044add9, _ZN3pov18Compose_TransformsEPNS_16Transform_StructES1_
0x0044ade0:0x0044b012, _ZN3pov31Compute_Axis_Rotation_TransformEPNS_16Transform_StructEPdd
0x0044b020:0x0044b439, _ZN3pov28Compute_Coordinate_TransformEPNS_16Transform_StructEPdS2_dd
0x0044b440:0x0044b4c1, _ZN3pov16Create_TransformEv
0x0044b4d0:0x0044b5c7, _ZN3pov14Copy_TransformEPNS_16Transform_StructE
0x0044b5d0:0x0044b5e5, _ZN3pov17Destroy_TransformEPNS_16Transform_StructE
0x0044b5f0:0x0044b61c, _ZN3pov13Create_VectorEv
0x0044b620:0x0044b643, _ZN3pov12Create_FloatEv
0x0044b650:0x0044b851, _ZN3pov8MInvers3EPA3_dS1_
0x0044b860:0x0044b884, _ZN3pov14Create_UV_VectEv
0x0044b890:0x0044b8b7, _ZN3pov16Create_Vector_4DEv
0x0044b8c0:0x0044b92d, _ZN3pov13MTransUVPointEPdPA3_dS0_
0x0044b930:0x0044bab1, _ZN3pov11MSquareQuadEPA2_dPA3_d
0x0044bac0:0x0044c26d, _ZN3pov24Backtrace_Simulate_MediaEPPNS_12Media_StructEPNS_10Ray_StructEPNS_10istk_entryEPf
0x0044c270:0x0044cc8d, _ZN3povL12sample_mediaEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEidPfS9_iS1_i
0x0044cc90:0x0044e1ac, _ZN3pov14Simulate_MediaEPPNS_12Media_StructEPNS_10Ray_StructEPNS_10istk_entryEPfi
0x0044e1b0:0x0044e890, _ZN3povL16sample_media_recEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEiddPfS9_S9_S9_S9_S9_iddS1_i
0x0044e890:0x0044ead8, _ZN3pov10Post_MediaEPNS_12Media_StructE
0x0044eae0:0x0044eb76, _ZN3pov12Create_MediaEv
0x0044eb80:0x0044ee70, _ZN3pov10Copy_MediaEPNS_12Media_StructE
0x0044ee70:0x0044eedb, _ZN3pov13Destroy_MediaEPNS_12Media_StructE
0x0044eee0:0x0044ef3c, _ZN3pov15Transform_MediaEPNS_12Media_StructEPNS_16Transform_StructE
0x0044ef40:0x0044ef6c, _ZN3pov17Transform_DensityEPNS_14Pigment_StructEPNS_16Transform_StructE
0x0044ef70:0x0044f25d, _ZN3povL22scattering_attenuationEPPNS_12Media_StructEPfS3_S3_PNS_10Ray_StructES5_
0x0044f260:0x0044f81e, _ZN3povL23update_light_list_entryEPNS_17Light_List_StructEPNS_10Ray_StructEPNS_10istk_entryE
0x0044f820:0x0044f842, _ZN3povL11compdoublesEPKvS1_
0x0044f850:0x0044fb84, _ZN3povL22All_Mesh_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0044fb90:0x0044fe1b, _ZN3povL11Inside_MeshEPdPNS_13Object_StructE
0x0044fe20:0x00450101, _ZN3povL11Mesh_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00450110:0x004504cd, _ZN3povL12Mesh_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004504d0:0x00450621, _ZN3povL9Copy_MeshEPNS_13Object_StructE
0x00450630:0x004506a6, _ZN3povL14Translate_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004506b0:0x00450726, _ZN3povL11Rotate_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00450730:0x004507a6, _ZN3povL10Scale_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004507b0:0x00450826, _ZN3povL14Transform_MeshEPNS_13Object_StructEPNS_16Transform_StructE
0x00450830:0x00450835, _ZN3povL11Invert_MeshEPNS_13Object_StructE
0x00450840:0x0045098d, _ZN3povL12Destroy_MeshEPNS_13Object_StructE
0x00450990:0x00450a0b, _ZN3pov11Create_MeshEv
0x00450a10:0x00450d2a, _ZN3pov17Compute_Mesh_BBoxEPNS_11Mesh_StructE
0x00450d30:0x004511d7, _ZN3pov21Compute_Mesh_TriangleEPNS_20Mesh_Triangle_StructEiPdS2_S2_S2_
0x004511e0:0x00451210, _ZN3pov18Init_Mesh_TriangleEPNS_20Mesh_Triangle_StructE
0x00451210:0x00451418, _ZN3pov20Build_Mesh_BBox_TreeEPNS_11Mesh_StructE
0x00451420:0x00451438, _ZN3pov16Mesh_Hash_VertexEPiS0_PPA3_fPd
0x00451440:0x00451623, _ZN3povL9mesh_hashEPPNS_17Hash_Table_StructEPiS3_PPA3_fPd
0x00451630:0x0045164b, _ZN3pov16Mesh_Hash_NormalEPiS0_PPA3_fPd
0x00451650:0x00451711, _ZN3pov17Mesh_Hash_TextureEPiS0_PPPNS_14Texture_StructES2_
0x00451720:0x00451893, _ZN3pov12Mesh_Hash_UVEPiS0_PPA2_dPd
