0x000041b0:0x000041da, _start
0x00015f80:0x0001601e, vsf_sysutil_fork_isolate_all_failok
0x00016020:0x00016079, vsf_sysutil_fork_isolate_failok
0x00016080:0x000160d9, vsf_sysutil_fork_newnet
0x000160e0:0x000160ec, vsf_sysutil_getpid_nocache
0x000160f0:0x00016107, seccomp_sandbox_init
0x00016110:0x00016515, seccomp_sandbox_setup_prelogin
0x00016520:0x00017085, seccomp_sandbox_setup_postlogin
0x00017090:0x00017108, seccomp_sandbox_setup_postlogin_broker
0x00017110:0x000173be, seccomp_sandbox_lockdown
0x000173c0:0x000176b1, seccomp_sandbox_setup_base
0x000176c0:0x00017b2e, seccomp_sandbox_setup_data_connections
0x00017b30:0x00017b95, __libc_csu_init
0x00017ba0:0x00017ba2, __libc_csu_fini
