0x00403650:0x00403670, __cxx_global_var_init
0x00408920:0x00408924, _ZNKSt12_Vector_baseI7KoStateSaIS0_EE19_M_get_Tp_allocatorEv
0x00408930:0x00408968, _ZNSt12_Vector_baseI7KoStateSaIS0_EEC2EmRKS1_
0x00408970:0x00408975, _ZSt22__uninitialized_copy_aIN9__gnu_cxx17__normal_iteratorIPK7KoStateSt6vectorIS2_SaIS2_EEEEPS2_S2_ET0_T_SB_SA_RSaIT1_E
0x00408980:0x004089a5, _ZNKSt6vectorI7KoStateSaIS0_EE5beginEv
0x004089b0:0x004089d6, _ZNKSt6vectorI7KoStateSaIS0_EE3endEv
0x004089e0:0x004089e4, _ZNSt12_Vector_baseI7KoStateSaIS0_EE19_M_get_Tp_allocatorEv
0x004089f0:0x00408a3a, _ZNSt12_Vector_baseI7KoStateSaIS0_EED2Ev
0x00408a40:0x00408a4e, _ZNSt16allocator_traitsISaI7KoStateEE37select_on_container_copy_constructionERKS1_
0x00408a50:0x00408a55, _ZNSaI7KoStateEC2ERKS0_
0x00408a60:0x00408a61, _ZN9__gnu_cxx13new_allocatorI7KoStateEC2ERKS2_
0x00408a70:0x00408a8b, _ZNSt12_Vector_baseI7KoStateSaIS0_EE12_Vector_implC2ERKS1_
0x00408a90:0x00408abc, _ZNSt12_Vector_baseI7KoStateSaIS0_EE17_M_create_storageEm
0x00408ac0:0x00408ac1, _ZN9__gnu_cxx13new_allocatorI7KoStateED2Ev
0x00408ad0:0x00408add, _ZNSt12_Vector_baseI7KoStateSaIS0_EE11_M_allocateEm
0x00408ae0:0x00408ae7, _ZNSt16allocator_traitsISaI7KoStateEE8allocateERS1_m
0x00408af0:0x00408b10, _ZN9__gnu_cxx13new_allocatorI7KoStateE8allocateEmPKv
0x00408b10:0x00408b1b, _ZNK9__gnu_cxx13new_allocatorI7KoStateE8max_sizeEv
0x00408b20:0x00408b25, _ZSt18uninitialized_copyIN9__gnu_cxx17__normal_iteratorIPK7KoStateSt6vectorIS2_SaIS2_EEEEPS2_ET0_T_SB_SA_
0x00408b30:0x00408bf2, _ZNSt20__uninitialized_copyILb0EE13__uninit_copyIN9__gnu_cxx17__normal_iteratorIPK7KoStateSt6vectorIS4_SaIS4_EEEEPS4_EET0_T_SD_SC_
0x00408c00:0x00408c25, _ZN9__gnu_cxxneIPK7KoStateSt6vectorIS1_SaIS1_EEEEbRKNS_17__normal_iteratorIT_T0_EESC_
0x00408c30:0x00408c48, _ZSt10_ConstructI7KoStateJRKS0_EEvPT_DpOT0_
0x00408c50:0x00408c54, _ZSt11__addressofI7KoStateEPT_RS1_
0x00408c60:0x00408c64, _ZNK9__gnu_cxx17__normal_iteratorIPK7KoStateSt6vectorIS1_SaIS1_EEEdeEv
0x00408c70:0x00408c7b, _ZN9__gnu_cxx17__normal_iteratorIPK7KoStateSt6vectorIS1_SaIS1_EEEppEv
0x00408c80:0x00408c85, _ZSt8_DestroyIP7KoStateEvT_S2_
0x00408c90:0x00408c94, _ZNK9__gnu_cxx17__normal_iteratorIPK7KoStateSt6vectorIS1_SaIS1_EEE4baseEv
0x00408ca0:0x00408ca4, _ZSt7forwardIRK7KoStateEOT_RNSt16remove_referenceIS3_E4typeE
0x00408cb0:0x00408ce4, _ZNSt12_Destroy_auxILb0EE9__destroyIP7KoStateEEvT_S4_
0x00408cf0:0x00408cf5, _ZSt8_DestroyI7KoStateEvPT_
0x00408d00:0x00408d07, _ZN9__gnu_cxx17__normal_iteratorIPK7KoStateSt6vectorIS1_SaIS1_EEEC2ERKS3_
0x00408d10:0x00408d1b, _ZNSt12_Vector_baseI7KoStateSaIS0_EE13_M_deallocateEPS0_m
0x00408d20:0x00408d25, _ZNSt16allocator_traitsISaI7KoStateEE10deallocateERS1_PS0_m
0x00408d30:0x00408d38, _ZN9__gnu_cxx13new_allocatorI7KoStateE10deallocateEPS1_m
0x00408d40:0x00408d82, _ZNSt6vectorI7KoStateSaIS0_EED2Ev
0x00408d90:0x00408d95, _ZSt8_DestroyIP7KoStateS0_EvT_S2_RSaIT0_E
0x00408da0:0x00408da5, _ZNSt14pointer_traitsIPKcE10pointer_toERS0_
0x00408db0:0x00408db5, _ZSt9addressofIKcEPT_RS1_
0x00408dc0:0x00408dc4, _ZSt11__addressofIKcEPT_RS1_
0x00408dd0:0x00408dd5, _ZNSt16allocator_traitsISaIcEE10deallocateERS0_Pcm
0x00408de0:0x00408de8, _ZN9__gnu_cxx13new_allocatorIcE10deallocateEPcm
0x00408df0:0x00408df1, _ZN9__gnu_cxx13new_allocatorIcED2Ev
0x00408e00:0x00408e04, _ZSt4moveIRSaIcEEONSt16remove_referenceIT_E4typeEOS3_
0x00408e10:0x00408e26, _ZNSt11char_traitsIcE4copyEPcPKcm
0x00408e30:0x00408e35, _ZNSt14pointer_traitsIPcE10pointer_toERc
0x00408e40:0x00408e45, _ZSt9addressofIcEPT_RS0_
0x00408e50:0x00408e54, _ZSt11__addressofIcEPT_RS0_
0x00408e60:0x00408e61, _ZN9__gnu_cxx13new_allocatorIcEC2ERKS1_
0x00408e70:0x00408e75, _ZNSt11char_traitsIcE6assignERcRKc
0x00408e80:0x00408e85, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE12_M_constructIPcEEvT_S7_
0x00408e90:0x00408e95, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE16_M_construct_auxIPcEEvT_S7_St12__false_type
0x00408ea0:0x00408f37, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE12_M_constructIPcEEvT_S7_St20forward_iterator_tag
0x00408f40:0x00408f47, _ZN9__gnu_cxx17__is_null_pointerIcEEbPT_
0x00408f50:0x00408f79, _ZSt8distanceIPcENSt15iterator_traitsIT_E15difference_typeES2_S2_
0x00408f80:0x00408f87, _ZSt10__distanceIPcENSt15iterator_traitsIT_E15difference_typeES2_S2_St26random_access_iterator_tag
0x00408f90:0x00408f91, _ZSt19__iterator_categoryIPcENSt15iterator_traitsIT_E17iterator_categoryERKS2_
0x00408fa0:0x00408fa5, _ZNSt11char_traitsIcE6lengthEPKc
0x00408fb0:0x00408fb5, _ZNSt16allocator_traitsISaIcEE8max_sizeERKS0_
0x00408fc0:0x00408fc8, _ZNK9__gnu_cxx13new_allocatorIcE8max_sizeEv
0x00408fd0:0x00408fd1, _ZN9__gnu_cxx13new_allocatorIcEC2Ev
0x00408fe0:0x0040904c, _ZN9GameState9init_gameEif
0x00409050:0x004090c1, _ZN9GameState10reset_gameEv
0x004090d0:0x0040911e, _ZN9GameState12forward_moveEv
0x00409120:0x00409159, _ZN9GameState9undo_moveEv
0x00409160:0x0040917e, _ZN9GameState6rewindEv
0x00409180:0x0040918c, _ZN9GameState9play_moveEi
0x00409190:0x004091dd, _ZN9GameState9play_moveEii
0x004091e0:0x004091f6, _ZN9GameState9play_passEv
0x00409200:0x004093d3, _ZN9GameState13play_textmoveENSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEES5_
0x004093e0:0x004093ec, _ZN9GameState10stop_clockEi
0x004093f0:0x004093fc, _ZN9GameState11start_clockEi
0x00409400:0x00409419, _ZN9GameState13display_stateEv
0x00409420:0x00409428, _ZN9GameState15get_timecontrolEv
0x00409430:0x00409488, _ZN9GameState15set_timecontrolEiii
0x00409490:0x004094b0, _ZN9GameState15set_timecontrolE11TimeControl
0x004094b0:0x004094bc, _ZN9GameState11adjust_timeEiii
0x004094c0:0x004094f2, _ZN9GameState19anchor_game_historyEv
0x00409500:0x00409699, _ZN9GameState18set_fixed_handicapEi
0x004096a0:0x004096d5, _ZN9GameState14valid_handicapEi
0x004096e0:0x004097fb, _ZN9GameState19place_free_handicapEi
0x00409800:0x00409808, _ZNSt6vectorI7KoStateSaIS0_EE5clearEv
0x00409810:0x00409842, _ZNSt6vectorI7KoStateSaIS0_EE9push_backERKS0_
0x00409850:0x0040985b, _ZNSt6vectorI7KoStateSaIS0_EEixEm
0x00409860:0x004098a3, _ZN7KoStateaSERKS_
0x004098b0:0x00409905, _ZNSt6vectorI7KoStateSaIS0_EE6resizeEm
0x00409910:0x0040991d, _ZSteqIcSt11char_traitsIcESaIcEEbRKNSt7__cxx1112basic_stringIT_T0_T1_EEPKS5_
0x00409920:0x0040992c, _ZSt3minIiERKT_S2_S2_
0x00409930:0x00409934, _ZNSt8auto_ptrI9UCTSearchEC2EPS0_
0x00409940:0x00409944, _ZNKSt8auto_ptrI9UCTSearchEptEv
0x00409950:0x0040996c, _ZNSt8auto_ptrI9UCTSearchED2Ev
0x00409970:0x004099e7, _ZN9FastStateaSERKS_
0x004099f0:0x00409b4b, _ZNSt6vectorIySaIyEEaSERKS1_
0x00409b50:0x00409b7b, _ZN9FullBoardaSERKS_
0x00409b80:0x00409bc8, _ZN5boost5arrayISt4pairIiiELm24EEaSERKS3_
0x00409bd0:0x00409c0f, _ZN9FastBoardaSERKS_
0x00409c10:0x00409d6b, _ZNSt6vectorIiSaIiEEaSERKS1_
0x00409d70:0x00409d7c, _ZNKSt6vectorIiSaIiEE8capacityEv
0x00409d80:0x00409df6, _ZNSt6vectorIiSaIiEE20_M_allocate_and_copyIN9__gnu_cxx17__normal_iteratorIPKiS1_EEEEPimT_S9_
0x00409e00:0x00409e05, _ZSt8_DestroyIN9__gnu_cxx17__normal_iteratorIPiSt6vectorIiSaIiEEEEiEvT_S7_RSaIT0_E
0x00409e10:0x00409e3e, _ZSt4copyIN9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEEENS1_IPiS6_EEET0_T_SB_SA_
0x00409e40:0x00409e55, _ZNSt6vectorIiSaIiEE5beginEv
0x00409e60:0x00409e73, _ZNSt6vectorIiSaIiEE3endEv
0x00409e80:0x00409eae, _ZSt4copyIPiS0_ET0_T_S2_S1_
0x00409eb0:0x00409eb5, _ZSt22__uninitialized_copy_aIPiS0_iET0_T_S2_S1_RSaIT1_E
0x00409ec0:0x00409ec5, _ZSt8_DestroyIN9__gnu_cxx17__normal_iteratorIPiSt6vectorIiSaIiEEEEEvT_S7_
0x00409ed0:0x00409ed1, _ZNSt12_Destroy_auxILb1EE9__destroyIN9__gnu_cxx17__normal_iteratorIPiSt6vectorIiSaIiEEEEEEvT_S9_
0x00409ee0:0x00409f38, _ZSt14__copy_move_a2ILb0EN9__gnu_cxx17__normal_iteratorIPKiSt6vectorIiSaIiEEEENS1_IPiS6_EEET1_T0_SB_SA_
0x00409f40:0x00409f45, _ZSt12__niter_baseIN9__gnu_cxx17__normal_iteratorIPiSt6vectorIiSaIiEEEEENSt11_Niter_baseIT_E13iterator_typeES8_
0x00409f50:0x00409f57, _ZN9__gnu_cxx17__normal_iteratorIPiSt6vectorIiSaIiEEEC2ERKS1_
0x00409f60:0x00409f72, _ZNSt10_Iter_baseIN9__gnu_cxx17__normal_iteratorIPiSt6vectorIiSaIiEEEELb1EE7_S_baseES6_
0x00409f80:0x00409f84, _ZNK9__gnu_cxx17__normal_iteratorIPiSt6vectorIiSaIiEEE4baseEv
0x00409f90:0x00409fc9, _ZSt14__copy_move_a2ILb0EPiS0_ET1_T0_S2_S1_
0x00409fd0:0x00409fd5, _ZSt12__miter_baseIPiENSt11_Miter_baseIT_E13iterator_typeES2_
0x00409fe0:0x00409fe5, _ZSt13__copy_move_aILb0EPiS0_ET1_T0_S2_S1_
0x00409ff0:0x00409ff5, _ZSt18uninitialized_copyIPiS0_ET0_T_S2_S1_
0x0040a000:0x0040a005, _ZNSt20__uninitialized_copyILb1EE13__uninit_copyIPiS2_EET0_T_S4_S3_
0x0040a010:0x0040a01e, _ZNSt4pairIiiEaSERKS0_
0x0040a020:0x0040a02c, _ZNKSt6vectorIySaIyEE8capacityEv
0x0040a030:0x0040a0a6, _ZNSt6vectorIySaIyEE20_M_allocate_and_copyIN9__gnu_cxx17__normal_iteratorIPKyS1_EEEEPymT_S9_
0x0040a0b0:0x0040a0b5, _ZSt8_DestroyIN9__gnu_cxx17__normal_iteratorIPySt6vectorIySaIyEEEEyEvT_S7_RSaIT0_E
0x0040a0c0:0x0040a0ee, _ZSt4copyIN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEENS1_IPyS6_EEET0_T_SB_SA_
0x0040a0f0:0x0040a11e, _ZSt4copyIPyS0_ET0_T_S2_S1_
0x0040a120:0x0040a125, _ZSt22__uninitialized_copy_aIPyS0_yET0_T_S2_S1_RSaIT1_E
0x0040a130:0x0040a135, _ZSt8_DestroyIN9__gnu_cxx17__normal_iteratorIPySt6vectorIySaIyEEEEEvT_S7_
0x0040a140:0x0040a141, _ZNSt12_Destroy_auxILb1EE9__destroyIN9__gnu_cxx17__normal_iteratorIPySt6vectorIySaIyEEEEEEvT_S9_
0x0040a150:0x0040a1a8, _ZSt14__copy_move_a2ILb0EN9__gnu_cxx17__normal_iteratorIPKySt6vectorIySaIyEEEENS1_IPyS6_EEET1_T0_SB_SA_
0x0040a1b0:0x0040a1b5, _ZSt12__niter_baseIN9__gnu_cxx17__normal_iteratorIPySt6vectorIySaIyEEEEENSt11_Niter_baseIT_E13iterator_typeES8_
0x0040a1c0:0x0040a1d2, _ZNSt10_Iter_baseIN9__gnu_cxx17__normal_iteratorIPySt6vectorIySaIyEEEELb1EE7_S_baseES6_
0x0040a1e0:0x0040a219, _ZSt14__copy_move_a2ILb0EPyS0_ET1_T0_S2_S1_
0x0040a220:0x0040a225, _ZSt12__miter_baseIPyENSt11_Miter_baseIT_E13iterator_typeES2_
0x0040a230:0x0040a235, _ZSt13__copy_move_aILb0EPyS0_ET1_T0_S2_S1_
0x0040a240:0x0040a245, _ZSt18uninitialized_copyIPyS0_ET0_T_S2_S1_
0x0040a250:0x0040a255, _ZNSt20__uninitialized_copyILb1EE13__uninit_copyIPyS2_EET0_T_S4_S3_
0x0040a260:0x0040a294, _ZNSt6vectorI7KoStateSaIS0_EE15_M_erase_at_endEPS0_
0x0040a2a0:0x0040a2c7, _ZNSt16allocator_traitsISaI7KoStateEE9constructIS0_JRKS0_EEEvRS1_PT_DpOT0_
0x0040a2d0:0x0040a428, _ZNSt6vectorI7KoStateSaIS0_EE19_M_emplace_back_auxIJRKS0_EEEvDpOT_
0x0040a430:0x0040a448, _ZN9__gnu_cxx13new_allocatorI7KoStateE9constructIS1_JRKS1_EEEvPT_DpOT0_
0x0040a450:0x0040a4e7, _ZNKSt6vectorI7KoStateSaIS0_EE12_M_check_lenEmPKc
0x0040a4f0:0x0040a52d, _ZSt34__uninitialized_move_if_noexcept_aIP7KoStateS1_SaIS0_EET0_T_S4_S3_RT1_
0x0040a530:0x0040a535, _ZNSt16allocator_traitsISaI7KoStateEE7destroyIS0_EEvRS1_PT_
0x0040a540:0x0040a54f, _ZNKSt6vectorI7KoStateSaIS0_EE8max_sizeEv
0x0040a550:0x0040a555, _ZNSt16allocator_traitsISaI7KoStateEE8max_sizeERKS1_
0x0040a560:0x0040a565, _ZSt22__uninitialized_copy_aISt13move_iteratorIP7KoStateES2_S1_ET0_T_S5_S4_RSaIT1_E
0x0040a570:0x0040a585, _ZSt32__make_move_if_noexcept_iteratorIP7KoStateSt13move_iteratorIS1_EET0_T_
0x0040a590:0x0040a595, _ZSt18uninitialized_copyISt13move_iteratorIP7KoStateES2_ET0_T_S5_S4_
0x0040a5a0:0x0040a64d, _ZNSt20__uninitialized_copyILb0EE13__uninit_copyISt13move_iteratorIP7KoStateES4_EET0_T_S7_S6_
0x0040a650:0x0040a65a, _ZStneIP7KoStateEbRKSt13move_iteratorIT_ES6_
0x0040a660:0x0040a678, _ZSt10_ConstructI7KoStateJS0_EEvPT_DpOT0_
0x0040a680:0x0040a684, _ZNKSt13move_iteratorIP7KoStateEdeEv
0x0040a690:0x0040a69b, _ZNSt13move_iteratorIP7KoStateEppEv
0x0040a6a0:0x0040a6c5, _ZSteqIP7KoStateEbRKSt13move_iteratorIT_ES6_
0x0040a6d0:0x0040a6d4, _ZNKSt13move_iteratorIP7KoStateE4baseEv
0x0040a6e0:0x0040a6e4, _ZSt7forwardI7KoStateEOT_RNSt16remove_referenceIS1_E4typeE
0x0040a6f0:0x0040a732, _ZN7KoStateC2EOS_
0x0040a740:0x0040a774, _ZN9FastStateC2EOS_
0x0040a780:0x0040a798, _ZNSt6vectorIySaIyEEC2EOS1_
0x0040a7a0:0x0040a7c8, _ZN9FullBoardC2EOS_
0x0040a7d0:0x0040a80c, _ZN9FastBoardC2EOS_
0x0040a810:0x0040a828, _ZNSt6vectorIiSaIiEEC2EOS1_
0x0040a830:0x0040a834, _ZSt4moveIRSt6vectorIiSaIiEEEONSt16remove_referenceIT_E4typeEOS5_
0x0040a840:0x0040a877, _ZNSt12_Vector_baseIiSaIiEEC2EOS1_
0x0040a880:0x0040a884, _ZSt4moveIRSaIiEEONSt16remove_referenceIT_E4typeEOS3_
0x0040a890:0x0040a8b9, _ZNSt12_Vector_baseIiSaIiEE12_Vector_implC2EOS0_
0x0040a8c0:0x0040a8f6, _ZNSt12_Vector_baseIiSaIiEE12_Vector_impl12_M_swap_dataERS2_
0x0040a900:0x0040a93a, _ZSt4swapIPiEvRT_S2_
0x0040a940:0x0040a944, _ZSt4moveIRPiEONSt16remove_referenceIT_E4typeEOS3_
0x0040a950:0x0040a954, _ZSt4moveIRSt6vectorIySaIyEEEONSt16remove_referenceIT_E4typeEOS5_
0x0040a960:0x0040a997, _ZNSt12_Vector_baseIySaIyEEC2EOS1_
0x0040a9a0:0x0040a9a4, _ZSt4moveIRSaIyEEONSt16remove_referenceIT_E4typeEOS3_
0x0040a9b0:0x0040a9d9, _ZNSt12_Vector_baseIySaIyEE12_Vector_implC2EOS0_
0x0040a9e0:0x0040aa16, _ZNSt12_Vector_baseIySaIyEE12_Vector_impl12_M_swap_dataERS2_
0x0040aa20:0x0040aa5a, _ZSt4swapIPyEvRT_S2_
0x0040aa60:0x0040aa64, _ZSt4moveIRPyEONSt16remove_referenceIT_E4typeEOS3_
0x0040aa70:0x0040aa74, _ZNSt13move_iteratorIP7KoStateEC2ES1_
0x0040aa80:0x0040aa88, _ZN9__gnu_cxx13new_allocatorI7KoStateE7destroyIS1_EEvPT_
0x0040aa90:0x0040ac0b, _ZNSt6vectorI7KoStateSaIS0_EE17_M_default_appendEm
0x0040ac10:0x0040ac15, _ZSt27__uninitialized_default_n_aIP7KoStatemS0_ET_S2_T0_RSaIT1_E
0x0040ac20:0x0040ac25, _ZSt25__uninitialized_default_nIP7KoStatemET_S2_T0_
0x0040ac30:0x0040acab, _ZNSt27__uninitialized_default_n_1ILb0EE18__uninit_default_nIP7KoStatemEET_S4_T0_
0x0040acb0:0x0040acc9, _ZSt10_ConstructI7KoStateJEEvPT_DpOT0_
0x0040acd0:0x0040acf5, _ZN7KoStateC2Ev
0x0040ad00:0x0040ad33, _ZN9FastStateC2Ev
0x0040ad40:0x0040ad50, _ZNSt6vectorIySaIyEEC2Ev
0x0040ad50:0x0040ad55, _ZN9FullBoardC2Ev
0x0040ad60:0x0040ad8a, _ZN5boost5arrayISt4pairIiiELm24EEC2Ev
0x0040ad90:0x0040ad9c, _ZN9FastBoardC2Ev
0x0040ada0:0x0040adb0, _ZNSt6vectorIiSaIiEEC2Ev
0x0040adb0:0x0040adb5, _ZNSt12_Vector_baseIiSaIiEEC2Ev
0x0040adc0:0x0040addb, _ZNSt12_Vector_baseIiSaIiEE12_Vector_implC2Ev
0x0040ade0:0x0040ade5, _ZNSaIiEC2Ev
0x0040adf0:0x0040adf1, _ZN9__gnu_cxx13new_allocatorIiEC2Ev
0x0040ae00:0x0040ae08, _ZNSt4pairIiiEC2Ev
0x0040ae10:0x0040ae15, _ZNSt12_Vector_baseIySaIyEEC2Ev
0x0040ae20:0x0040ae3b, _ZNSt12_Vector_baseIySaIyEE12_Vector_implC2Ev
0x0040ae40:0x0040ae45, _ZNSaIyEC2Ev
0x0040ae50:0x0040ae51, _ZN9__gnu_cxx13new_allocatorIyEC2Ev
0x0040ae60:0x0040ae65, _ZStorSt13_Ios_OpenmodeS_
0x0040ae70:0x0040ae8d, _ZNSt7__cxx1115basic_stringbufIcSt11char_traitsIcESaIcEED2Ev
0x0040ae90:0x0040ae95, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE12_M_constructIPKcEEvT_S8_
0x0040aea0:0x0040aea5, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE16_M_construct_auxIPKcEEvT_S8_St12__false_type
0x0040aeb0:0x0040af47, _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE12_M_constructIPKcEEvT_S8_St20forward_iterator_tag
0x0040af50:0x0040af57, _ZN9__gnu_cxx17__is_null_pointerIKcEEbPT_
0x0040af60:0x0040af89, _ZSt8distanceIPKcENSt15iterator_traitsIT_E15difference_typeES3_S3_
0x0040af90:0x0040af97, _ZSt10__distanceIPKcENSt15iterator_traitsIT_E15difference_typeES3_S3_St26random_access_iterator_tag
0x0040afa0:0x0040afa1, _ZSt19__iterator_categoryIPKcENSt15iterator_traitsIT_E17iterator_categoryERKS3_
0x0040afb0:0x0040afb5, _ZStanSt13_Ios_OpenmodeS_
0x0040afc0:0x0040afc9, _ZN9UCTSearchD2Ev
0x0040afd0:0x0040b363, main
0x0040b370:0x0040b381, _ZNSt8ios_base4setfESt13_Ios_Fmtflags
0x0040b390:0x0040b394, _ZNSt8auto_ptrI6RandomEC2EPS0_
0x0040b3a0:0x0040b3a4, _ZNKSt8auto_ptrI6RandomEdeEv
0x0040b3b0:0x0040b40b, _ZN9GameStateC2Ev
0x0040b410:0x0040b414, _ZNSt8auto_ptrI9GameStateEC2EPS0_
0x0040b420:0x0040b424, _ZNSt8auto_ptrI7SGFTreeEC2EPS0_
0x0040b430:0x0040b434, _ZNKSt8auto_ptrI7SGFTreeEptEv
0x0040b440:0x0040b444, _ZNKSt8auto_ptrI9GameStateEdeEv
0x0040b450:0x0040b4a2, _ZN9GameStateaSEOS_
0x0040b4b0:0x0040b4b4, _ZNKSt8auto_ptrI9GameStateEptEv
0x0040b4c0:0x0040b4dc, _ZNSt8auto_ptrI7SGFTreeED2Ev
0x0040b4e0:0x0040b4fc, _ZNSt8auto_ptrI9GameStateED2Ev
0x0040b500:0x0040b50e, _ZNSt8auto_ptrI6RandomED2Ev
0x0040b510:0x0040b522, _ZStoRRSt13_Ios_FmtflagsS_
0x0040b530:0x0040b535, _ZStorSt13_Ios_FmtflagsS_
0x0040b540:0x0040b550, _ZNSt6vectorI7KoStateSaIS0_EEC2Ev
0x0040b550:0x0040b555, _ZNSt12_Vector_baseI7KoStateSaIS0_EEC2Ev
0x0040b560:0x0040b57b, _ZNSt12_Vector_baseI7KoStateSaIS0_EE12_Vector_implC2Ev
0x0040b580:0x0040b585, _ZNSaI7KoStateEC2Ev
0x0040b590:0x0040b591, _ZN9__gnu_cxx13new_allocatorI7KoStateEC2Ev
0x0040b5a0:0x0040b5e3, _ZN7KoStateaSEOS_
0x0040b5f0:0x0040b60c, _ZNSt6vectorI7KoStateSaIS0_EEaSEOS2_
0x0040b610:0x0040b687, _ZN9FastStateaSEOS_
0x0040b690:0x0040b6ac, _ZNSt6vectorIySaIyEEaSEOS1_
0x0040b6b0:0x0040b6db, _ZN9FullBoardaSEOS_
0x0040b6e0:0x0040b728, _ZN5boost5arrayISt4pairIiiELm24EEaSEOS3_
0x0040b730:0x0040b76f, _ZN9FastBoardaSEOS_
0x0040b770:0x0040b78c, _ZNSt6vectorIiSaIiEEaSEOS1_
0x0040b790:0x0040b828, _ZNSt6vectorIiSaIiEE14_M_move_assignEOS1_St17integral_constantIbLb1EE
0x0040b830:0x0040b84c, _ZNKSt12_Vector_baseIiSaIiEE13get_allocatorEv
0x0040b850:0x0040b855, _ZNSt6vectorIiSaIiEEC2ERKS0_
0x0040b860:0x0040b865, _ZSt15__alloc_on_moveISaIiEEvRT_S2_
0x0040b870:0x0040b875, _ZNSt12_Vector_baseIiSaIiEEC2ERKS0_
0x0040b880:0x0040b888, _ZSt18__do_alloc_on_moveISaIiEEvRT_S2_St17integral_constantIbLb1EE
0x0040b890:0x0040b8bf, _ZNSt4pairIiiEaSEOS0_
0x0040b8c0:0x0040b8c4, _ZSt7forwardIiEOT_RNSt16remove_referenceIS0_E4typeE
0x0040b8d0:0x0040b968, _ZNSt6vectorIySaIyEE14_M_move_assignEOS1_St17integral_constantIbLb1EE
0x0040b970:0x0040b98c, _ZNKSt12_Vector_baseIySaIyEE13get_allocatorEv
0x0040b990:0x0040b995, _ZNSt6vectorIySaIyEEC2ERKS0_
0x0040b9a0:0x0040b9a5, _ZSt15__alloc_on_moveISaIyEEvRT_S2_
0x0040b9b0:0x0040b9b5, _ZNSt12_Vector_baseIySaIyEEC2ERKS0_
0x0040b9c0:0x0040b9c8, _ZSt18__do_alloc_on_moveISaIyEEvRT_S2_St17integral_constantIbLb1EE
0x0040b9d0:0x0040ba68, _ZNSt6vectorI7KoStateSaIS0_EE14_M_move_assignEOS2_St17integral_constantIbLb1EE
0x0040ba70:0x0040ba74, _ZSt4moveIRSt6vectorI7KoStateSaIS1_EEEONSt16remove_referenceIT_E4typeEOS6_
0x0040ba80:0x0040ba9c, _ZNKSt12_Vector_baseI7KoStateSaIS0_EE13get_allocatorEv
0x0040baa0:0x0040baa5, _ZNSt6vectorI7KoStateSaIS0_EEC2ERKS1_
0x0040bab0:0x0040bae6, _ZNSt12_Vector_baseI7KoStateSaIS0_EE12_Vector_impl12_M_swap_dataERS3_
0x0040baf0:0x0040baf5, _ZSt15__alloc_on_moveISaI7KoStateEEvRT_S3_
0x0040bb00:0x0040bb05, _ZNSt12_Vector_baseI7KoStateSaIS0_EEC2ERKS1_
0x0040bb10:0x0040bb4a, _ZSt4swapIP7KoStateEvRT_S3_
0x0040bb50:0x0040bb54, _ZSt4moveIRP7KoStateEONSt16remove_referenceIT_E4typeEOS4_
0x0040bb60:0x0040bb68, _ZSt18__do_alloc_on_moveISaI7KoStateEEvRT_S3_St17integral_constantIbLb1EE
0x0040bb70:0x0040bb74, _ZSt4moveIRSaI7KoStateEEONSt16remove_referenceIT_E4typeEOS4_
0x0040bb80:0x0040bb85, _ZStorSt12_Ios_IostateS_
0x0040bb90:0x0040bba0, _ZSt13__check_facetISt5ctypeIcEERKT_PS3_
0x0040bba0:0x0040bbdb, _ZNKSt5ctypeIcE5widenEc
0x0040bbe0:0x0040bc05, _ZN7SGFTreeD2Ev
0x0040bc10:0x0040bc15, _ZNSt8multimapINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEES5_St4lessIS5_ESaISt4pairIKS5_S5_EEED2Ev
0x0040bc20:0x0040bc62, _ZNSt6vectorI7SGFTreeSaIS0_EED2Ev
0x0040bc70:0x0040bca9, _ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_S5_ESt10_Select1stIS8_ESt4lessIS5_ESaIS8_EED2Ev
0x0040bcb0:0x0040bcf7, _ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_S5_ESt10_Select1stIS8_ESt4lessIS5_ESaIS8_EE8_M_eraseEPSt13_Rb_tree_nodeIS8_E
0x0040bd00:0x0040bd05, _ZNSt8_Rb_treeINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESt4pairIKS5_S5_ESt10_Select1stIS8_ESt4lessIS5_ESaIS8_EE8_M_beginEv
0x0040bd10:0x0040bd11, _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEES8_EEED2Ev
