0x000041b0:0x000041da, _start
0x00012db0:0x00012db7, vsf_sysutil_inet_ntoa
0x00012dc0:0x00012e12, vsf_sysutil_inet_aton
0x00012e20:0x00012ec2, vsf_sysutil_dns_resolve
0x00012ed0:0x00012eeb, vsf_sysutil_getpwuid
0x00012ef0:0x00012ef5, vsf_sysutil_getpwnam
0x00012f00:0x00012f04, vsf_sysutil_user_getname
0x00012f10:0x00012f15, vsf_sysutil_user_get_homedir
0x00012f20:0x00012f24, vsf_sysutil_user_getuid
0x00012f30:0x00012f34, vsf_sysutil_user_getgid
0x00012f40:0x00012f5b, vsf_sysutil_getgrgid
0x00012f60:0x00012f64, vsf_sysutil_group_getname
0x00012f70:0x00012fc7, vsf_sysutil_get_random_byte
0x00012fd0:0x00012fe1, vsf_sysutil_running_as_root
0x00012ff0:0x00012ff5, vsf_sysutil_setuid
0x00013000:0x00013019, vsf_sysutil_setuid_numeric
0x00013020:0x00013025, vsf_sysutil_setgid
0x00013030:0x00013049, vsf_sysutil_setgid_numeric
0x00013050:0x0001306c, vsf_sysutil_geteuid
0x00013070:0x0001308c, vsf_sysutil_getegid
0x00013090:0x00013095, vsf_sysutil_seteuid
0x000130a0:0x000130c2, vsf_sysutil_seteuid_numeric
0x000130d0:0x000130d5, vsf_sysutil_setegid
0x000130e0:0x00013102, vsf_sysutil_setegid_numeric
0x00013110:0x0001312d, vsf_sysutil_clear_supp_groups
0x00013130:0x00013152, vsf_sysutil_initgroups
0x00013160:0x00013179, vsf_sysutil_chroot
0x00013180:0x00013187, vsf_sysutil_get_umask
0x00013190:0x000131a1, vsf_sysutil_set_umask
0x000131b0:0x000131d5, vsf_sysutil_make_session_leader
0x000131e0:0x00013239, vsf_sysutil_reopen_standard_fds
0x00013240:0x0001339e, vsf_sysutil_tzset
0x000133a0:0x00013437, vsf_sysutil_get_current_date
0x00013440:0x00013468, vsf_sysutil_get_time_sec
0x00013470:0x00013478, vsf_sysutil_get_time_usec
0x00013480:0x00013489, vsf_sysutil_qsort
0x00013490:0x000134f2, vsf_sysutil_sleep
0x00013500:0x00013505, vsf_sysutil_getenv
0x00013510:0x0001352f, vsf_sysutil_openlog
0x00013530:0x00013535, vsf_sysutil_closelog
0x00013540:0x00013561, vsf_sysutil_syslog
0x00013570:0x000136b3, vsf_sysutil_parse_time
0x000136c0:0x0001370f, vsf_sysutil_setmodtime
0x00013710:0x0001372b, vsf_sysutil_ftruncate
0x00013730:0x00013735, vsf_sysutil_getuid
0x00013740:0x0001377c, vsf_sysutil_set_address_space_limit
0x00013780:0x000137ad, vsf_sysutil_set_no_fds
0x000137b0:0x000137dd, vsf_sysutil_set_no_procs
0x000137e0:0x000139de, vsf_sysdep_check_auth
0x000139e0:0x00013aa6, pam_conv_func
0x00013ab0:0x00013bd1, vsf_insert_uwtmp
0x00013be0:0x00013c5b, vsf_remove_uwtmp
0x00013c60:0x00013cb5, vsf_auth_shutdown
0x00013cc0:0x00013d01, vsf_sysdep_keep_capabilities
0x00013d10:0x00013d4f, vsf_sysdep_has_capabilities_as_non_root
0x00013d50:0x00013d78, vsf_sysdep_has_capabilities
0x00013d80:0x00013d9b, do_checkcap
0x00013da0:0x00013e67, vsf_sysdep_adopt_capabilities
0x00013e70:0x00013f12, vsf_sysutil_sendfile
0x00013f20:0x000140d5, do_sendfile
0x000140e0:0x000140f2, vsf_sysutil_set_proctitle_prefix
0x00014100:0x0001410c, vsf_sysutil_setproctitle_str
0x00014110:0x0001417c, vsf_sysutil_setproctitle
0x00014180:0x00014230, vsf_sysutil_setproctitle_internal
0x00014230:0x00014319, vsf_sysutil_setproctitle_init
0x00014320:0x00014321, vsf_sysutil_map_anon_pages_init
0x00014330:0x0001436a, vsf_sysutil_map_anon_pages
0x00014370:0x0001442c, vsf_sysutil_send_fd
0x00014430:0x00014512, vsf_sysutil_recv_fd
0x00014520:0x0001454c, vsf_set_die_if_parent_dies
0x00014550:0x0001457c, vsf_set_term_if_parent_dies
0x00014580:0x000145d3, vsf_sysutil_fork_isolate_all_failok
0x000145e0:0x00014639, vsf_sysutil_fork_isolate_failok
0x00014640:0x00014699, vsf_sysutil_fork_newnet
0x000146a0:0x000146ac, vsf_sysutil_getpid_nocache
0x000146b0:0x000146c7, seccomp_sandbox_init
0x000146d0:0x000147d7, seccomp_sandbox_setup_prelogin
0x000147e0:0x0001484d, allow_nr_1_arg_match
0x00014850:0x00014895, allow_nr
0x000148a0:0x0001492a, allow_nr_2_arg_mask_match
0x00014930:0x000149c1, allow_nr_2_arg_match
0x000149d0:0x00014a1a, reject_nr
0x00014a20:0x00014d71, seccomp_sandbox_setup_postlogin
0x00014d80:0x00014df0, allow_nr_1_arg_mask
0x00014df0:0x00014e0d, seccomp_sandbox_setup_postlogin_broker
0x00014e10:0x000150be, seccomp_sandbox_lockdown
0x000150c0:0x0001515b, seccomp_sandbox_setup_base
0x00015160:0x00015256, seccomp_sandbox_setup_data_connections
0x00015260:0x00015301, allow_nr_3_arg_match
0x00015310:0x00015375, __libc_csu_init
0x00015380:0x00015382, __libc_csu_fini
0x00015390:0x000153a0, stat64
0x000153a0:0x000153af, fstat64
0x000153b0:0x000153c0, lstat64
