0x00403a90:0x00403b01, playanim_window_zoom
0x00a42ae0:0x00a42bf7, BKE_spacetype_register
0x00a42c00:0x00a42c2d, BKE_spacetype_exists
0x00a42c30:0x00a42e3a, BKE_area_region_copy
0x00a42e40:0x00a42f0d, BKE_spacedata_copylist
0x00a42f10:0x00a42f6a, BKE_spacedata_draw_locks
0x00a42f70:0x00a43107, BKE_area_region_free
0x00a43110:0x00a431d4, BKE_spacedata_freelist
0x00a431e0:0x00a4330b, BKE_screen_area_free
0x00a43310:0x00a435bc, BKE_screen_free
0x00a435c0:0x00a43607, BKE_screen_visible_layers
0x00a43610:0x00a4364b, BKE_area_find_region_type
0x00a43650:0x00a4369f, BKE_area_find_region_active_win
0x00a436a0:0x00a43743, BKE_screen_find_big_area
0x00a43750:0x00a43792, BKE_screen_view3d_layer_active_ex
0x00a437a0:0x00a437dd, BKE_screen_view3d_layer_active
0x00a437e0:0x00a43898, BKE_screen_view3d_sync
0x00a438a0:0x00a439ad, BKE_screen_view3d_scene_sync
0x00a439b0:0x00a43adf, BKE_screen_view3d_main_sync
0x00a43ae0:0x00a43b08, BKE_screen_view3d_twmode_remove
0x00a43b10:0x00a43bab, BKE_screen_view3d_main_twmode_remove
0x00a43bb0:0x00a43bd5, BKE_screen_view3d_zoom_to_fac
0x00a43be0:0x00a43c16, BKE_screen_view3d_zoom_from_fac
0x00a43c20:0x00a43c74, seqcache_hashhash
0x00a43c80:0x00a43cee, seqcache_hashcmp
0x00a43cf0:0x00a43cf7, seqcache_key_check_seq
0x00a43d00:0x00a43d7b, BKE_sequencer_cache_destruct
0x00a43d80:0x00a43e0a, BKE_sequencer_cache_cleanup
0x00a43e10:0x00a43e32, BKE_sequencer_cache_cleanup_sequence
0x00a43e40:0x00a43ee1, BKE_sequencer_cache_get
0x00a43ef0:0x00a43ff9, BKE_sequencer_cache_put
0x00a44000:0x00a4405b, BKE_sequencer_preprocessed_cache_cleanup
0x00a44060:0x00a440f7, BKE_sequencer_preprocessed_cache_get
0x00a44100:0x00a4423c, BKE_sequencer_preprocessed_cache_put
0x00a44240:0x00a4429e, BKE_sequencer_preprocessed_cache_cleanup_sequence
0x00a442a0:0x00a442bd, init_alpha_over_or_under
0x00a442c0:0x00a4447b, do_cross_effect_byte
0x00a44480:0x00a445bc, do_cross_effect_float
0x00a445c0:0x00a44626, init_transform_effect
0x00a44630:0x00a4470c, RVAddBitmaps_float
0x00a44710:0x00a447f8, RVIsolateHighlights_float
0x00a44800:0x00a44858, init_glow_effect
0x00a44860:0x00a448a3, init_solid_color
0x00a448b0:0x00a448b3, num_inputs_adjustment
0x00a448c0:0x00a448c6, early_out_adjustment
0x00a448d0:0x00a44918, init_speed_effect
0x00a44920:0x00a44936, load_speed_effect
0x00a44940:0x00a44985, free_speed_effect
0x00a44990:0x00a449b8, copy_speed_effect
0x00a449c0:0x00a449c6, early_out_speed
0x00a449d0:0x00a449ff, init_gaussian_blur_effect
0x00a44a00:0x00a44a06, num_inputs_gaussian_blur
0x00a44a10:0x00a44a33, free_gaussian_blur_effect
0x00a44a40:0x00a44a5a, copy_gaussian_blur_effect
0x00a44a60:0x00a44a93, early_out_gaussian_blur
0x00a44aa0:0x00a44aa2, free_noop
0x00a44ab0:0x00a44ab6, num_inputs_default
0x00a44ac0:0x00a44ac3, early_out_noop
0x00a44ad0:0x00a44af5, early_out_mul_input2
0x00a44b00:0x00a44b02, store_icu_yrange_noop
0x00a44b10:0x00a44b21, get_default_fac_noop
0x00a44b30:0x00a44b72, get_default_fac_fade
0x00a44b80:0x00a44c4e, do_multicam
0x00a44c50:0x00a44d2a, do_adjustment
0x00a44d30:0x00a4547a, RVBlurBitmap2_float
0x00a45480:0x00a4568a, do_alphaover_effect_float
0x00a45690:0x00a4571c, do_cross_effect
0x00a45720:0x00a45a5a, do_add_effect
0x00a45a60:0x00a45da8, do_sub_effect
0x00a45db0:0x00a461b5, do_mul_effect
0x00a461c0:0x00a46221, early_out_fade
0x00a46230:0x00a46431, prepare_effect_imbufs
0x00a46440:0x00a46639, do_solid_color
0x00a46640:0x00a4693f, do_transform_effect
0x00a46940:0x00a46b08, gammacross_init_execution
0x00a46b10:0x00a46b16, early_out_multicam
0x00a46b20:0x00a46b26, early_out_color
0x00a46b30:0x00a46b36, num_inputs_speed
0x00a46b40:0x00a46b42, init_noop
0x00a46b50:0x00a46b52, load_noop
0x00a46b60:0x00a46b63, num_inputs_multicam
0x00a46b70:0x00a46b73, num_inputs_color
0x00a46b80:0x00a46b86, num_inputs_transform
0x00a46b90:0x00a46b96, num_inputs_glow
0x00a46ba0:0x00a46ba6, num_inputs_wipe
0x00a46bb0:0x00a46bb2, init_gammacross
0x00a46bc0:0x00a46bc2, load_gammacross
0x00a46bd0:0x00a46bd2, free_gammacross
0x00a46be0:0x00a46bfa, copy_transform_effect
0x00a46c00:0x00a46c1a, copy_glow_effect
0x00a46c20:0x00a46c3a, copy_solid_color
0x00a46c40:0x00a46c5a, copy_wipe_effect
0x00a46c60:0x00a46c83, free_glow_effect
0x00a46c90:0x00a46cb3, free_solid_color
0x00a46cc0:0x00a46ce3, free_transform_effect
0x00a46cf0:0x00a46d13, free_wipe_effect
0x00a46d20:0x00a46d4f, init_wipe_effect
0x00a46d50:0x00a47401, do_alphaover_effect_byte
0x00a47410:0x00a4749c, do_alphaover_effect
0x00a474a0:0x00a478c1, do_overdrop_effect
0x00a478d0:0x00a497c9, do_gammacross_effect
0x00a497d0:0x00a49876, store_icu_yrange_speed
0x00a49880:0x00a4a290, do_alphaunder_effect
0x00a4a290:0x00a4bcb3, do_wipe_effect
0x00a4bcc0:0x00a4c9a2, do_gaussian_blur_effect
0x00a4c9b0:0x00a4cbb1, init_execution
0x00a4cbc0:0x00a4ce41, do_speed_effect
0x00a4ce50:0x00a4d2b9, do_glow_effect
0x00a4d2c0:0x00a4d47d, BKE_sequence_get_effect
0x00a4d480:0x00a4d901, BKE_sequence_effect_speed_rebuild_map
0x00a4d910:0x00a4dacd, BKE_sequence_get_blend
0x00a4dad0:0x00a4db16, BKE_sequence_effect_get_num_inputs
0x00a4db20:0x00a4db33, BKE_sequence_effect_get_supports_mask
0x00a4db40:0x00a4db69, modifier_do_thread
0x00a4db70:0x00a4dbbd, colorBalance_init_data
0x00a4dbc0:0x00a4dfb8, brightcontrast_apply_threaded
0x00a4dfc0:0x00a4e038, maskmodifier_apply
0x00a4e040:0x00a4e0b8, brightcontrast_apply
0x00a4e0c0:0x00a4e182, modifier_init_handle
0x00a4e190:0x00a4e20a, hue_correct_apply
0x00a4e210:0x00a4e5ef, hue_correct_apply_threaded
0x00a4e5f0:0x00a4e5fd, hue_correct_copy_data
0x00a4e600:0x00a4e60d, curves_copy_data
0x00a4e610:0x00a4e619, hue_correct_free_data
0x00a4e620:0x00a4e629, curves_free_data
0x00a4e630:0x00a4e654, curves_init_data
0x00a4e660:0x00a4e6e2, hue_correct_init_data
0x00a4e6f0:0x00a4e7c3, curves_apply
0x00a4e7d0:0x00a4ecaa, curves_apply_threaded
0x00a4ecb0:0x00a4ecc6, colorBalance_apply
0x00a4ecd0:0x00a4edfe, maskmodifier_apply_threaded
0x00a4ee00:0x00a4ee53, BKE_sequence_modifier_type_info_get
0x00a4ee60:0x00a4efb5, BKE_sequence_modifier_new
0x00a4efc0:0x00a4f070, BKE_sequence_modifier_remove
0x00a4f070:0x00a4f12a, BKE_sequence_modifier_clear
0x00a4f130:0x00a4f1a7, BKE_sequence_modifier_free
0x00a4f1b0:0x00a4f220, BKE_sequence_modifier_unique_name
0x00a4f220:0x00a4f231, BKE_sequence_modifier_find_by_name
0x00a4f240:0x00a4f3c5, BKE_sequence_modifier_apply_stack
0x00a4f3d0:0x00a4f4a3, BKE_sequence_modifier_list_copy
0x00a4f4b0:0x00a4f4c0, BKE_sequence_supports_modifiers
0x00a4f4c0:0x00a4f4e1, clear_scene_in_allseqs_cb
0x00a4f4f0:0x00a4f54b, render_effect_execute_init_handle
0x00a4f550:0x00a4f595, render_effect_execute_do_thread
0x00a4f5a0:0x00a4f631, seq_free_strip
0x00a4f640:0x00a4f728, seqclipboard_ptr_restore
0x00a4f730:0x00a4f802, color_balance_init_handle
0x00a4f810:0x00a4f937, seq_open_anim_file
0x00a4f940:0x00a4fadf, seq_render_mask
0x00a4fae0:0x00a4fd5e, calc_cb
0x00a4fd60:0x00a50013, color_balance_byte_float
0x00a50020:0x00a50650, color_balance_do_thread
0x00a50650:0x00a506e5, seqbase_unique_name_recursive_cb
0x00a506f0:0x00a507ac, seq_update_sound_bounds_recursive_rec
0x00a507b0:0x00a50871, seq_free_sequence_recurse
0x00a50880:0x00a50956, sequence_do_invalidate_dependent
0x00a50960:0x00a50bba, BKE_sequence_free_ex
0x00a50bc0:0x00a50da3, seq_count
0x00a50db0:0x00a510c1, seq_build_array
0x00a510d0:0x00a5134c, BKE_sequence_get_by_name_0
0x00a51350:0x00a5150d, seq_render_strip_stack_apply_effect
0x00a51510:0x00a518fe, seq_update_sound_recursive
0x00a51900:0x00a51e39, seq_update_muting_recursive
0x00a51e40:0x00a51fb4, BKE_sequencer_base_recursive_apply
0x00a51fc0:0x00a52007, BKE_sequencer_recursive_apply
0x00a52010:0x00a5201a, BKE_sequence_free
0x00a52020:0x00a52064, BKE_sequencer_editing_get
0x00a52070:0x00a52107, BKE_sequence_clipboard_pointers_free
0x00a52110:0x00a521c0, BKE_sequence_clipboard_pointers_store
0x00a521c0:0x00a52530, BKE_sequence_clipboard_pointers_restore
0x00a52530:0x00a52c0c, BKE_sequencer_base_clipboard_pointers_free
0x00a52c10:0x00a52d08, BKE_sequencer_free_clipboard
0x00a52d10:0x00a52ea1, BKE_sequencer_base_clipboard_pointers_store
0x00a52eb0:0x00a532c9, BKE_sequencer_base_clipboard_pointers_restore
0x00a532d0:0x00a53304, BKE_sequencer_editing_ensure
0x00a53310:0x00a533f0, BKE_sequencer_imbuf_to_sequencer_space
0x00a533f0:0x00a53459, BKE_sequencer_imbuf_from_sequencer_space
0x00a53460:0x00a534c8, BKE_sequencer_pixel_from_sequencer_space_v4
0x00a534d0:0x00a53504, BKE_sequencer_new_render_data
0x00a53510:0x00a5361e, BKE_sequence_iterator_begin
0x00a53620:0x00a536f7, BKE_sequencer_editing_free
0x00a53700:0x00a5372e, BKE_sequence_iterator_next
0x00a53730:0x00a5374b, BKE_sequence_iterator_end
0x00a53750:0x00a538a4, BKE_sequence_calc_disp
0x00a538b0:0x00a53a19, shuffle_seq_time_offset
0x00a53a20:0x00a53c01, BKE_sequence_calc
0x00a53c10:0x00a53e14, update_changed_seq_recurs
0x00a53e20:0x00a53f7d, BKE_sequencer_sort
0x00a53f80:0x00a54071, BKE_sequencer_clear_scene_in_allseqs
0x00a54080:0x00a5436f, BKE_sequence_base_unique_name_recursive
0x00a54370:0x00a543a1, BKE_sequence_give_name
0x00a543b0:0x00a54511, BKE_sequencer_give_stripelem
0x00a54520:0x00a5463d, BKE_sequencer_evaluate_frame
0x00a54640:0x00a54695, BKE_sequencer_proxy_rebuild_finish
0x00a546a0:0x00a5475e, BKE_sequencer_color_balance_apply
0x00a54760:0x00a547d6, BKE_sequencer_input_have_to_preprocess
0x00a547e0:0x00a552a5, seq_render_strip
0x00a552b0:0x00a557a2, seq_proxy_build_frame
0x00a557b0:0x00a55a03, BKE_sequencer_proxy_rebuild
0x00a55a10:0x00a56134, seq_render_strip_stack
0x00a56140:0x00a561d4, BKE_sequencer_render_mask_input
0x00a561e0:0x00a56263, BKE_sequencer_give_ibuf
0x00a56270:0x00a5627c, BKE_sequencer_give_ibuf_seqbase
0x00a56280:0x00a56285, BKE_sequencer_give_ibuf_direct
0x00a56290:0x00a56306, BKE_sequencer_give_ibuf_prefetch_request
0x00a56310:0x00a56407, BKE_sequencer_give_ibuf_threaded
0x00a56410:0x00a564a7, BKE_sequence_check_depend
0x00a564b0:0x00a56522, BKE_sequence_invalidate_cache
0x00a56530:0x00a5657c, BKE_sequence_invalidate_dependent
0x00a56580:0x00a565f2, BKE_sequence_invalidate_cache_for_modifier
0x00a56600:0x00a56e8f, BKE_sequencer_free_imbuf
0x00a56e90:0x00a56ee6, BKE_sequencer_update_changed_seq_and_deps
0x00a56ef0:0x00a56f71, BKE_sequence_tx_get_final_left
0x00a56f80:0x00a57020, BKE_sequence_tx_get_final_right
0x00a57020:0x00a5703a, BKE_sequence_tx_set_final_left
0x00a57040:0x00a5705d, BKE_sequence_tx_set_final_right
0x00a57060:0x00a57097, BKE_sequence_single_check
0x00a570a0:0x00a5715b, BKE_sequence_base_isolated_sel_check
0x00a57160:0x00a57361, BKE_sequence_tx_handle_xlimits
0x00a57370:0x00a573ee, BKE_sequence_single_fix
0x00a573f0:0x00a576e3, BKE_sequence_reload_new_file
0x00a576f0:0x00a57713, BKE_sequence_tx_test
0x00a57720:0x00a57775, BKE_sequence_test_overlap
0x00a57780:0x00a57b2d, BKE_sequence_sound_init
0x00a57b30:0x00a57ba3, BKE_sequencer_foreground_frame_get
0x00a57bb0:0x00a57bb2, BKE_sequencer_refresh_sound_length
0x00a57bc0:0x00a57c88, BKE_sequencer_update_sound_bounds_all
0x00a57c90:0x00a57ce2, BKE_sequencer_update_sound_bounds
0x00a57cf0:0x00a57e91, BKE_sequencer_update_muting
0x00a57ea0:0x00a57f24, BKE_sequencer_update_sound
0x00a57f30:0x00a581da, BKE_sequence_seqbase
0x00a581e0:0x00a58418, BKE_sequence_metastrip
0x00a58420:0x00a58664, BKE_sequence_swap
0x00a58670:0x00a587e2, BKE_sequencer_offset_animdata
0x00a587f0:0x00a58ac8, BKE_sequence_translate
0x00a58ad0:0x00a58cf7, BKE_sequence_base_shuffle_time
0x00a58d00:0x00a58e7c, BKE_sequence_base_shuffle
0x00a58e80:0x00a58fe0, BKE_sequencer_dupe_animdata
0x00a58fe0:0x00a59333, seq_dupli
0x00a59340:0x00a593fc, BKE_sequence_get_by_name
0x00a59400:0x00a597c8, BKE_sequencer_from_elem
0x00a597d0:0x00a597eb, BKE_sequencer_active_get
0x00a597f0:0x00a59802, BKE_sequencer_active_set
0x00a59810:0x00a5987a, BKE_sequencer_active_get_pair
0x00a59880:0x00a598b3, BKE_sequencer_mask_get
0x00a598c0:0x00a59959, BKE_sequence_alloc
0x00a59960:0x00a5998a, BKE_sequence_alpha_mode_from_extension
0x00a59990:0x00a59a53, BKE_sequence_init_colorspace
0x00a59a60:0x00a59c1f, BKE_sequencer_add_image_strip
0x00a59c20:0x00a59c23, BKE_sequencer_add_sound_strip
0x00a59c30:0x00a59f41, BKE_sequencer_add_movie_strip
0x00a59f50:0x00a5a3c3, BKE_sequence_dupli_recursive
0x00a5a3d0:0x00a5a513, BKE_sequencer_proxy_rebuild_context
0x00a5a520:0x00a5a9fd, BKE_sequence_base_dupli_recursive
0x00a5aa00:0x00a5aa5c, BKE_sequence_is_valid_check
0x00a5aa60:0x00a5ac83, BKE_shrinkwrap_project_normal
0x00a5ac90:0x00a5be57, shrinkwrapModifier_deform
0x00a5be60:0x00a5bea5, freeSketch
0x00a5beb0:0x00a5bee8, createSketch
0x00a5bef0:0x00a5bfe6, sk_initPoint
0x00a5bff0:0x00a5c017, sk_copyPoint
0x00a5c020:0x00a5c041, sk_allocStrokeBuffer
0x00a5c050:0x00a5c068, sk_freeStroke
0x00a5c070:0x00a5c0b2, sk_createStroke
0x00a5c0c0:0x00a5c11d, sk_shrinkStrokeBuffer
0x00a5c120:0x00a5c181, sk_growStrokeBuffer
0x00a5c190:0x00a5c1fa, sk_growStrokeBufferN
0x00a5c200:0x00a5c236, sk_replaceStrokePoint
0x00a5c240:0x00a5c317, sk_insertStrokePoint
0x00a5c320:0x00a5c3bb, sk_appendStrokePoint
0x00a5c3c0:0x00a5c4c8, sk_insertStrokePoints
0x00a5c4d0:0x00a5c50b, sk_trimStroke
0x00a5c510:0x00a5c6d9, sk_straightenStroke
0x00a5c6e0:0x00a5c82c, sk_polygonizeStroke
0x00a5c830:0x00a5caa5, sk_flattenStroke
0x00a5cab0:0x00a5caea, sk_removeStroke
0x00a5caf0:0x00a5cb84, sk_reverseStroke
0x00a5cb90:0x00a5d09c, sk_filterStroke
0x00a5d0a0:0x00a5d0f2, sk_filterLastContinuousStroke
0x00a5d100:0x00a5d123, sk_lastStrokePoint
0x00a5d130:0x00a5d148, sk_endContinuousStroke
0x00a5d150:0x00a5d18f, sk_updateNextPoint
0x00a5d190:0x00a5d1bd, sk_stroke_filtermval
0x00a5d1c0:0x00a5d1e0, sk_initDrawData
0x00a5d1e0:0x00a5d24b, sk_deleteSelectedStrokes
0x00a5d250:0x00a5d2ed, sk_selectAllSketch
0x00a5d2f0:0x00a5d2f3, smoke_turbulence_init
0x00a5d300:0x00a5d302, smoke_free
0x00a5d310:0x00a5d313, smoke_get_density
0x00a5d320:0x00a5d322, smoke_turbulence_free
0x00a5d330:0x00a5d332, smoke_initWaveletBlenderRNA
0x00a5d340:0x00a5d342, smoke_initBlenderRNA
0x00a5d350:0x00a5d353, smokeModifier_do
0x00a5d360:0x00a5d367, smoke_get_velocity_at
0x00a5d370:0x00a5d372, flame_get_spectrum
0x00a5d380:0x00a5d39f, smokeModifier_reset_turbulence
0x00a5d3a0:0x00a5d49d, smokeModifier_reset
0x00a5d4a0:0x00a5d5e3, smokeModifier_free
0x00a5d5f0:0x00a5d9db, smokeModifier_createType
0x00a5d9e0:0x00a5dcd3, smokeModifier_copy
0x00a5dce0:0x00a5dd7d, normalize_v3_v3_6
0x00a5dd80:0x00a5ddcb, ccd_mesh_free
0x00a5ddd0:0x00a5df8c, calculate_collision_balls
0x00a5df90:0x00a5e0f3, sb_detect_aabb_collisionCached
0x00a5e100:0x00a5e34f, build_bps_springlist
0x00a5e350:0x00a5e4c0, free_softbody_intern
0x00a5e4c0:0x00a5e645, interpolate_exciter
0x00a5e650:0x00a5e9fa, sb_spring_force
0x00a5ea00:0x00a5ef4f, sb_detect_face_pointCached
0x00a5ef50:0x00a60076, _scan_for_ext_spring_forces
0x00a60080:0x00a600a6, exec_scan_for_ext_spring_forces
0x00a600b0:0x00a60a75, sb_detect_face_collisionCached
0x00a60a80:0x00a611e0, scan_for_ext_face_forces
0x00a611e0:0x00a62810, sb_detect_vertex_collisionCached
0x00a62810:0x00a637ef, _softbody_calc_forces_slice_in_a_thread
0x00a637f0:0x00a63829, exec_softbody_calc_forces
0x00a63830:0x00a64fd9, softbody_calc_forces
0x00a64fe0:0x00a651a0, sbNew
0x00a651a0:0x00a65325, renew_softbody
0x00a65330:0x00a65de3, mesh_to_softbody
0x00a65df0:0x00a65e2c, sbFree
0x00a65e30:0x00a65e35, sbFreeSimulation
0x00a65e40:0x00a65e4c, sbObjectToSoftbody
0x00a65e50:0x00a65e58, sbSetInterruptCallBack
0x00a65e60:0x00a6604b, SB_estimate_transform
0x00a66050:0x00a6a20e, sbObjectStep
0x00a6a210:0x00a6a308, sound_new_file
0x00a6a310:0x00a6a336, BKE_sound_free
0x00a6a340:0x00a6a346, sound_define_from_str
0x00a6a350:0x00a6a352, sound_force_device
0x00a6a360:0x00a6a362, sound_init_once
0x00a6a370:0x00a6a372, sound_init
0x00a6a380:0x00a6a382, sound_exit
0x00a6a390:0x00a6a392, sound_exit_once
0x00a6a3a0:0x00a6a3a2, sound_cache
0x00a6a3b0:0x00a6a3b2, sound_delete_cache
0x00a6a3c0:0x00a6a3c2, sound_load
0x00a6a3d0:0x00a6a3d2, sound_create_scene
0x00a6a3e0:0x00a6a3e2, sound_destroy_scene
0x00a6a3f0:0x00a6a3f2, sound_mute_scene
0x00a6a400:0x00a6a403, sound_scene_add_scene_sound
0x00a6a410:0x00a6a413, sound_scene_add_scene_sound_defaults
0x00a6a420:0x00a6a423, sound_add_scene_sound
0x00a6a430:0x00a6a433, sound_add_scene_sound_defaults
0x00a6a440:0x00a6a442, sound_remove_scene_sound
0x00a6a450:0x00a6a452, sound_mute_scene_sound
0x00a6a460:0x00a6a462, sound_move_scene_sound
0x00a6a470:0x00a6a472, sound_move_scene_sound_defaults
0x00a6a480:0x00a6a482, sound_play_scene
0x00a6a490:0x00a6a492, sound_stop_scene
0x00a6a4a0:0x00a6a4a2, sound_seek_scene
0x00a6a4b0:0x00a6a4b6, sound_scene_playing
0x00a6a4c0:0x00a6a4c2, sound_read_waveform
0x00a6a4d0:0x00a6a4d2, sound_init_main
0x00a6a4e0:0x00a6a4e2, sound_set_cfra
0x00a6a4f0:0x00a6a4f2, sound_update_sequencer
0x00a6a500:0x00a6a502, sound_update_scene
0x00a6a510:0x00a6a512, sound_update_scene_sound
0x00a6a520:0x00a6a522, sound_update_scene_listener
0x00a6a530:0x00a6a532, sound_update_fps
0x00a6a540:0x00a6a542, sound_set_scene_sound_volume
0x00a6a550:0x00a6a552, sound_set_scene_sound_pan
0x00a6a560:0x00a6a562, sound_set_scene_volume
0x00a6a570:0x00a6a572, sound_set_scene_sound_pitch
0x00a6a580:0x00a6a587, sound_get_length
0x00a6a590:0x00a6a593, sound_is_jack_supported
0x00a6a5a0:0x00a6a62e, BKE_speaker_add
0x00a6a630:0x00a6a64e, BKE_speaker_copy
0x00a6a650:0x00a6a757, BKE_speaker_make_local
0x00a6a760:0x00a6a775, BKE_speaker_free
0x00a6a780:0x00a6a782, arena_free
0x00a6a790:0x00a6a79d, ccgDM_drawFacesGLSL
0x00a6a7a0:0x00a6a7a2, ccgDM_recalcTessellation
0x00a6a7b0:0x00a6a7b8, ccgDM_calcNormals
0x00a6a7c0:0x00a6a7cc, ccgDM_getGridSize
0x00a6a7d0:0x00a6a82d, ccgDM_getNumGrids
0x00a6a830:0x00a6a966, ccgDM_copyFinalPolyArray
0x00a6a970:0x00a6ab5d, getFaceIndex
0x00a6ab60:0x00a6adc8, _getSubSurf
0x00a6add0:0x00a6add5, arena_release
0x00a6ade0:0x00a6ade8, arena_alloc
0x00a6adf0:0x00a6ae26, arena_realloc
0x00a6ae30:0x00a6b1ea, ss_sync_from_derivedmesh
0x00a6b1f0:0x00a6b208, ccgDM_getNumLoops
0x00a6b210:0x00a6b21c, ccgDM_getNumTessFaces
0x00a6b220:0x00a6b22c, ccgDM_getNumEdges
0x00a6b230:0x00a6b23c, ccgDM_getNumVerts
0x00a6b240:0x00a6b252, ccgDM_getGridKey
0x00a6b260:0x00a6b374, ccgDM_foreachMappedEdge
0x00a6b380:0x00a6b520, ccgDM_drawMappedEdges
0x00a6b520:0x00a6b6f9, ccgDM_drawMappedEdgesInterp
0x00a6b700:0x00a6b7e1, ccgDM_drawUVEdges
0x00a6b7f0:0x00a6b90b, ccgDM_drawLooseEdges
0x00a6b910:0x00a6ba58, ccgDM_foreachMappedVert
0x00a6ba60:0x00a6bc60, ccgDM_drawVerts
0x00a6bc60:0x00a6bd94, ccgDM_foreachMappedFaceCenter
0x00a6bda0:0x00a6c204, ccgdm_getVertCos
0x00a6c210:0x00a6c719, ccgDM_copyFinalVertArray
0x00a6c720:0x00a6ca35, ccgDM_foreachMappedLoop
0x00a6ca40:0x00a6cabc, ccgDM_getPolyMap
0x00a6cac0:0x00a6cc56, ccgDM_getFinalFace
0x00a6cc60:0x00a6cf39, ccgDM_getFinalVert
0x00a6cf40:0x00a6d172, ccgDM_release
0x00a6d180:0x00a6decc, ccgDM_drawFacesTex_common
0x00a6ded0:0x00a6deda, ccgDM_drawMappedFacesTex
0x00a6dee0:0x00a6dee7, ccgDM_drawFacesTex
0x00a6def0:0x00a6e013, ccgDM_get_poly_data_layer
0x00a6e020:0x00a6e16c, ccgDM_get_tessface_data_layer
0x00a6e170:0x00a6e296, ccgDM_get_edge_data_layer
0x00a6e2a0:0x00a6e2e2, ccgDM_get_edge_data
0x00a6e2f0:0x00a6e415, ccgDM_get_vert_data_layer
0x00a6e420:0x00a6e5ea, ccgdm_draw_attrib_vertex
0x00a6e5f0:0x00a6e7ba, ccgdm_draw_attrib_vertex_0
0x00a6e7c0:0x00a6e98a, ccgdm_draw_attrib_vertex_1
0x00a6e990:0x00a6eb72, ccgdm_draw_attrib_vertex_2
0x00a6eb80:0x00a6ecfd, getFaceIndex_0
0x00a6ed00:0x00a6eed0, _getSubSurf_0
0x00a6eed0:0x00a6f23c, ccgDM_getMinMax
0x00a6f240:0x00a6f744, ccgDM_copyFinalEdgeArray
0x00a6f750:0x00a70137, ccgDM_drawMappedFaces
0x00a70140:0x00a726ff, getCCGDerivedMesh
0x00a72700:0x00a72832, ccgDM_get_vert_data
0x00a72840:0x00a72daa, ccgdm_create_grids
0x00a72db0:0x00a72dc2, ccgDM_getGridHidden
0x00a72dd0:0x00a72de2, ccgDM_getGridFlagMats
0x00a72df0:0x00a72e02, ccgDM_getGridOffset
0x00a72e10:0x00a72e22, ccgDM_getGridAdjacency
0x00a72e30:0x00a72e42, ccgDM_getGridData
0x00a72e50:0x00a730c2, ccgDM_getPBVH
0x00a730d0:0x00a7352c, ccgDM_copyFinalFaceArray
0x00a73530:0x00a738fb, ccgDM_copyFinalLoopArray
0x00a73900:0x00a73d05, ccgDM_getFinalEdge
0x00a73d10:0x00a73e74, ccgDM_get_tessface_data
0x00a73e80:0x00a74271, ccgDM_drawEdges
0x00a74280:0x00a7496b, ccgDM_drawFacesSolid
0x00a74970:0x00a749ea, ccgDM_get_poly_data
0x00a749f0:0x00a75604, ccgDM_drawMappedFacesMat
0x00a75610:0x00a7624e, ccgDM_drawMappedFacesGLSL
0x00a76250:0x00a76535, ccgDM_getFinalVertCo
0x00a76540:0x00a768fc, ccgDM_getFinalVertNo
0x00a76900:0x00a76d08, subsurf_copy_grid_hidden
0x00a76d10:0x00a77138, subsurf_copy_grid_paint_mask
0x00a77140:0x00a77520, subsurf_make_derived_from_derived
0x00a77520:0x00a77ab7, subsurf_calculate_limit_positions
0x00a77ac0:0x00a77b41, free_texttools
0x00a77b50:0x00a77bf6, texttool_text_set_active
0x00a77c00:0x00a77c8c, texttool_text_clear
0x00a77c90:0x00a77c9d, texttool_text_is_active
0x00a77ca0:0x00a77e16, texttool_suggest_add
0x00a77e20:0x00a77f61, texttool_suggest_prefix
0x00a77f70:0x00a77fd4, texttool_suggest_clear
0x00a77fe0:0x00a77fe8, texttool_suggest_first
0x00a77ff0:0x00a77ff8, texttool_suggest_last
0x00a78000:0x00a78008, texttool_suggest_select
0x00a78010:0x00a78018, texttool_suggest_selected
0x00a78020:0x00a78026, texttool_suggest_top
0x00a78030:0x00a780ed, texttool_docs_show
0x00a780f0:0x00a780f8, texttool_docs_get
0x00a78100:0x00a78127, texttool_docs_clear
0x00a78130:0x00a7826f, txt_undo_store_cur
0x00a78270:0x00a783a1, txt_undo_read_unicode
0x00a783b0:0x00a78851, txt_undo_add_blockop
0x00a78860:0x00a78c19, txt_undo_add_charop
0x00a78c20:0x00a79013, txt_combine_lines
0x00a79020:0x00a79028, txt_set_undostate
0x00a79030:0x00a79038, txt_get_undostate
0x00a79040:0x00a790a7, BKE_text_free
0x00a790b0:0x00a791c8, BKE_text_add
0x00a791d0:0x00a79355, txt_extended_ascii_as_utf8
0x00a79360:0x00a7961d, text_from_buf
0x00a79620:0x00a79801, BKE_text_reload
0x00a79810:0x00a79a29, BKE_text_load_ex
0x00a79a30:0x00a79a37, BKE_text_load
0x00a79a40:0x00a79bd4, BKE_text_copy
0x00a79be0:0x00a79f27, BKE_text_unlink
0x00a79f30:0x00a7a00d, BKE_text_file_modified_check
0x00a7a010:0x00a7a0cf, BKE_text_file_modified_ignore
0x00a7a0d0:0x00a7a241, txt_clean_text
0x00a7a250:0x00a7a2b4, txt_get_span
0x00a7a2c0:0x00a7a2cc, txt_cursor_is_line_start
0x00a7a2d0:0x00a7a2e4, txt_cursor_is_line_end
0x00a7a2f0:0x00a7a336, txt_utf8_offset_to_index
