0x00402570:0x00402590, _ZN21POVMS_MessageReceiver17FunctionHandlerOO4CallER13POVMS_MessageS2_i.part.0
0x0042e2b0:0x0042e3f1, _ZN3pov8f_helix2EPdj
0x0042e400:0x0042e6c4, _ZN3pov8f_helix1EPdj
0x0042e6d0:0x0042e8f6, _ZN3pov8f_spiralEPdj
0x0042e900:0x0042e957, _ZN3pov9f_noise3dEPdj
0x0042e960:0x0042e9d6, _ZN3pov17f_noise_generatorEPdj
0x0042e9e0:0x0042ec08, _ZN3pov11f_hetero_mfEPdj
0x0042ec10:0x0042eec6, _ZN3pov7f_ridgeEPdj
0x0042eed0:0x0042f1c5, _ZN3pov11f_ridged_mfEPdj
0x0042f1d0:0x0042f25a, _ZN3pov9f_patternEPdj
0x0042f260:0x0042f37c, _ZN3pov9f_pigmentEPdjj
0x0042f380:0x0042f483, _ZN3pov8f_splineEPdjj
0x0042f490:0x0042f560, _ZN3pov11f_transformEPdjj
0x0042f560:0x0042f56d, _ZN3pov8math_intEd
0x0042f570:0x0042f581, _ZN3pov8math_divEdd
0x0042f590:0x0042f77f, _ZN3pov12POVFPU_ResetEv
0x0042f780:0x0042f83c, _ZN3pov16POVFPU_TerminateEv
0x0042f840:0x0042f8bc, _ZN3pov15POVFPU_SetLocalEjd
0x0042f8c0:0x0042f8df, _ZN3pov15POVFPU_GetLocalEj
0x0042f8e0:0x0042f97d, _ZN3pov16POVFPU_SetGlobalEjd
0x0042f980:0x0042f99e, _ZN3pov16POVFPU_GetGlobalEj
0x0042f9a0:0x0042f9c9, _ZN3pov18POVFPU_GetFunctionEj
0x0042f9d0:0x0042fa00, _ZN3pov30POVFPU_GetFunctionAndReferenceEj
0x0042fa00:0x0042fb14, _ZN3pov18POVFPU_AddConstantEd
0x0042fb20:0x0042fbf9, _ZN3pov11POVFPU_InitEv
0x0042fc00:0x0042fd29, _ZN3pov18POVFPU_AddFunctionEPNS_12FunctionCodeE
0x0042fd30:0x0042fec2, _ZN3pov21POVFPU_RemoveFunctionEj
0x0042fed0:0x0042ff4c, _ZN3pov16POVFPU_ExceptionEjPKc
0x0042ff50:0x0042ffc4, _ZN3pov17POVFPU_NewContextEv
0x0042ffd0:0x0042ffdf, _ZN3pov20POVFPU_SwitchContextEPNS_17FPUContext_StructE
0x0042ffe0:0x00437d3e, _ZN3pov17POVFPU_RunDefaultEj
0x00437d40:0x00437d46, _ZN3pov9expr_noopERPNS_14ExprNodeStructEii
0x00437d50:0x00437d60, _ZN3pov8expr_retERPNS_14ExprNodeStructEii
0x00437d60:0x00437dfc, _ZN3pov8expr_errERPNS_14ExprNodeStructEii
0x00437e00:0x00437ecb, _ZN3pov8expr_putERPNS_14ExprNodeStructEii
0x00437ed0:0x004380bb, _ZN3pov9expr_growERPNS_14ExprNodeStructEii
0x004380c0:0x0043810e, _ZN3pov26FNSyntax_GetTrapExpressionEj
0x00438110:0x004381dc, _ZN3pov25FNSyntax_DeleteExpressionEPNS_14ExprNodeStructE
0x004381e0:0x004382b9, _ZN3pov14expr_get_tokenEv
0x004382c0:0x0043843c, _ZN3pov10parse_exprEv
0x00438440:0x00438474, _ZN3pov8expr_newERPNS_14ExprNodeStructEii
0x00438480:0x00438670, _ZN3pov9expr_callERPNS_14ExprNodeStructEii
0x00438670:0x004386bf, _ZN3pov13new_expr_nodeEii
0x004386c0:0x00438918, _ZN3pov13optimise_callEPNS_14ExprNodeStructE
0x00438920:0x00438ad0, _ZN3pov31right_subtree_has_variable_exprEPNS_14ExprNodeStructE
0x00438ad0:0x00439227, _ZN3pov13optimise_exprEPNS_14ExprNodeStructE
0x00439230:0x00439246, _ZN3pov24FNSyntax_ParseExpressionEv
0x00439250:0x004392b5, _ZN3pov30left_subtree_has_variable_exprEPNS_14ExprNodeStructE
0x004392c0:0x00439600, _ZN3pov9dump_exprEP8_IO_FILEPNS_14ExprNodeStructE
0x00439600:0x00439603, _ZN3povL17Inside_ParametricEPdPNS_13Object_StructE
0x00439610:0x00439612, _ZN3povL17Invert_ParametricEPNS_13Object_StructE
0x00439620:0x0043963a, _ZN3povL18Parametric_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00439640:0x0043978b, _ZN3pov18Destroy_ParametricEPNS_13Object_StructE
0x00439790:0x00439abb, _ZN3povL17Parametric_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00439ac0:0x00439c2b, _ZN3povL16Scale_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00439c30:0x00439d9b, _ZN3povL17Rotate_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00439da0:0x00439f0b, _ZN3povL20Translate_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00439f10:0x0043a07b, _ZN3povL20Transform_ParametricEPNS_13Object_StructEPNS_16Transform_StructE
0x0043a080:0x0043a5da, _ZN3povL15Precomp_Par_IntEidddd
0x0043a5e0:0x0043ba51, _ZN3povL28All_Parametric_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0043ba60:0x0043bb89, _ZN3pov23Compute_Parametric_BBoxEPNS_17Parametric_StructE
0x0043bb90:0x0043bcf6, _ZN3pov17Create_ParametricEv
0x0043bd00:0x0043bd7f, _ZN3pov15Copy_ParametricEPNS_13Object_StructE
0x0043bd80:0x0043c419, _ZN3pov28Precompute_Parametric_ValuesEPNS_17Parametric_StructEci
0x0043c420:0x0043c42d, _ZN3pov18Copy_PrecompParValEPNS_23PrecompParValues_StructE
0x0043c430:0x0043c539, _ZN3pov21Destroy_PrecompParValEPNS_23PrecompParValues_StructE
0x0043c540:0x0043c587, _ZN3pov8IntervalEddddPdS0_
0x0043c590:0x0043c5ae, _ZN3povL14Fractal_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0043c5b0:0x0043c5b8, _ZN3povL14Invert_FractalEPNS_13Object_StructE
0x0043c5c0:0x0043c5e0, _ZN3povL15Destroy_FractalEPNS_13Object_StructE
0x0043c5e0:0x0043c628, _ZN3povL14Inside_FractalEPdPNS_13Object_StructE
0x0043c630:0x0043cdf2, _ZN3povL25All_Fractal_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0043ce00:0x0043cf71, _ZN3povL13Scale_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043cf80:0x0043d0f1, _ZN3povL17Translate_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043d100:0x0043d271, _ZN3povL14Rotate_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043d280:0x0043d3f1, _ZN3povL17Transform_FractalEPNS_13Object_StructEPNS_16Transform_StructE
0x0043d400:0x0043d5de, _ZN3povL12Copy_FractalEPNS_13Object_StructE
0x0043d5e0:0x0043d796, _ZN3pov14Create_FractalEv
0x0043d7a0:0x0043db67, _ZN3pov13SetUp_FractalEPNS_14Fractal_StructE
0x0043db70:0x0043dc37, _ZN3pov24Allocate_Iteration_StackEi
0x0043dc40:0x0043dcfd, _ZN3pov20Free_Iteration_StackEv
0x0043dd00:0x0043dd2a, _ZN3pov16Destroy_FunctionEPj
0x0043dd30:0x0043dd6c, _ZN3pov13Copy_FunctionEPj
0x0043dd70:0x0043de0f, _ZN3pov14Parse_FunctionEv
0x0043de10:0x0043dea5, _ZN3pov21Parse_FunctionContentEv
0x0043deb0:0x0043e26e, _ZN3pov21Parse_DeclareFunctionEPiPKcb
0x0043e270:0x0043e3e3, _ZN3pov16Iteration_HComplEPdPNS_14Fractal_StructE
0x0043e3f0:0x0043e541, _ZN3pov18Normal_Calc_HComplEPdiPNS_14Fractal_StructE
0x0043e550:0x0043e7a8, _ZN3pov18D_Iteration_HComplEPdPNS_14Fractal_StructES0_
0x0043e7b0:0x0043e7c1, _ZN3pov14F_Bound_HComplEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0043e7d0:0x0043e93b, _ZN3pov19Iteration_HCompl_z3EPdPNS_14Fractal_StructE
0x0043e940:0x0043ea73, _ZN3pov21Normal_Calc_HCompl_z3EPdiPNS_14Fractal_StructE
0x0043ea80:0x0043ece9, _ZN3pov21D_Iteration_HCompl_z3EPdPNS_14Fractal_StructES0_
0x0043ecf0:0x0043ed01, _ZN3pov17F_Bound_HCompl_z3EPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0043ed10:0x0043eeb3, _ZN3pov27Iteration_HCompl_ReciprocalEPdPNS_14Fractal_StructE
0x0043eec0:0x0043f12a, _ZN3pov29Normal_Calc_HCompl_ReciprocalEPdiPNS_14Fractal_StructE
0x0043f130:0x0043f3c8, _ZN3pov29D_Iteration_HCompl_ReciprocalEPdPNS_14Fractal_StructES0_
0x0043f3d0:0x0043f3e1, _ZN3pov25F_Bound_HCompl_ReciprocalEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0043f3f0:0x0043f611, _ZN3pov21Iteration_HCompl_FuncEPdPNS_14Fractal_StructE
0x0043f620:0x0043f8d3, _ZN3pov23Normal_Calc_HCompl_FuncEPdiPNS_14Fractal_StructE
0x0043f8e0:0x0043fbd1, _ZN3pov23D_Iteration_HCompl_FuncEPdPNS_14Fractal_StructES0_
0x0043fbe0:0x0043fbf1, _ZN3pov19F_Bound_HCompl_FuncEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0043fc00:0x0043fc2e, _ZN3pov12Complex_MultEPNS_5cmplxES1_S1_
0x0043fc30:0x0043fc88, _ZN3pov11Complex_DivEPNS_5cmplxES1_S1_
0x0043fc90:0x0043fce1, _ZN3pov11Complex_ExpEPNS_5cmplxES1_
0x0043fcf0:0x0043fd4b, _ZN3pov11Complex_SinEPNS_5cmplxES1_
0x0043fd50:0x0043fdab, _ZN3pov12Complex_SinhEPNS_5cmplxES1_
0x0043fdb0:0x0043fe1b, _ZN3pov11Complex_CosEPNS_5cmplxES1_
0x0043fe20:0x0043fe7b, _ZN3pov12Complex_CoshEPNS_5cmplxES1_
0x0043fe80:0x0043fee3, _ZN3pov10Complex_LnEPNS_5cmplxES1_
0x0043fef0:0x0043ffbd, _ZN3pov12Complex_SqrtEPNS_5cmplxES1_
0x0043ffc0:0x00440169, _ZN3pov12Complex_ASinEPNS_5cmplxES1_
0x00440170:0x00440319, _ZN3pov12Complex_ACosEPNS_5cmplxES1_
0x00440320:0x004404b9, _ZN3pov13Complex_ASinhEPNS_5cmplxES1_
0x004404c0:0x00440659, _ZN3pov13Complex_ACoshEPNS_5cmplxES1_
0x00440660:0x004407df, _ZN3pov13Complex_ATanhEPNS_5cmplxES1_
0x004407e0:0x004409d2, _ZN3pov12Complex_ATanEPNS_5cmplxES1_
0x004409e0:0x00440a7d, _ZN3pov11Complex_TanEPNS_5cmplxES1_
0x00440a80:0x00440b14, _ZN3pov12Complex_TanhEPNS_5cmplxES1_
0x00440b20:0x00440c49, _ZN3pov13Complex_PowerEPNS_5cmplxES1_S1_
0x00440c50:0x00440d71, _ZN3pov11Complex_PwrEPNS_5cmplxES1_
0x00440d80:0x00440d85, _ZN3povL13Invert_HFieldEPNS_13Object_StructE
0x00440d90:0x00440f59, _ZN3povL14Destroy_HFieldEPNS_13Object_StructE
0x00440f60:0x0044118f, _ZN3povL13Inside_HFieldEPdPNS_13Object_StructE
0x00441190:0x004413df, _ZN3povL17add_single_normalEPPtiiiiiiiiPd
0x004413e0:0x00441c68, _ZN3povL13HField_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00441c70:0x00441d22, _ZN3povL13Rotate_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00441d30:0x00441de2, _ZN3povL16Translate_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00441df0:0x00441ea2, _ZN3povL12Scale_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00441eb0:0x00441f62, _ZN3povL16Transform_HFieldEPNS_13Object_StructEPNS_16Transform_StructE
0x00441f70:0x0044279c, _ZN3povL15intersect_pixelEiiPNS_10Ray_StructEPNS_13HField_StructEddRPNS_13istack_structERS1_RdS8_
0x004427a0:0x00443aa5, _ZN3povL13dda_traversalEPNS_10Ray_StructEPNS_13HField_StructEPdPNS_19HField_Block_StructERPNS_13istack_structERS1_RdSB_
0x00443ab0:0x0044416a, _ZN3povL24All_HField_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00444170:0x00444b4f, _ZN3pov14Compute_HFieldEPNS_13HField_StructEPNS_12Image_StructE
0x00444b50:0x00444cbf, _ZN3pov13Create_HFieldEv
0x00444cc0:0x00444d84, _ZN3povL11Copy_HFieldEPNS_13Object_StructE
0x00444d90:0x00444e32, _ZN3pov19Compute_HField_BBoxEPNS_13HField_StructE
0x00444e40:0x00444e48, _ZN3pov20initialise_histogramEv
0x00444e50:0x00444e52, _ZN3pov17destroy_histogramEv
0x00444e60:0x00444e62, _ZN3pov20accumulate_histogramEiii
0x00444e70:0x00444e72, _ZN3pov15write_histogramEPc
0x00444e80:0x00445e31, _ZN3pov14Read_Iff_ImageEPNS_12Image_StructEPc
0x00445e40:0x00446292, _ZN3povL16no_interpolationEPNS_12Image_StructEddPfPi
0x004462a0:0x00446497, _ZN3povL16planar_image_mapEPdPNS_12Image_StructES0_S0_.constprop.5
0x004464a0:0x00446e84, _ZN3povL6InterpEPNS_12Image_StructEddPfPi
0x00446e90:0x00447686, _ZN3pov9image_mapEPdPNS_14Pigment_StructEPf
0x00447690:0x00447f05, _ZN3pov12material_mapEPdPNS_14Texture_StructE
0x00447f10:0x00448e26, _ZN3pov8bump_mapEPdPNS_14Tnormal_StructES0_
0x00448e30:0x004496f5, _ZN3pov13image_patternEPdPNS_14Pattern_StructE
0x00449700:0x0044987d, _ZN3pov15image_height_atEPNS_12Image_StructEii
0x00449880:0x004499f0, _ZN3pov15is_image_opaqueEPNS_12Image_StructE
0x004499f0:0x00449aaf, _ZN3pov12Create_ImageEv
0x00449ab0:0x00449abd, _ZN3pov10Copy_ImageEPNS_12Image_StructE
0x00449ac0:0x00449ddd, _ZN3pov13Destroy_ImageEPNS_12Image_StructE
0x00449de0:0x00449de2, _ZN3pov13Init_InteriorEPNS_15Interior_StructE
0x00449df0:0x00449e6c, _ZN3pov15Create_InteriorEv
0x00449e70:0x00449f63, _ZN3pov13Copy_InteriorEPNS_15Interior_StructE
0x00449f70:0x00449f7d, _ZN3pov21Copy_Interior_PointerEPNS_15Interior_StructE
0x00449f80:0x00449fb2, _ZN3pov16Destroy_InteriorEPNS_15Interior_StructE
0x00449fc0:0x00449fda, _ZN3pov18Transform_InteriorEPNS_15Interior_StructEPNS_16Transform_StructE
0x00449fe0:0x0044a019, _ZN3pov15Create_MaterialEv
0x0044a020:0x0044a18b, _ZN3pov13Copy_MaterialEPNS_15Material_StructE
0x0044a190:0x0044a1fa, _ZN3pov16Destroy_MaterialEPNS_15Material_StructE
0x0044a200:0x0044a205, _ZN3povL17Invert_IsoSurfaceEPNS_13Object_StructE
0x0044a210:0x0044a271, _ZN3pov15Copy_IsoSurfaceEPNS_13Object_StructE
0x0044a280:0x0044a588, _ZN3pov18Destroy_IsoSurfaceEPNS_13Object_StructE
0x0044a590:0x0044a6fb, _ZN3povL16Scale_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044a700:0x0044a86b, _ZN3povL20Translate_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044a870:0x0044a9db, _ZN3povL17Rotate_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044a9e0:0x0044ab4b, _ZN3povL20Transform_IsoSurfaceEPNS_13Object_StructEPNS_16Transform_StructE
0x0044ab50:0x0044acf5, _ZN3povL17Inside_IsoSurfaceEPdPNS_13Object_StructE
0x0044ad00:0x0044b22c, _ZN3povL17IsoSurface_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0044b230:0x0044b409, _ZN3pov17Create_IsoSurfaceEv
0x0044b410:0x0044b539, _ZN3pov23Compute_IsoSurface_BBoxEPNS_17IsoSurface_StructE
0x0044b540:0x0044b80c, _ZN3pov31IsoSurface_Function_Find_Root_REPNS_17IsoSurface_StructEPNS_8ISO_PairES3_dddb
0x0044b810:0x0044bd90, _ZN3pov29IsoSurface_Function_Find_RootEPNS_17IsoSurface_StructEPdS2_S2_S2_b
0x0044bd90:0x0044cdc0, _ZN3povL28All_IsoSurface_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0044cdc0:0x0044cdc5, _ZN3povL12Invert_LatheEPNS_13Object_StructE
0x0044cdd0:0x0044ce48, _ZN3povL13Destroy_LatheEPNS_13Object_StructE
0x0044ce50:0x0044cf8b, _ZN3povL13Lathe_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0044cf90:0x0044d167, _ZN3povL12Lathe_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0044d170:0x0044d45a, _ZN3povL12Inside_LatheEPdPNS_13Object_StructE
0x0044d460:0x0044d4e0, _ZN3povL15Translate_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044d4e0:0x0044d560, _ZN3povL12Rotate_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044d560:0x0044d5e0, _ZN3povL11Scale_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044d5e0:0x0044d65d, _ZN3povL15Transform_LatheEPNS_13Object_StructEPNS_16Transform_StructE
0x0044d660:0x0044e4dc, _ZN3povL23All_Lathe_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0044e4e0:0x0044e616, _ZN3povL10Copy_LatheEPNS_13Object_StructE
0x0044e620:0x0044e71c, _ZN3pov12Create_LatheEv
0x0044e720:0x0044e78e, _ZN3pov18Compute_Lathe_BBoxEPNS_12Lathe_StructE
0x0044e790:0x0044f4c0, _ZN3pov13Compute_LatheEPNS_12Lathe_StructEPA2_d
0x0044f4c0:0x0044f6c9, _ZN3povL17project_rectangleEPNS_14Project_StructEPdS2_S2_S2_Pi
0x0044f6d0:0x00450e0f, _ZN3povL14project_objectEPNS_14Project_StructEPNS_13Object_StructEiPdiS1_.part.0
0x00450e10:0x00451537, _ZN3povL21project_bounding_slabEiPdPNS_14Project_StructEPPNS_24Project_Tree_Node_StructEPNS_16BBox_Tree_StructEiS2_
0x00451540:0x004516da, _ZN3pov19Build_Light_BuffersEv
0x004516e0:0x00451770, _ZN3pov21Destroy_Light_BuffersEv
0x00451770:0x004519de, _ZN3pov20Intersect_Light_TreeEPNS_10Ray_StructEPNS_24Project_Tree_Node_StructEiiPNS_10istk_entryEPPNS_13Object_StructEPNS_19Light_Source_StructE
0x004519e0:0x00451b1a, _ZN3pov30Promote_Local_Lights_RecursiveEPNS_22Compound_Object_StructEPNS_19Light_Source_StructE
0x00451b20:0x00451cfd, _ZN3pov20Promote_Local_LightsEPNS_10CSG_StructE
0x00451d00:0x00451d5f, _ZN3pov24Check_Photon_Light_GroupEPNS_13Object_StructE
0x00451d60:0x00452029, _ZN3povL19create_texture_listEPNS_10istk_entryEd
0x00452030:0x0045245b, _ZN3povL22determine_reflectivityEPdPfS1_S1_iddPNS_10Ray_StructEPNS_15Interior_StructE
0x00452460:0x00452564, _ZN3povL23do_light_ray_atmosphereEPNS_10Ray_StructEPNS_10istk_entryEPfi
0x00452570:0x0045279e, _ZN3povL7do_iridEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_Pf
0x004527a0:0x00452a4d, _ZN3povL7ReflectEPdPNS_10Ray_StructES0_S0_Pfd
0x00452a50:0x00452ecc, _ZN3povL8do_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pf
0x00452ed0:0x00455022, _ZN3povL25compute_backtrace_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryE
0x00455030:0x004555f5, _ZN3pov24Initialize_Lighting_CodeEv
0x00455600:0x004557b1, _ZN3pov26Reinitialize_Lighting_CodeEiPPPNS_14Texture_StructEPPd
0x004557c0:0x00455d18, _ZN3pov26Deinitialize_Lighting_CodeEv
0x00455d20:0x00455ea6, _ZN3pov10do_diffuseEPNS_13Finish_StructEPNS_10Ray_StructEPdPfS5_S5_d
0x00455eb0:0x004561a4, _ZN3pov8do_phongEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_PfS5_S5_
0x004561b0:0x004564d4, _ZN3pov11do_specularEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_PfS5_S5_
0x004564e0:0x004567c4, _ZN3pov22ResizeMediaMallocPoolsEl
0x004567d0:0x0045698a, _ZN3pov22ResizeLightMallocPoolsEl
0x00456990:0x004576c9, _ZN3povL18block_light_sourceEPNS_19Light_Source_StructEdPNS_10Ray_StructES3_PdPf
0x004576d0:0x00457c44, _ZN3pov11Test_ShadowEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pf
0x00457c50:0x0045b1a7, _ZN3povL23compute_lighted_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryE
0x0045b1b0:0x0045c15a, _ZN3povL14do_texture_mapEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryEi
0x0045c160:0x0045c6b6, _ZN3povL17filter_shadow_rayEPNS_10istk_entryEPNS_10Ray_StructEPf
0x0045c6c0:0x0045cc23, _ZN3povL17block_point_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructEPf
0x0045cc30:0x0045e7df, _ZN3povL16block_area_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pfiiiii
0x0045e7e0:0x00460884, _ZN3pov25Determine_Apparent_ColourEPNS_10istk_entryEPfPNS_10Ray_StructEd
0x00460890:0x004608b1, _ZN3pov18InitComTexDataPoolEv
0x004608c0:0x00460933, _ZN3pov18FreeComTexDataPoolEv
0x00460940:0x004609c2, _ZN3pov13NewComTexDataEv
0x004609d0:0x00460a29, _ZN3pov14FreeComTexDataEPNS_17ComTexData_StructE
0x00460a30:0x00460a4d, _ZN3pov5MZeroEPA4_d
0x00460a50:0x00460ab7, _ZN3pov9MIdentityEPA4_d
0x00460ac0:0x00460ccb, _ZN3pov7MTimesAEPA4_dS1_
0x00460cd0:0x00460f11, _ZN3pov7MTimesBEPA4_dS1_
0x00460f20:0x00461175, _ZN3pov7MTimesCEPA4_dS1_S1_
0x00461180:0x004611f9, _ZN3pov10MTransposeEPA4_d
0x00461200:0x0046129f, _ZN3pov10MTransposeEPA4_dS1_
0x004612a0:0x004612fe, _ZN3pov11MTransPointEPdS0_PNS_16Transform_StructE
0x00461300:0x00461383, _ZN3pov14MInvTransPointEPdS0_PNS_16Transform_StructE
0x00461390:0x004613df, _ZN3pov15MTransDirectionEPdS0_PNS_16Transform_StructE
0x004613e0:0x0046144b, _ZN3pov18MInvTransDirectionEPdS0_PNS_16Transform_StructE
0x00461450:0x004614bb, _ZN3pov12MTransNormalEPdS0_PNS_16Transform_StructE
0x004614c0:0x0046150f, _ZN3pov15MInvTransNormalEPdS0_PNS_16Transform_StructE
0x00461510:0x00461639, _ZN3pov25Compute_Scaling_TransformEPNS_16Transform_StructEPd
0x00461640:0x0046177e, _ZN3pov29Compute_Translation_TransformEPNS_16Transform_StructEPd
0x00461780:0x00461c62, _ZN3pov26Compute_Rotation_TransformEPNS_16Transform_StructEPd
0x00461c70:0x0046218b, _ZN3pov18Compose_TransformsEPNS_16Transform_StructES1_
0x00462190:0x0046240f, _ZN3pov31Compute_Axis_Rotation_TransformEPNS_16Transform_StructEPdd
0x00462410:0x00462787, _ZN3pov28Compute_Coordinate_TransformEPNS_16Transform_StructEPdS2_dd
0x00462790:0x00462892, _ZN3pov16Create_TransformEv
0x004628a0:0x004629f3, _ZN3pov14Copy_TransformEPNS_16Transform_StructE
0x00462a00:0x00462a1a, _ZN3pov17Destroy_TransformEPNS_16Transform_StructE
0x00462a20:0x00462a56, _ZN3pov13Create_VectorEv
0x00462a60:0x00462a89, _ZN3pov12Create_FloatEv
0x00462a90:0x00462c4e, _ZN3pov8MInvers3EPA3_dS1_
0x00462c50:0x004631e6, _ZN3pov7MInversEPA4_dS1_
0x004631f0:0x004632a1, _ZN3pov24Compute_Matrix_TransformEPNS_16Transform_StructEPA4_d
0x004632b0:0x004632e1, _ZN3pov14Create_UV_VectEv
0x004632f0:0x0046332b, _ZN3pov16Create_Vector_4DEv
0x00463330:0x00463395, _ZN3pov13MTransUVPointEPdPA3_dS0_
0x004633a0:0x0046351a, _ZN3pov11MSquareQuadEPA2_dPA3_d
0x00463520:0x00463546, _ZN3povL11compdoublesEPKvS1_
0x00463550:0x0046387d, _ZN3povL22scattering_attenuationEPPNS_12Media_StructEPfS3_S3_PNS_10Ray_StructES5_
0x00463880:0x00463e24, _ZN3povL23update_light_list_entryEPNS_17Light_List_StructEPNS_10Ray_StructEPNS_10istk_entryE
0x00463e30:0x0046473c, _ZN3povL12sample_mediaEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEidPfS9_iS1_i.constprop.4
0x00464740:0x00464ed9, _ZN3povL16sample_media_recEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEiddPfS9_S9_S9_S9_S9_iddS1_i
0x00464ee0:0x00465959, _ZN3povL12sample_mediaEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEidPfS9_iS1_i.constprop.5
0x00465960:0x00465d90, _ZN3povL12sample_mediaEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEidPfS9_iS1_i.constprop.3
0x00465d90:0x004665c5, _ZN3pov24Backtrace_Simulate_MediaEPPNS_12Media_StructEPNS_10Ray_StructEPNS_10istk_entryEPf
0x004665d0:0x00468475, _ZN3pov14Simulate_MediaEPPNS_12Media_StructEPNS_10Ray_StructEPNS_10istk_entryEPfi
0x00468480:0x0046874e, _ZN3pov10Post_MediaEPNS_12Media_StructE
0x00468750:0x004688bd, _ZN3pov12Create_MediaEv
0x004688c0:0x0046899e, _ZN3pov10Copy_MediaEPNS_12Media_StructE
0x004689a0:0x00468a0b, _ZN3pov13Destroy_MediaEPNS_12Media_StructE
0x00468a10:0x00468a57, _ZN3pov15Transform_MediaEPNS_12Media_StructEPNS_16Transform_StructE
0x00468a60:0x00468a94, _ZN3pov17Transform_DensityEPNS_14Pigment_StructEPNS_16Transform_StructE
0x00468aa0:0x00468aa5, _ZN3povL11Invert_MeshEPNS_13Object_StructE
0x00468ab0:0x00468c0a, _ZN3povL12Destroy_MeshEPNS_13Object_StructE
0x00468c10:0x00468faa, _ZN3povL12Mesh_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00468fb0:0x004691fa, _ZN3povL9mesh_hashEPPNS_17Hash_Table_StructEPiS3_PPA3_fPd
0x00469200:0x0046927b, _ZN3povL14Transform_MeshEPNS_13Object_StructEPNS_16Transform_StructE
0x00469280:0x00469549, _ZN3povL23intersect_mesh_triangleEPNS_10Ray_StructEPNS_11Mesh_StructEPNS_20Mesh_Triangle_StructEPd.isra.4
0x00469550:0x00469813, _ZN3povL11Inside_MeshEPdPNS_13Object_StructE.part.5
0x00469820:0x00469833, _ZN3povL11Inside_MeshEPdPNS_13Object_StructE
0x00469840:0x00469cf1, _ZN3povL14Intersect_MeshEPNS_10Ray_StructEPNS_11Mesh_StructEPNS_13istack_structE
0x00469d00:0x00469d30, _ZN3povL22All_Mesh_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
