0x00402520:0x00402540, _ZN21POVMS_MessageReceiver17FunctionHandlerOO4CallER13POVMS_MessageS2_i.part.0
0x0041dfd0:0x0041e120, _ZN3pov25f_lemniscate_of_gerono_2dEPdj
0x0041e120:0x0041e274, _ZN3pov13f_piriform_2dEPdj
0x0041e280:0x0041e3d0, _ZN3pov14f_strophoid_2dEPdj
0x0041e3d0:0x0041e504, _ZN3pov20f_witch_of_agnesi_2dEPdj
0x0041e510:0x0041e5b0, _ZN3pov7f_blob2EPdj
0x0041e5b0:0x0041e68b, _ZN3pov14f_flange_coverEPdj
0x0041e690:0x0041e7ab, _ZN3pov8f_spikesEPdj
0x0041e7b0:0x0041e84d, _ZN3pov11f_spikes_2dEPdj
0x0041e850:0x0041e92c, _ZN3pov18f_cross_ellipsoidsEPdj
0x0041e930:0x0041ea0c, _ZN3pov18f_isect_ellipsoidsEPdj
0x0041ea10:0x0041ea58, _ZN3pov4f_phEPdj
0x0041ea60:0x0041eb7a, _ZN3pov9f_quantumEPdj
0x0041eb80:0x0041eb8e, _ZN3pov4f_thEPdj
0x0041eb90:0x0041ed46, _ZN3pov7f_commaEPdj
0x0041ed50:0x0041ee80, _ZN3pov7f_hex_xEPdj
0x0041ee80:0x0041efb3, _ZN3pov7f_hex_yEPdj
0x0041efc0:0x0041f2e0, _ZN3pov7f_mesh1EPdj
0x0041f2e0:0x0041f4eb, _ZN3pov15f_helical_torusEPdj
0x0041f4f0:0x0041f5d1, _ZN3pov16f_superellipsoidEPdj
0x0041f5e0:0x0041f721, _ZN3pov8f_helix2EPdj
0x0041f730:0x0041fa04, _ZN3pov8f_helix1EPdj
0x0041fa10:0x0041fc36, _ZN3pov8f_spiralEPdj
0x0041fc40:0x0041fc97, _ZN3pov9f_noise3dEPdj
0x0041fca0:0x0041fd16, _ZN3pov17f_noise_generatorEPdj
0x0041fd20:0x0041ff48, _ZN3pov11f_hetero_mfEPdj
0x0041ff50:0x00420206, _ZN3pov7f_ridgeEPdj
0x00420210:0x00420505, _ZN3pov11f_ridged_mfEPdj
0x00420510:0x0042059a, _ZN3pov9f_patternEPdj
0x004205a0:0x004206bc, _ZN3pov9f_pigmentEPdjj
0x004206c0:0x004207c3, _ZN3pov8f_splineEPdjj
0x004207d0:0x004208a0, _ZN3pov11f_transformEPdjj
0x004208a0:0x004208ad, _ZN3pov8math_intEd
0x004208b0:0x004208c1, _ZN3pov8math_divEdd
0x004208d0:0x0042094c, _ZN3pov15POVFPU_SetLocalEjd
0x00420950:0x0042096f, _ZN3pov15POVFPU_GetLocalEj
0x00420970:0x00420a0d, _ZN3pov16POVFPU_SetGlobalEjd
0x00420a10:0x00420a2e, _ZN3pov16POVFPU_GetGlobalEj
0x00420a30:0x00420a59, _ZN3pov18POVFPU_GetFunctionEj
0x00420a60:0x00420a90, _ZN3pov30POVFPU_GetFunctionAndReferenceEj
0x00420a90:0x00420ba4, _ZN3pov18POVFPU_AddConstantEd
0x00420bb0:0x00420cd9, _ZN3pov18POVFPU_AddFunctionEPNS_12FunctionCodeE
0x00420ce0:0x00420e7d, _ZN3pov21POVFPU_RemoveFunctionEj
0x00420e80:0x00420efc, _ZN3pov16POVFPU_ExceptionEjPKc
0x00420f00:0x00420f74, _ZN3pov17POVFPU_NewContextEv
0x00420f80:0x00420ff6, _ZN3pov11POVFPU_InitEv
0x00421000:0x0042118e, _ZN3pov12POVFPU_ResetEv
0x00421190:0x0042124c, _ZN3pov16POVFPU_TerminateEv
0x00421250:0x0042125f, _ZN3pov20POVFPU_SwitchContextEPNS_17FPUContext_StructE
0x00421260:0x0042806c, _ZN3pov17POVFPU_RunDefaultEj
0x00428070:0x00428076, _ZN3pov9expr_noopERPNS_14ExprNodeStructEii
0x00428080:0x00428090, _ZN3pov8expr_retERPNS_14ExprNodeStructEii
0x00428090:0x004280fe, _ZN3pov8expr_errERPNS_14ExprNodeStructEii
0x00428100:0x00428381, _ZN3pov13optimise_callEPNS_14ExprNodeStructE.part.0
0x00428390:0x0042845c, _ZN3pov25FNSyntax_DeleteExpressionEPNS_14ExprNodeStructE
0x00428460:0x00428539, _ZN3pov14expr_get_tokenEv
0x00428540:0x0042858f, _ZN3pov13new_expr_nodeEii
0x00428590:0x004285a4, _ZN3pov26FNSyntax_GetTrapExpressionEj
0x004285b0:0x00428701, _ZN3pov10parse_exprEv
0x00428710:0x00428744, _ZN3pov8expr_newERPNS_14ExprNodeStructEii
0x00428750:0x00428893, _ZN3pov9expr_growERPNS_14ExprNodeStructEii
0x004288a0:0x004289b4, _ZN3pov9expr_callERPNS_14ExprNodeStructEii
0x004289c0:0x00428a3b, _ZN3pov8expr_putERPNS_14ExprNodeStructEii
0x00428a40:0x00428a55, _ZN3pov13optimise_callEPNS_14ExprNodeStructE
0x00428a60:0x00428aa2, _ZN3pov31right_subtree_has_variable_exprEPNS_14ExprNodeStructE
0x00428ab0:0x00428afd, _ZN3pov30left_subtree_has_variable_exprEPNS_14ExprNodeStructE
0x00428b00:0x00429012, _ZN3pov13optimise_exprEPNS_14ExprNodeStructE
0x00429020:0x00429036, _ZN3pov24FNSyntax_ParseExpressionEv
0x00429040:0x00429380, _ZN3pov9dump_exprEP8_IO_FILEPNS_14ExprNodeStructE
0x00429380:0x00429383, _ZN3povL17Inside_ParametricEPdPNS_13Object_StructE
0x00429390:0x00429392, _ZN3povL17Invert_ParametricEPNS_13Object_StructE
0x004293a0:0x004293ba, _ZN3povL18Parametric_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004293c0:0x004294ab, _ZN3pov21Destroy_PrecompParValEPNS_23PrecompParValues_StructE.part.1
0x004294b0:0x00429507, _ZN3pov18Destroy_ParametricEPNS_13Object_StructE
0x00429510:0x0042983b, _ZN3povL17Parametric_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00429840:0x00429cdd, _ZN3povL15Precomp_Par_IntEidddd
0x00429ce0:0x0042b171, _ZN3povL28All_Parametric_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0042b180:0x0042b2a9, _ZN3pov23Compute_Parametric_BBoxEPNS_17Parametric_StructE
0x0042b2b0:0x0042b2f0, _ZN3povL20Transform_ParametricEPNS_13Object_StructEPNS_16Transform_StructE
0x0042b2f0:0x0042b2f5, _ZN3povL16Scale_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042b300:0x0042b305, _ZN3povL17Rotate_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042b310:0x0042b315, _ZN3povL20Translate_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042b320:0x0042b486, _ZN3pov17Create_ParametricEv
0x0042b490:0x0042b50f, _ZN3pov15Copy_ParametricEPNS_13Object_StructE
0x0042b510:0x0042b71f, _ZN3pov28Precompute_Parametric_ValuesEPNS_17Parametric_StructEci
0x0042b730:0x0042b73d, _ZN3pov18Copy_PrecompParValEPNS_23PrecompParValues_StructE
0x0042b740:0x0042b752, _ZN3pov21Destroy_PrecompParValEPNS_23PrecompParValues_StructE
0x0042b760:0x0042b7a7, _ZN3pov8IntervalEddddPdS0_
0x0042b7b0:0x0042b7ce, _ZN3povL14Fractal_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0042b7d0:0x0042b7d8, _ZN3povL14Invert_FractalEPNS_13Object_StructE
0x0042b7e0:0x0042b800, _ZN3povL15Destroy_FractalEPNS_13Object_StructE
0x0042b800:0x0042b93a, _ZN3povL20Compute_Fractal_BBoxEPNS_14Fractal_StructE
0x0042b940:0x0042b980, _ZN3povL17Transform_FractalEPNS_13Object_StructEPNS_16Transform_StructE
0x0042b980:0x0042b985, _ZN3povL13Scale_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042b990:0x0042b9d8, _ZN3povL14Inside_FractalEPdPNS_13Object_StructE
0x0042b9e0:0x0042c1a2, _ZN3povL25All_Fractal_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0042c1b0:0x0042c267, _ZN3pov24Allocate_Iteration_StackEi.part.1
0x0042c270:0x0042c278, _ZN3povL14Rotate_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042c280:0x0042c288, _ZN3povL17Translate_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0042c290:0x0042c446, _ZN3pov14Create_FractalEv
0x0042c450:0x0042c486, _ZN3povL12Copy_FractalEPNS_13Object_StructE
0x0042c490:0x0042c669, _ZN3pov13SetUp_FractalEPNS_14Fractal_StructE
0x0042c670:0x0042c685, _ZN3pov24Allocate_Iteration_StackEi
0x0042c690:0x0042c74d, _ZN3pov20Free_Iteration_StackEv
0x0042c750:0x0042c77a, _ZN3pov16Destroy_FunctionEPj
0x0042c780:0x0042c7bc, _ZN3pov13Copy_FunctionEPj
0x0042c7c0:0x0042c85f, _ZN3pov14Parse_FunctionEv
0x0042c860:0x0042c8f5, _ZN3pov21Parse_FunctionContentEv
0x0042c900:0x0042ccbe, _ZN3pov21Parse_DeclareFunctionEPiPKcb
0x0042ccc0:0x0042cd76, _ZN3povL11HReciprocalEPdS0_S0_S0_dddd
0x0042cd80:0x0042ce8e, _ZN3povL5HFuncEPdS0_S0_S0_ddddPNS_14Fractal_StructE
0x0042ce90:0x0042d003, _ZN3pov16Iteration_HComplEPdPNS_14Fractal_StructE
0x0042d010:0x0042d161, _ZN3pov18Normal_Calc_HComplEPdiPNS_14Fractal_StructE
0x0042d170:0x0042d3c8, _ZN3pov18D_Iteration_HComplEPdPNS_14Fractal_StructES0_
0x0042d3d0:0x0042d53b, _ZN3pov19Iteration_HCompl_z3EPdPNS_14Fractal_StructE
0x0042d540:0x0042d673, _ZN3pov21Normal_Calc_HCompl_z3EPdiPNS_14Fractal_StructE
0x0042d680:0x0042d8e9, _ZN3pov21D_Iteration_HCompl_z3EPdPNS_14Fractal_StructES0_
0x0042d8f0:0x0042da89, _ZN3pov27Iteration_HCompl_ReciprocalEPdPNS_14Fractal_StructE
0x0042da90:0x0042dced, _ZN3pov29Normal_Calc_HCompl_ReciprocalEPdiPNS_14Fractal_StructE
0x0042dcf0:0x0042df57, _ZN3pov29D_Iteration_HCompl_ReciprocalEPdPNS_14Fractal_StructES0_
0x0042df60:0x0042e101, _ZN3pov21Iteration_HCompl_FuncEPdPNS_14Fractal_StructE
0x0042e110:0x0042e329, _ZN3pov23Normal_Calc_HCompl_FuncEPdiPNS_14Fractal_StructE
0x0042e330:0x0042e5a9, _ZN3pov23D_Iteration_HCompl_FuncEPdPNS_14Fractal_StructES0_
0x0042e5b0:0x0042e5c1, _ZN3pov19F_Bound_HCompl_FuncEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0042e5d0:0x0042e5d2, _ZN3pov25F_Bound_HCompl_ReciprocalEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0042e5e0:0x0042e5e2, _ZN3pov17F_Bound_HCompl_z3EPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0042e5f0:0x0042e5f2, _ZN3pov14F_Bound_HComplEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0042e600:0x0042e62e, _ZN3pov12Complex_MultEPNS_5cmplxES1_S1_
0x0042e630:0x0042e688, _ZN3pov11Complex_DivEPNS_5cmplxES1_S1_
0x0042e690:0x0042e6e1, _ZN3pov11Complex_ExpEPNS_5cmplxES1_
0x0042e6f0:0x0042e74b, _ZN3pov11Complex_SinEPNS_5cmplxES1_
0x0042e750:0x0042e7ab, _ZN3pov12Complex_SinhEPNS_5cmplxES1_
0x0042e7b0:0x0042e81b, _ZN3pov11Complex_CosEPNS_5cmplxES1_
0x0042e820:0x0042e87b, _ZN3pov12Complex_CoshEPNS_5cmplxES1_
0x0042e880:0x0042e8e3, _ZN3pov10Complex_LnEPNS_5cmplxES1_
0x0042e8f0:0x0042e9bd, _ZN3pov12Complex_SqrtEPNS_5cmplxES1_
0x0042e9c0:0x0042ea99, _ZN3pov12Complex_ASinEPNS_5cmplxES1_
0x0042eaa0:0x0042eb5b, _ZN3pov12Complex_ACosEPNS_5cmplxES1_
0x0042eb60:0x0042ebfa, _ZN3pov13Complex_ASinhEPNS_5cmplxES1_
0x0042ec00:0x0042ec9a, _ZN3pov13Complex_ACoshEPNS_5cmplxES1_
0x0042eca0:0x0042eded, _ZN3pov13Complex_ATanhEPNS_5cmplxES1_
0x0042edf0:0x0042ef92, _ZN3pov12Complex_ATanEPNS_5cmplxES1_
0x0042efa0:0x0042f03d, _ZN3pov11Complex_TanEPNS_5cmplxES1_
0x0042f040:0x0042f0d4, _ZN3pov12Complex_TanhEPNS_5cmplxES1_
0x0042f0e0:0x0042f1dc, _ZN3pov13Complex_PowerEPNS_5cmplxES1_S1_
0x0042f1e0:0x0042f1ea, _ZN3pov11Complex_PwrEPNS_5cmplxES1_
0x0042f1f0:0x0042f1f5, _ZN3povL13Invert_HFieldEPNS_13Object_StructE
0x0042f200:0x0042f3d9, _ZN3povL14Destroy_HFieldEPNS_13Object_StructE
0x0042f3e0:0x0042f495, _ZN3povL9normalizeEPdS0_
0x0042f4a0:0x0042f6cf, _ZN3povL13Inside_HFieldEPdPNS_13Object_StructE
0x0042f6d0:0x0042f8de, _ZN3povL17add_single_normalEPPtiiiiiiiiPd
0x0042f8e0:0x0042fe21, _ZN3povL13HField_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0042fe30:0x0043065c, _ZN3povL15intersect_pixelEiiPNS_10Ray_StructEPNS_13HField_StructEddRPNS_13istack_structERS1_RdS8_
0x00430660:0x00431000, _ZN3povL13dda_traversalEPNS_10Ray_StructEPNS_13HField_StructEPdPNS_19HField_Block_StructERPNS_13istack_structERS1_RdSB_
0x00431000:0x004316ba, _ZN3povL24All_HField_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004316c0:0x00431fe1, _ZN3pov14Compute_HFieldEPNS_13HField_StructEPNS_12Image_StructE
0x00431ff0:0x0043215f, _ZN3pov13Create_HFieldEv
0x00432160:0x00432224, _ZN3povL11Copy_HFieldEPNS_13Object_StructE
0x00432230:0x004322d2, _ZN3pov19Compute_HField_BBoxEPNS_13HField_StructE
0x004322e0:0x004322f6, _ZN3povL16Transform_HFieldEPNS_13Object_StructEPNS_16Transform_StructE
0x00432300:0x00432319, _ZN3povL12Scale_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00432320:0x00432322, _ZN3povL13Rotate_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00432330:0x00432332, _ZN3povL16Translate_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00432340:0x00432348, _ZN3pov20initialise_histogramEv
0x00432350:0x00432352, _ZN3pov17destroy_histogramEv
0x00432360:0x00432362, _ZN3pov20accumulate_histogramEiii
0x00432370:0x00432372, _ZN3pov15write_histogramEPc
0x00432380:0x004323ac, _ZN3povL9read_byteEPN8pov_base7IStreamE.constprop.3
0x004323c0:0x004323e4, _ZN3povL9read_wordEPN8pov_base7IStreamE.constprop.2
0x004323f0:0x00432e6e, _ZN3pov14Read_Iff_ImageEPNS_12Image_StructEPc
0x00432e80:0x004332d2, _ZN3povL16no_interpolationEPNS_12Image_StructEddPfPi
0x004332e0:0x00433337, _ZN3povL8bilinearEPddd
0x00433340:0x0043340e, _ZN3povL9norm_distEPddd
0x00433410:0x00433a1e, _ZN3povL6InterpEPNS_12Image_StructEddPfPi
0x00433a20:0x00433a35, _ZN3povL15image_colour_atEPNS_12Image_StructEddPfPi
0x00433a40:0x00433c37, _ZN3povL16planar_image_mapEPdPNS_12Image_StructES0_S0_.constprop.5
0x00433c40:0x004343a9, _ZN3povL3mapEPdPNS_14Pattern_StructES0_S0_.isra.1.constprop.2
0x004343b0:0x00434459, _ZN3pov9image_mapEPdPNS_14Pigment_StructEPf
0x00434460:0x004345a8, _ZN3pov12material_mapEPdPNS_14Texture_StructE
0x004345b0:0x00434d14, _ZN3pov8bump_mapEPdPNS_14Tnormal_StructES0_
0x00434d20:0x00434e83, _ZN3pov13image_patternEPdPNS_14Pattern_StructE
0x00434e90:0x0043500d, _ZN3pov15image_height_atEPNS_12Image_StructEii
0x00435010:0x00435180, _ZN3pov15is_image_opaqueEPNS_12Image_StructE
0x00435180:0x0043523f, _ZN3pov12Create_ImageEv
0x00435240:0x0043524d, _ZN3pov10Copy_ImageEPNS_12Image_StructE
0x00435250:0x0043556d, _ZN3pov13Destroy_ImageEPNS_12Image_StructE
0x00435570:0x00435572, _ZN3pov13Init_InteriorEPNS_15Interior_StructE
0x00435580:0x004355fc, _ZN3pov15Create_InteriorEv
0x00435600:0x00435673, _ZN3pov13Copy_InteriorEPNS_15Interior_StructE
0x00435680:0x0043568d, _ZN3pov21Copy_Interior_PointerEPNS_15Interior_StructE
0x00435690:0x004356c2, _ZN3pov16Destroy_InteriorEPNS_15Interior_StructE
0x004356d0:0x004356ea, _ZN3pov18Transform_InteriorEPNS_15Interior_StructEPNS_16Transform_StructE
0x004356f0:0x00435729, _ZN3pov15Create_MaterialEv
0x00435730:0x004357c3, _ZN3pov13Copy_MaterialEPNS_15Material_StructE
0x004357d0:0x00435812, _ZN3pov16Destroy_MaterialEPNS_15Material_StructE
0x00435820:0x00435825, _ZN3povL17Invert_IsoSurfaceEPNS_13Object_StructE
0x00435830:0x00435891, _ZN3pov15Copy_IsoSurfaceEPNS_13Object_StructE
0x004358a0:0x00435ba8, _ZN3pov18Destroy_IsoSurfaceEPNS_13Object_StructE
0x00435bb0:0x00435d55, _ZN3povL17Inside_IsoSurfaceEPdPNS_13Object_StructE
0x00435d60:0x0043628c, _ZN3povL17IsoSurface_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00436290:0x00436469, _ZN3pov17Create_IsoSurfaceEv
0x00436470:0x00436599, _ZN3pov23Compute_IsoSurface_BBoxEPNS_17IsoSurface_StructE
0x004365a0:0x004365e0, _ZN3povL20Transform_IsoSurfaceEPNS_13Object_StructEPNS_16Transform_StructE
0x004365e0:0x004365e5, _ZN3povL16Scale_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004365f0:0x004365f5, _ZN3povL17Rotate_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00436600:0x00436605, _ZN3povL20Translate_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00436610:0x004368dc, _ZN3pov31IsoSurface_Function_Find_Root_REPNS_17IsoSurface_StructEPNS_8ISO_PairES3_dddb
0x004368e0:0x00436e60, _ZN3pov29IsoSurface_Function_Find_RootEPNS_17IsoSurface_StructEPdS2_S2_S2_b
0x00436e60:0x00437911, _ZN3povL28All_IsoSurface_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00437920:0x00437925, _ZN3povL12Invert_LatheEPNS_13Object_StructE
0x00437930:0x004379a8, _ZN3povL13Destroy_LatheEPNS_13Object_StructE
0x004379b0:0x00437aeb, _ZN3povL13Lathe_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00437af0:0x00437cc7, _ZN3povL12Lathe_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00437cd0:0x00437f26, _ZN3povL12Inside_LatheEPdPNS_13Object_StructE
0x00437f30:0x00438041, _ZN3povL8test_hitEPNS_12Lathe_StructEPNS_10Ray_StructEPNS_13istack_structEddi.part.1
0x00438050:0x00438b25, _ZN3povL23All_Lathe_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00438b30:0x00438c2c, _ZN3pov12Create_LatheEv
0x00438c30:0x00438c79, _ZN3povL10Copy_LatheEPNS_13Object_StructE
0x00438c80:0x00438cee, _ZN3pov18Compute_Lathe_BBoxEPNS_12Lathe_StructE
0x00438cf0:0x00438d06, _ZN3povL15Transform_LatheEPNS_13Object_StructEPNS_16Transform_StructE
0x00438d10:0x00438d29, _ZN3povL11Scale_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00438d30:0x00438d32, _ZN3povL12Rotate_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00438d40:0x00438d42, _ZN3povL15Translate_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00438d50:0x004398cf, _ZN3pov13Compute_LatheEPNS_12Lathe_StructEPA2_d
0x004398d0:0x00439ad9, _ZN3povL17project_rectangleEPNS_14Project_StructEPdS2_S2_S2_Pi
0x00439ae0:0x0043a948, _ZN3povL14project_objectEPNS_14Project_StructEPNS_13Object_StructEiPdiS1_.part.0
0x0043a950:0x0043b087, _ZN3povL21project_bounding_slabEiPdPNS_14Project_StructEPPNS_24Project_Tree_Node_StructEPNS_16BBox_Tree_StructEiS2_
0x0043b090:0x0043b23a, _ZN3pov19Build_Light_BuffersEv
0x0043b240:0x0043b2d0, _ZN3pov21Destroy_Light_BuffersEv
0x0043b2d0:0x0043b53e, _ZN3pov20Intersect_Light_TreeEPNS_10Ray_StructEPNS_24Project_Tree_Node_StructEiiPNS_10istk_entryEPPNS_13Object_StructEPNS_19Light_Source_StructE
0x0043b540:0x0043b5b7, _ZN3pov30Promote_Local_Lights_RecursiveEPNS_22Compound_Object_StructEPNS_19Light_Source_StructE
0x0043b5c0:0x0043b640, _ZN3pov20Promote_Local_LightsEPNS_10CSG_StructE
0x0043b640:0x0043b69f, _ZN3pov24Check_Photon_Light_GroupEPNS_13Object_StructE
0x0043b6a0:0x0043b79e, _ZN3povL22Dispersion_Element_HueEPfii
0x0043b7a0:0x0043ba69, _ZN3povL19create_texture_listEPNS_10istk_entryEd
0x0043ba70:0x0043be9b, _ZN3povL22determine_reflectivityEPdPfS1_S1_iddPNS_10Ray_StructEPNS_15Interior_StructE
0x0043bea0:0x0043bfa4, _ZN3povL23do_light_ray_atmosphereEPNS_10Ray_StructEPNS_10istk_entryEPfi
0x0043bfb0:0x0043c1de, _ZN3povL7do_iridEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_Pf
0x0043c1e0:0x0043c48d, _ZN3povL7ReflectEPdPNS_10Ray_StructES0_S0_Pfd
0x0043c490:0x0043c5b8, _ZN3povL12Refract_GutsEPfdPdS1_S1_dPNS_10Ray_StructES3_dS1_
0x0043c5c0:0x0043ca3c, _ZN3povL8do_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pf
0x0043ca40:0x0043d005, _ZN3pov24Initialize_Lighting_CodeEv
0x0043d010:0x0043d1bc, _ZN3pov26Reinitialize_Lighting_CodeEiPPPNS_14Texture_StructEPPd
0x0043d1d0:0x0043d356, _ZN3pov10do_diffuseEPNS_13Finish_StructEPNS_10Ray_StructEPdPfS5_S5_d
0x0043d360:0x0043d654, _ZN3pov8do_phongEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_PfS5_S5_
0x0043d660:0x0043d984, _ZN3pov11do_specularEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_PfS5_S5_
0x0043d990:0x0043dc74, _ZN3pov22ResizeMediaMallocPoolsEl
0x0043dc80:0x0043de3a, _ZN3pov22ResizeLightMallocPoolsEl
0x0043de40:0x0043de61, _ZN3pov18InitComTexDataPoolEv
0x0043de70:0x0043dee3, _ZN3pov18FreeComTexDataPoolEv
0x0043def0:0x0043e3e1, _ZN3pov26Deinitialize_Lighting_CodeEv
0x0043e3f0:0x0043e472, _ZN3pov13NewComTexDataEv
0x0043e480:0x0043e4d9, _ZN3pov14FreeComTexDataEPNS_17ComTexData_StructE
0x0043e4e0:0x004402e0, _ZN3povL25compute_backtrace_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryE
0x004402e0:0x00442aa0, _ZN3povL23compute_lighted_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryE
0x00442aa0:0x00443a4a, _ZN3povL14do_texture_mapEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryEi
0x00443a50:0x00443f9e, _ZN3povL17filter_shadow_rayEPNS_10istk_entryEPNS_10Ray_StructEPf
0x00443fa0:0x00444049, _ZN3povL11do_blockingEPNS_10istk_entryEPNS_10Ray_StructEPfPNS_13istack_structE
0x00444050:0x00444527, _ZN3povL17block_point_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructEPf
0x00444530:0x00446098, _ZN3povL16block_area_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pfiiiii
0x004460a0:0x00446706, _ZN3povL18block_light_sourceEPNS_19Light_Source_StructEdPNS_10Ray_StructES3_PdPf
0x00446710:0x00446b30, _ZN3povL17Diffuse_One_LightEPNS_19Light_Source_StructEiPdPNS_13Finish_StructES2_PNS_10Ray_StructES2_PfS7_dPNS_13Object_StructE.isra.3
0x00446b30:0x00446c66, _ZN3pov11Test_ShadowEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pf
0x00446c70:0x0044710a, _ZN3pov25Determine_Apparent_ColourEPNS_10istk_entryEPfPNS_10Ray_StructEd
0x00447110:0x00447141, _ZN3pov5MZeroEPA4_d
0x00447150:0x00447187, _ZN3pov9MIdentityEPA4_d
0x00447190:0x0044739b, _ZN3pov7MTimesAEPA4_dS1_
0x004473a0:0x004475e1, _ZN3pov7MTimesBEPA4_dS1_
0x004475f0:0x00447845, _ZN3pov7MTimesCEPA4_dS1_S1_
0x00447850:0x004478c9, _ZN3pov10MTransposeEPA4_d
0x004478d0:0x004478fc, _ZN3pov10MTransposeEPA4_dS1_
0x00447900:0x0044798e, _ZN3pov11MTransPointEPdS0_PNS_16Transform_StructE
0x00447990:0x00447a21, _ZN3pov14MInvTransPointEPdS0_PNS_16Transform_StructE
0x00447a30:0x00447ab9, _ZN3pov15MTransDirectionEPdS0_PNS_16Transform_StructE
0x00447ac0:0x00447b4c, _ZN3pov18MInvTransDirectionEPdS0_PNS_16Transform_StructE
0x00447b50:0x00447bdc, _ZN3pov12MTransNormalEPdS0_PNS_16Transform_StructE
0x00447be0:0x00447c69, _ZN3pov15MInvTransNormalEPdS0_PNS_16Transform_StructE
0x00447c70:0x00447d36, _ZN3pov25Compute_Scaling_TransformEPNS_16Transform_StructEPd
0x00447d40:0x00447e13, _ZN3pov29Compute_Translation_TransformEPNS_16Transform_StructEPd
0x00447e20:0x00448232, _ZN3pov26Compute_Rotation_TransformEPNS_16Transform_StructEPd
0x00448240:0x0044825b, _ZN3pov18Compose_TransformsEPNS_16Transform_StructES1_
0x00448260:0x0044845e, _ZN3pov31Compute_Axis_Rotation_TransformEPNS_16Transform_StructEPdd
0x00448460:0x004485b5, _ZN3pov28Compute_Coordinate_TransformEPNS_16Transform_StructEPdS2_dd
0x004485c0:0x00448656, _ZN3pov16Create_TransformEv
0x00448660:0x00448683, _ZN3pov14Copy_TransformEPNS_16Transform_StructE
0x00448690:0x004486aa, _ZN3pov17Destroy_TransformEPNS_16Transform_StructE
0x004486b0:0x004486e6, _ZN3pov13Create_VectorEv
0x004486f0:0x00448719, _ZN3pov12Create_FloatEv
0x00448720:0x004488de, _ZN3pov8MInvers3EPA3_dS1_
0x004488e0:0x00448e76, _ZN3pov7MInversEPA4_dS1_
0x00448e80:0x00448ed0, _ZN3pov24Compute_Matrix_TransformEPNS_16Transform_StructEPA4_d
0x00448ed0:0x00448f01, _ZN3pov14Create_UV_VectEv
0x00448f10:0x00448f4b, _ZN3pov16Create_Vector_4DEv
0x00448f50:0x00448fb5, _ZN3pov13MTransUVPointEPdPA3_dS0_
0x00448fc0:0x0044913a, _ZN3pov11MSquareQuadEPA2_dPA3_d
0x00449140:0x00449166, _ZN3povL11compdoublesEPKvS1_
