0x000042b0:0x000049fb, main
0x00015e20:0x00015f2d, vsf_sysutil_setproctitle_init
0x00015f40:0x00015f42, vsf_sysutil_map_anon_pages_init
0x00015f50:0x00015f91, vsf_sysutil_map_anon_pages
0x00015fa0:0x00016065, vsf_sysutil_send_fd
0x00016070:0x00016173, vsf_sysutil_recv_fd
0x00016180:0x000162bc, vsf_insert_uwtmp
0x000162d0:0x000164e5, vsf_sysdep_check_auth
0x000164f0:0x00016505, vsf_remove_uwtmp
0x00016510:0x00016548, vsf_set_die_if_parent_dies
0x00016550:0x00016588, vsf_set_term_if_parent_dies
0x00016590:0x00016607, vsf_sysutil_fork_isolate_failok
0x00016610:0x00016689, vsf_sysutil_fork_isolate_all_failok
0x00016690:0x00016707, vsf_sysutil_fork_newnet
0x00016710:0x00016725, vsf_sysutil_getpid_nocache
0x00016730:0x000167cc, allow_nr_1_arg_mask
0x000167e0:0x0001683c, allow_nr
0x00016840:0x000168dc, allow_nr_1_arg_match
0x000168f0:0x000169d8, allow_nr_2_arg_match
0x000169e0:0x00016a5c, reject_nr
0x00016a60:0x00016b01, seccomp_sandbox_setup_base
0x00016b10:0x00016bb4, allow_nr_3_arg_match
0x00016bc0:0x00016cbf, seccomp_sandbox_setup_data_connections
0x00016cc0:0x00016cdc, seccomp_sandbox_init
0x00016ce0:0x00016e9c, seccomp_sandbox_setup_prelogin
0x00016eb0:0x0001731e, seccomp_sandbox_setup_postlogin
0x00017320:0x00017347, seccomp_sandbox_setup_postlogin_broker
0x00017350:0x00017765, seccomp_sandbox_lockdown
0x00017770:0x000177d5, __libc_csu_init
0x000177e0:0x000177e2, __libc_csu_fini
