0x00402240:0x00402286, __cxx_global_var_init
0x0041df90:0x0041e05e, _ZN3pov20Parse_Unknown_VectorEPdbPb
0x0041e060:0x0041e145, _ZN3pov18Parse_Scale_VectorEPd
0x0041e150:0x0041e7a2, _ZN3pov12Parse_ColourEPf
0x0041e7b0:0x0041eb82, _ZN3pov15Parse_Blend_MapEii
0x0041eb90:0x0041f353, _ZN3pov16Parse_Blend_ListEiPNS_16Blend_Map_StructEi
0x0041f360:0x0041f4b2, _ZN3pov26Parse_Item_Into_Blend_ListEi
0x0041f4c0:0x0041fa30, _ZN3pov16Parse_Colour_MapEv
0x0041fa30:0x0041fd70, _ZN3pov12Parse_SplineEv
0x0041fd70:0x0041fd8d, _ZN3pov22Init_Random_GeneratorsEv
0x0041fd90:0x0041fde7, _ZN3pov25Destroy_Random_GeneratorsEv
0x0041fdf0:0x0041ff05, _ZN3pov18Parse_Signed_FloatEv
0x0041ff10:0x0042010f, _ZN3povL13Parse_LogicalEPdPi
0x00420110:0x004201bf, _ZN3povL15Promote_ExpressEPdPii
0x004201c0:0x0042062e, _ZN3povL14Parse_Rel_TermEPdPi
0x00420630:0x00420775, _ZN3povL12Parse_InsideEv
0x00420780:0x004207ed, _ZN3povL19Parse_Vector_Param2EPdS0_
0x004207f0:0x0042084b, _ZN3povL18Parse_Vector_ParamEPd
0x00420850:0x004208da, _ZN3povL11stream_seedEi
0x004208e0:0x00420927, _ZN3povL11stream_randEi
0x00420930:0x00420c24, _ZN3povL11Parse_TraceEPd
0x00420c30:0x00420d54, _ZN3povL19Parse_Function_CallEv
0x00420d60:0x00420ed9, _ZN3povL26Parse_Vector_Function_CallEPdPi
0x00420ee0:0x0042108f, _ZN3povL17Parse_Spline_CallEPdPi
0x00421090:0x00421129, _ZN3povL10Parse_CallEv
0x00421130:0x0042132d, _ZN3povL14Parse_Num_TermEPdPi
0x00421330:0x00421369, _ZSt3maxIiERKT_S2_S2_
0x00421370:0x004213a0, _ZN3pov12VNormalizeEqEPd
0x004213a0:0x004215ac, _ZN3pov6FNCodeC2EPNS_12FunctionCodeEbPKc
0x004215b0:0x00421724, _ZN3pov6FNCode9ParameterEv
0x00421730:0x00421991, _ZN3pov6FNCode7CompileEPNS_14ExprNodeStructE
0x004219a0:0x00421ac1, _ZN3pov6FNCode19compile_instructionEjjjj
0x00421ad0:0x00421d88, _ZN3pov6FNCode18compile_parametersEv
0x00421d90:0x00422baa, _ZN3pov6FNCode17compile_recursiveEPNS_14ExprNodeStructE
0x00422bb0:0x00422c36, _ZN3pov6FNCode19compile_instructionEjjjjj
0x00422c40:0x00422ef5, _ZN3pov11FNCode_CopyEPNS_12FunctionCodeES1_
0x00422f00:0x004231b3, _ZN3pov13FNCode_DeleteEPNS_12FunctionCodeE
0x004231c0:0x004231e0, _ZN3pov6FNCode7SetFlagEjPc
0x004231e0:0x004232f8, _ZN3pov6FNCode19compile_push_resultEv
0x00423300:0x00423529, _ZN3pov6FNCode16compile_variableEPc
0x00423530:0x00423abb, _ZN3pov6FNCode14compile_memberEPc
0x00423ac0:0x00424807, _ZN3pov6FNCode12compile_callEPNS_14ExprNodeStructEjiPc
0x00424810:0x004248cb, _ZN3pov6FNCode18compile_pop_resultEj
0x004248d0:0x00424b4c, _ZN3pov6FNCode14compile_selectEPNS_14ExprNodeStructE
0x00424b50:0x00424ef1, _ZN3pov6FNCode27compile_float_function_callEPNS_14ExprNodeStructEjPc
0x00424f00:0x004252db, _ZN3pov6FNCode28compile_vector_function_callEPNS_14ExprNodeStructEjPc
0x004252e0:0x004257dc, _ZN3pov6FNCode14compile_seq_opEPNS_14ExprNodeStructEjd
0x004257e0:0x00425902, _ZN3pov6FNCode14compile_inlineEPNS_12FunctionCodeE
0x00425910:0x00425925, _ZN8pov_base11ITextStream4nameEv
0x00425930:0x00425969, _ZSt3minIiERKT_S2_S2_
0x00425970:0x004259a9, _ZSt3minIjERKT_S2_S2_
0x004259b0:0x00425c42, _ZN3pov12f_algbr_cyl1EPdj
0x00425c50:0x00425ee9, _ZN3pov12f_algbr_cyl2EPdj
0x00425ef0:0x00426180, _ZN3pov12f_algbr_cyl3EPdj
0x00426180:0x00426422, _ZN3pov12f_algbr_cyl4EPdj
0x00426430:0x00426550, _ZN3pov8f_bicornEPdj
0x00426550:0x00426650, _ZN3pov9f_bifoliaEPdj
0x00426650:0x004267c0, _ZN3pov6f_blobEPdj
0x004267c0:0x004268d3, _ZN3pov7f_blob2EPdj
0x004268e0:0x00426c8d, _ZN3pov13f_boy_surfaceEPdj
0x00426c90:0x00426ed9, _ZN3pov7f_commaEPdj
0x00426ee0:0x00427070, _ZN3pov18f_cross_ellipsoidsEPdj
0x00427070:0x00427105, _ZN3pov16f_crossed_troughEPdj
0x00427110:0x004271d1, _ZN3pov14f_cubic_saddleEPdj
0x004271e0:0x00427340, _ZN3pov9f_cushionEPdj
0x00427340:0x00427462, _ZN3pov14f_devils_curveEPdj
0x00427470:0x004276f7, _ZN3pov17f_devils_curve_2dEPdj
0x00427700:0x00427a69, _ZN3pov14f_dupin_cyclidEPdj
0x00427a70:0x00427afc, _ZN3pov11f_ellipsoidEPdj
0x00427b00:0x00427ca0, _ZN3pov9f_enneperEPdj
0x00427ca0:0x00427e1e, _ZN3pov14f_flange_coverEPdj
0x00427e20:0x00427f23, _ZN3pov16f_folium_surfaceEPdj
0x00427f30:0x004281d9, _ZN3pov19f_folium_surface_2dEPdj
0x004281e0:0x004282b3, _ZN3pov6f_globEPdj
0x004282c0:0x0042840b, _ZN3pov7f_heartEPdj
0x00428410:0x004286f3, _ZN3pov15f_helical_torusEPdj
0x00428700:0x00428ac0, _ZN3pov8f_helix1EPdj
0x00428ac0:0x00428d22, _ZN3pov8f_helix2EPdj
0x00428d30:0x00428f66, _ZN3pov7f_hex_xEPdj
0x00428f70:0x004291d7, _ZN3pov7f_hex_yEPdj
0x004291e0:0x00429462, _ZN3pov11f_hetero_mfEPdj
0x00429470:0x004295dd, _ZN3pov14f_hunt_surfaceEPdj
0x004295e0:0x0042978b, _ZN3pov18f_hyperbolic_torusEPdj
0x00429790:0x00429920, _ZN3pov18f_isect_ellipsoidsEPdj
0x00429920:0x00429a2b, _ZN3pov20f_kampyle_of_eudoxusEPdj
0x00429a30:0x00429cbd, _ZN3pov23f_kampyle_of_eudoxus_2dEPdj
0x00429cc0:0x00429e51, _ZN3pov14f_klein_bottleEPdj
0x00429e60:0x00429f8f, _ZN3pov19f_kummer_surface_v1EPdj
0x00429f90:0x0042a104, _ZN3pov19f_kummer_surface_v2EPdj
0x0042a110:0x0042a1ed, _ZN3pov22f_lemniscate_of_geronoEPdj
0x0042a1f0:0x0042a47d, _ZN3pov25f_lemniscate_of_gerono_2dEPdj
0x0042a480:0x0042a9bd, _ZN3pov7f_mesh1EPdj
0x0042a9c0:0x0042aac3, _ZN3pov7f_mitreEPdj
0x0042aad0:0x0042aba9, _ZN3pov13f_nodal_cubicEPdj
0x0042abb0:0x0042ad10, _ZN3pov5f_oddEPdj
0x0042ad10:0x0042ae4b, _ZN3pov18f_ovals_of_cassiniEPdj
0x0042ae50:0x0042af00, _ZN3pov12f_paraboloidEPdj
0x0042af00:0x0042b0a2, _ZN3pov17f_parabolic_torusEPdj
0x0042b0b0:0x0042b0fe, _ZN3pov4f_phEPdj
0x0042b100:0x0042b1e6, _ZN3pov8f_pillowEPdj
0x0042b1f0:0x0042b2e4, _ZN3pov10f_piriformEPdj
0x0042b2f0:0x0042b592, _ZN3pov13f_piriform_2dEPdj
0x0042b5a0:0x0042b6ad, _ZN3pov7f_poly4EPdj
0x0042b6b0:0x0042b8ae, _ZN3pov11f_polytubesEPdj
0x0042b8b0:0x0042ba3f, _ZN3pov9f_quantumEPdj
0x0042ba40:0x0042bb0e, _ZN3pov20f_quartic_paraboloidEPdj
0x0042bb10:0x0042bbde, _ZN3pov16f_quartic_saddleEPdj
0x0042bbe0:0x0042bcf5, _ZN3pov18f_quartic_cylinderEPdj
0x0042bd00:0x0042bd56, _ZN3pov3f_rEPdj
0x0042bd60:0x0042c054, _ZN3pov7f_ridgeEPdj
0x0042c060:0x0042c3f9, _ZN3pov11f_ridged_mfEPdj
0x0042c400:0x0042c716, _ZN3pov13f_rounded_boxEPdj
0x0042c720:0x0042c7a8, _ZN3pov8f_sphereEPdj
0x0042c7b0:0x0042c987, _ZN3pov8f_spikesEPdj
0x0042c990:0x0042ca88, _ZN3pov11f_spikes_2dEPdj
0x0042ca90:0x0042cd9b, _ZN3pov8f_spiralEPdj
0x0042cda0:0x0042cea8, _ZN3pov16f_steiners_romanEPdj
0x0042ceb0:0x0042cfc7, _ZN3pov11f_strophoidEPdj
0x0042cfd0:0x0042d26b, _ZN3pov14f_strophoid_2dEPdj
0x0042d270:0x0042d372, _ZN3pov16f_superellipsoidEPdj
0x0042d380:0x0042d3ab, _ZN3pov4f_thEPdj
0x0042d3b0:0x0042d466, _ZN3pov7f_torusEPdj
0x0042d470:0x0042d61b, _ZN3pov8f_torus2EPdj
0x0042d620:0x0042d758, _ZN3pov15f_torus_gumdropEPdj
0x0042d760:0x0042d810, _ZN3pov10f_umbrellaEPdj
0x0042d810:0x0042d8e6, _ZN3pov17f_witch_of_agnesiEPdj
0x0042d8f0:0x0042db61, _ZN3pov20f_witch_of_agnesi_2dEPdj
0x0042db70:0x0042dbc1, _ZN3pov9f_noise3dEPdj
0x0042dbd0:0x0042dc7a, _ZN3pov9f_patternEPdj
0x0042dc80:0x0042dcff, _ZN3pov17f_noise_generatorEPdj
0x0042dd00:0x0042de4a, _ZN3pov9f_pigmentEPdjj
0x0042de50:0x0042df39, _ZN3pov11f_transformEPdjj
0x0042df40:0x0042e076, _ZN3pov8f_splineEPdjj
0x0042e080:0x0042e0a5, _ZSt4fmodIdiEN9__gnu_cxx11__promote_2IT_T0_NS0_9__promoteIS2_Xsr3std12__is_integerIS2_EE7__valueEE6__typeENS4_IS3_Xsr3std12__is_integerIS3_EE7__valueEE6__typeEE6__typeES2_S3_
0x0042e0b0:0x0042e0c4, _ZN3pov8math_intEd
0x0042e0d0:0x0042e0f2, _ZN3pov8math_divEdd
0x0042e100:0x0042e188, _ZN3pov11POVFPU_InitEv
0x0042e190:0x0042e256, _ZN3pov17POVFPU_NewContextEv
0x0042e260:0x0042e3e0, _ZN3pov18POVFPU_AddConstantEd
0x0042e3e0:0x0042e4d3, _ZN3pov16POVFPU_TerminateEv
0x0042e4e0:0x0042e749, _ZN3pov12POVFPU_ResetEv
0x0042e750:0x0042e80d, _ZN3pov15POVFPU_SetLocalEjd
0x0042e810:0x0042e85b, _ZN3pov15POVFPU_GetLocalEj
0x0042e860:0x0042e94e, _ZN3pov16POVFPU_SetGlobalEjd
0x0042e950:0x0042e993, _ZN3pov16POVFPU_GetGlobalEj
0x0042e9a0:0x0042e9ec, _ZN3pov18POVFPU_GetFunctionEj
0x0042e9f0:0x0042ea62, _ZN3pov30POVFPU_GetFunctionAndReferenceEj
0x0042ea70:0x0042ec49, _ZN3pov18POVFPU_AddFunctionEPNS_12FunctionCodeE
0x0042ec50:0x0042eedb, _ZN3pov21POVFPU_RemoveFunctionEj
0x0042eee0:0x0042f13a, _ZN3pov16POVFPU_ExceptionEjPKc
0x0042f150:0x0042f176, _ZN3pov20POVFPU_SwitchContextEPNS_17FPUContext_StructE
0x0042f180:0x00435f0c, _ZN3pov17POVFPU_RunDefaultEj
0x00435f10:0x00435f49, _ZSt3maxIjERKT_S2_S2_
0x00435f50:0x00435f7c, _ZN3pov24FNSyntax_ParseExpressionEv
0x00435f80:0x00436120, _ZN3pov10parse_exprEv
0x00436120:0x00436b67, _ZN3pov13optimise_exprEPNS_14ExprNodeStructE
0x00436b70:0x00436ba9, _ZN3pov26FNSyntax_GetTrapExpressionEj
0x00436bb0:0x00436c47, _ZN3pov13new_expr_nodeEii
0x00436c50:0x00436db1, _ZN3pov25FNSyntax_DeleteExpressionEPNS_14ExprNodeStructE
0x00436dc0:0x00437043, _ZN3pov14expr_get_tokenEv
0x00437050:0x00437067, _ZN3pov9expr_noopERPNS_14ExprNodeStructEii
0x00437070:0x004372d2, _ZN3pov9expr_growERPNS_14ExprNodeStructEii
0x004372e0:0x00437477, _ZN3pov9expr_callERPNS_14ExprNodeStructEii
0x00437480:0x00437540, _ZN3pov8expr_putERPNS_14ExprNodeStructEii
0x00437540:0x004375b1, _ZN3pov8expr_newERPNS_14ExprNodeStructEii
0x004375c0:0x004375e6, _ZN3pov8expr_retERPNS_14ExprNodeStructEii
0x004375f0:0x004376dc, _ZN3pov8expr_errERPNS_14ExprNodeStructEii
0x004376f0:0x0043779a, _ZN3pov30left_subtree_has_variable_exprEPNS_14ExprNodeStructE
0x004377a0:0x00437e3c, _ZN3pov13optimise_callEPNS_14ExprNodeStructE
0x00437e40:0x00437eea, _ZN3pov31right_subtree_has_variable_exprEPNS_14ExprNodeStructE
0x00437ef0:0x004382a9, _ZN3pov9dump_exprEP8_IO_FILEPNS_14ExprNodeStructE
0x004382b0:0x0043937b, _ZN3povL28All_Parametric_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00439380:0x00439390, _ZN3povL17Inside_ParametricEPdPNS_13Object_StructE
0x00439390:0x004395be, _ZN3povL17Parametric_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004395c0:0x00439603, _ZN3povL18Parametric_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00439610:0x004396c9, _ZN3pov15Copy_ParametricEPNS_13Object_StructE
0x004396d0:0x004396f7, _ZN3povL20Translate_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00439700:0x00439727, _ZN3povL17Rotate_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00439730:0x00439757, _ZN3povL16Scale_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00439760:0x004397b4, _ZN3povL20Transform_ParametricEPNS_13Object_StructEPNS_16Transform_StructE
0x004397c0:0x004397ca, _ZN3povL17Invert_ParametricEPNS_13Object_StructE
0x004397d0:0x0043984c, _ZN3pov18Destroy_ParametricEPNS_13Object_StructE
0x00439850:0x004399b1, _ZN3pov23Compute_Parametric_BBoxEPNS_17Parametric_StructE
0x004399c0:0x00439bff, _ZN3pov17Create_ParametricEv
0x00439c00:0x00439c39, _ZN3pov18Copy_PrecompParValEPNS_23PrecompParValues_StructE
0x00439c40:0x00439ddb, _ZN3pov21Destroy_PrecompParValEPNS_23PrecompParValues_StructE
0x00439de0:0x0043a06c, _ZN3pov28Precompute_Parametric_ValuesEPNS_17Parametric_StructEci
0x0043a070:0x0043a4c8, _ZN3povL15Precomp_Par_IntEidddd
0x0043a4d0:0x0043a596, _ZN3pov8IntervalEddddPdS0_
0x0043a5a0:0x0043a5b8, _ZN3pov16Decrease_CounterERx
0x0043a5c0:0x0043a777, _ZN3pov29Evaluate_Function_Interval_UVEjdPdS0_dRdS1_
0x0043a780:0x0043a7c1, _ZN3pov20Evaluate_Function_UVEjPd
0x0043a7d0:0x0043aa7b, _ZN3pov14Create_FractalEv
0x0043aa80:0x0043ada0, _ZN3pov13SetUp_FractalEPNS_14Fractal_StructE
0x0043ada0:0x0043aed1, _ZN3pov24Allocate_Iteration_StackEi
0x0043aee0:0x0043b126, _ZN3povL20Compute_Fractal_BBoxEPNS_14Fractal_StructE
0x0043b130:0x0043b22c, _ZN3pov20Free_Iteration_StackEv
0x0043b230:0x0043b9a1, _ZN3povL25All_Fractal_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0043b9b0:0x0043ba63, _ZN3povL14Inside_FractalEPdPNS_13Object_StructE
0x0043ba70:0x0043ba9e, _ZN3povL14Fractal_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0043baa0:0x0043baeb, _ZN3povL12Copy_FractalEPNS_13Object_StructE
0x0043baf0:0x0043bb17, _ZN3povL17Translate_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043bb20:0x0043bb47, _ZN3povL14Rotate_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043bb50:0x0043bb77, _ZN3povL13Scale_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043bb80:0x0043bbd7, _ZN3povL17Transform_FractalEPNS_13Object_StructEPNS_16Transform_StructE
0x0043bbe0:0x0043bbfd, _ZN3povL14Invert_FractalEPNS_13Object_StructE
0x0043bc00:0x0043bc3f, _ZN3povL15Destroy_FractalEPNS_13Object_StructE
0x0043bc40:0x0043bcc0, _ZN3pov10VAddScaledEPdPKddS2_
0x0043bcc0:0x0043bd80, _ZN3pov17push_normal_entryEdPdS0_PNS_13Object_StructEPNS_13istack_structE
0x0043bd80:0x0043bdcb, _ZN3pov16Destroy_FunctionEPj
0x0043bdd0:0x0043be33, _ZN3pov13Copy_FunctionEPj
0x0043be40:0x0043bee2, _ZN3pov14Parse_FunctionEv
0x0043bef0:0x0043bf88, _ZN3pov21Parse_FunctionContentEv
0x0043bf90:0x0043c424, _ZN3pov21Parse_DeclareFunctionEPiPKcb
0x0043c430:0x0043c6c3, _ZN3pov16Iteration_HComplEPdPNS_14Fractal_StructE
0x0043c6d0:0x0043ca58, _ZN3pov18D_Iteration_HComplEPdPNS_14Fractal_StructES0_
0x0043ca60:0x0043ce21, _ZN3pov18Normal_Calc_HComplEPdiPNS_14Fractal_StructE
0x0043ce30:0x0043ce7e, _ZN3pov14F_Bound_HComplEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0043ce80:0x0043d11b, _ZN3pov19Iteration_HCompl_z3EPdPNS_14Fractal_StructE
0x0043d120:0x0043d4ab, _ZN3pov21D_Iteration_HCompl_z3EPdPNS_14Fractal_StructES0_
0x0043d4b0:0x0043d824, _ZN3pov21Normal_Calc_HCompl_z3EPdiPNS_14Fractal_StructE
0x0043d830:0x0043d863, _ZN3pov17F_Bound_HCompl_z3EPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0043d870:0x0043daa1, _ZN3pov27Iteration_HCompl_ReciprocalEPdPNS_14Fractal_StructE
0x0043dab0:0x0043dc90, _ZN3povL11HReciprocalEPdS0_S0_S0_dddd
0x0043dc90:0x0043dfa6, _ZN3pov29D_Iteration_HCompl_ReciprocalEPdPNS_14Fractal_StructES0_
0x0043dfb0:0x0043e4cf, _ZN3pov29Normal_Calc_HCompl_ReciprocalEPdiPNS_14Fractal_StructE
0x0043e4d0:0x0043e503, _ZN3pov25F_Bound_HCompl_ReciprocalEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0043e510:0x0043e73c, _ZN3pov21Iteration_HCompl_FuncEPdPNS_14Fractal_StructE
0x0043e740:0x0043e878, _ZN3povL5HFuncEPdS0_S0_S0_ddddPNS_14Fractal_StructE
0x0043e880:0x0043eb94, _ZN3pov23D_Iteration_HCompl_FuncEPdPNS_14Fractal_StructES0_
0x0043eba0:0x0043eedb, _ZN3pov23Normal_Calc_HCompl_FuncEPdiPNS_14Fractal_StructE
0x0043eee0:0x0043ef13, _ZN3pov19F_Bound_HCompl_FuncEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0043ef20:0x0043ef99, _ZN3pov12Complex_MultEPNS_5cmplxES1_S1_
0x0043efa0:0x0043f09f, _ZN3pov11Complex_DivEPNS_5cmplxES1_S1_
0x0043f0a0:0x0043f123, _ZN3pov11Complex_ExpEPNS_5cmplxES1_
0x0043f130:0x0043f1b1, _ZN3pov11Complex_SinEPNS_5cmplxES1_
0x0043f1c0:0x0043f241, _ZN3pov12Complex_SinhEPNS_5cmplxES1_
0x0043f250:0x0043f2f0, _ZN3pov11Complex_CosEPNS_5cmplxES1_
0x0043f2f0:0x0043f371, _ZN3pov12Complex_CoshEPNS_5cmplxES1_
0x0043f380:0x0043f40b, _ZN3pov10Complex_LnEPNS_5cmplxES1_
0x0043f410:0x0043f52f, _ZN3pov12Complex_SqrtEPNS_5cmplxES1_
0x0043f530:0x0043f62d, _ZN3pov12Complex_ASinEPNS_5cmplxES1_
0x0043f630:0x0043f6e5, _ZN3pov12Complex_ACosEPNS_5cmplxES1_
0x0043f6f0:0x0043f76d, _ZN3pov13Complex_ASinhEPNS_5cmplxES1_
0x0043f770:0x0043f7f1, _ZN3pov13Complex_ACoshEPNS_5cmplxES1_
0x0043f800:0x0043f9ca, _ZN3pov13Complex_ATanhEPNS_5cmplxES1_
0x0043f9d0:0x0043fc58, _ZN3pov12Complex_ATanEPNS_5cmplxES1_
0x0043fc60:0x0043fd27, _ZN3pov11Complex_TanEPNS_5cmplxES1_
0x0043fd30:0x0043fdf7, _ZN3pov12Complex_TanhEPNS_5cmplxES1_
0x0043fe00:0x0043ff0e, _ZN3pov13Complex_PowerEPNS_5cmplxES1_S1_
0x0043ff10:0x0043ff3d, _ZN3pov11Complex_PwrEPNS_5cmplxES1_
0x0043ff40:0x004401a1, _ZN3povL24All_HField_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004401b0:0x00440666, _ZN3povL13Inside_HFieldEPdPNS_13Object_StructE
0x00440670:0x00440dd0, _ZN3povL13HField_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00440dd0:0x00440ea7, _ZN3povL11Copy_HFieldEPNS_13Object_StructE
0x00440eb0:0x00440ed7, _ZN3povL16Translate_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00440ee0:0x00440f07, _ZN3povL13Rotate_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00440f10:0x00440f37, _ZN3povL12Scale_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00440f40:0x00440f73, _ZN3povL16Transform_HFieldEPNS_13Object_StructEPNS_16Transform_StructE
0x00440f80:0x00440f9c, _ZN3povL13Invert_HFieldEPNS_13Object_StructE
0x00440fa0:0x004412b9, _ZN3povL14Destroy_HFieldEPNS_13Object_StructE
0x004412c0:0x0044153d, _ZN3pov14Compute_HFieldEPNS_13HField_StructEPNS_12Image_StructE
0x00441540:0x004418e0, _ZN3povL19smooth_height_fieldEPNS_13HField_StructEii
0x004418e0:0x00441f81, _ZN3povL19build_hfield_blocksEPNS_13HField_StructE
0x00441f90:0x00442216, _ZN3pov13Create_HFieldEv
0x00442220:0x004422a8, _ZN3pov19Compute_HField_BBoxEPNS_13HField_StructE
0x004422b0:0x00442b8f, _ZN3povL15block_traversalEPNS_10Ray_StructEPNS_13HField_StructEPdRPNS_13istack_structERS1_RdS9_
0x00442b90:0x00443526, _ZN3povL15intersect_pixelEiiPNS_10Ray_StructEPNS_13HField_StructEddRPNS_13istack_structERS1_RdS8_
0x00443530:0x00444499, _ZN3povL13dda_traversalEPNS_10Ray_StructEPNS_13HField_StructEPdPNS_19HField_Block_StructERPNS_13istack_structERS1_RdSB_
0x004444a0:0x004446af, _ZN3povL17add_single_normalEPPtiiiiiiiiPd
0x004446b0:0x00444734, _ZN3povL9normalizeEPdS0_
0x00444740:0x0044477d, _ZSt3minItERKT_S2_S2_
0x00444780:0x004447bd, _ZSt3maxItERKT_S2_S2_
0x004447c0:0x004447ce, _ZN3pov20initialise_histogramEv
0x004447d0:0x004447d6, _ZN3pov17destroy_histogramEv
0x004447e0:0x00444804, _ZN3pov20accumulate_histogramEiii
0x00444810:0x00444822, _ZN3pov15write_histogramEPc
0x00444830:0x0044557c, _ZN3pov14Read_Iff_ImageEPNS_12Image_StructEPc
0x00445580:0x004455b9, _ZN3povL17Read_Chunk_HeaderEPN8pov_base7IStreamEPNS_19Chunk_Header_StructE
0x004455c0:0x00445620, _ZN3povL9read_longEPN8pov_base7IStreamE
0x00445620:0x00445639, _ZN3povL9iff_errorEv
0x00445650:0x00445683, _ZN3povL9read_wordEPN8pov_base7IStreamE
0x00445690:0x004456bf, _ZN3povL9read_byteEPN8pov_base7IStreamE
0x004456c0:0x00445704, _ZN8pov_base7IStream9Read_ByteEv
0x00445710:0x004457ba, _ZN3pov9image_mapEPdPNS_14Pigment_StructEPf
0x004457c0:0x00445b6f, _ZN3povL3mapEPdPNS_14Pattern_StructES0_S0_
0x00445b70:0x00445be3, _ZN3povL15image_colour_atEPNS_12Image_StructEddPfPi
0x00445bf0:0x00445d60, _ZN3pov12material_mapEPdPNS_14Texture_StructE
0x00445d60:0x004464c5, _ZN3pov8bump_mapEPdPNS_14Tnormal_StructES0_
0x004464d0:0x004466ea, _ZN3pov13image_patternEPdPNS_14Pattern_StructE
0x004466f0:0x004469e6, _ZN3pov15image_height_atEPNS_12Image_StructEii
0x004469f0:0x00446c6a, _ZN3pov15is_image_opaqueEPNS_12Image_StructE
0x00446c70:0x00446d9e, _ZN3pov12Create_ImageEv
0x00446da0:0x00446dc4, _ZN3pov10Copy_ImageEPNS_12Image_StructE
0x00446dd0:0x0044735c, _ZN3pov13Destroy_ImageEPNS_12Image_StructE
0x00447360:0x0044799e, _ZN3povL16no_interpolationEPNS_12Image_StructEddPfPi
0x004479a0:0x00448068, _ZN3povL6InterpEPNS_12Image_StructEddPfPi
0x00448070:0x00448127, _ZN3povL8bilinearEPddd
0x00448130:0x00448272, _ZN3povL9norm_distEPddd
0x00448280:0x0044857a, _ZN3povL16planar_image_mapEPdPNS_12Image_StructES0_S0_
0x00448580:0x004487bf, _ZN3povL19spherical_image_mapEPdPNS_12Image_StructES0_S0_
0x004487c0:0x00448a15, _ZN3povL21cylindrical_image_mapEPdPNS_12Image_StructES0_S0_
0x00448a20:0x00448c6d, _ZN3povL15torus_image_mapEPdPNS_12Image_StructES0_S0_
0x00448c70:0x00448c9f, _ZN3pov14Make_UV_VectorEPddd
0x00448ca0:0x00448caa, _ZN3pov13Init_InteriorEPNS_15Interior_StructE
0x00448cb0:0x00448d6d, _ZN3pov15Create_InteriorEv
0x00448d70:0x00448dde, _ZN3pov13Copy_InteriorEPNS_15Interior_StructE
0x00448de0:0x00448e04, _ZN3pov21Copy_Interior_PointerEPNS_15Interior_StructE
0x00448e10:0x00448e71, _ZN3pov16Destroy_InteriorEPNS_15Interior_StructE
0x00448e80:0x00448ec6, _ZN3pov18Transform_InteriorEPNS_15Interior_StructEPNS_16Transform_StructE
0x00448ed0:0x00448f2e, _ZN3pov15Create_MaterialEv
0x00448f30:0x00448fca, _ZN3pov13Copy_MaterialEPNS_15Material_StructE
0x00448fd0:0x00449036, _ZN3pov16Destroy_MaterialEPNS_15Material_StructE
0x00449040:0x004498fa, _ZN3povL28All_IsoSurface_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00449900:0x00449b11, _ZN3povL17Inside_IsoSurfaceEPdPNS_13Object_StructE
0x00449b20:0x00449eb7, _ZN3povL17IsoSurface_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00449ec0:0x00449f5c, _ZN3pov15Copy_IsoSurfaceEPNS_13Object_StructE
0x00449f60:0x00449f87, _ZN3povL20Translate_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00449f90:0x00449fb7, _ZN3povL17Rotate_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00449fc0:0x00449fe7, _ZN3povL16Scale_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00449ff0:0x0044a044, _ZN3povL20Transform_IsoSurfaceEPNS_13Object_StructEPNS_16Transform_StructE
0x0044a050:0x0044a06c, _ZN3povL17Invert_IsoSurfaceEPNS_13Object_StructE
0x0044a070:0x0044a560, _ZN3pov18Destroy_IsoSurfaceEPNS_13Object_StructE
0x0044a560:0x0044a876, _ZN3pov17Create_IsoSurfaceEv
0x0044a880:0x0044a9e1, _ZN3pov23Compute_IsoSurface_BBoxEPNS_17IsoSurface_StructE
