0x004027f0:0x0040299f, S_require_tie_mod
0x00458750:0x004588d8, Perl_pad_fixup_inner_anons
0x004588e0:0x00458b37, Perl_pad_push
0x00458b40:0x00458be5, Perl_padlist_store
0x00458bf0:0x00458c3c, Perl_newPADNAMELIST
0x00458c40:0x00458c53, Perl_padnamelist_fetch
0x00458c60:0x00458ca5, Perl_newPADNAMEpvn
0x00458cb0:0x00458ce4, Perl_newPADNAMEouter
0x00458cf0:0x00458e19, Perl_padname_free
0x00458e20:0x004593ac, Perl_cv_undef_flags
0x004593b0:0x004593b7, Perl_cv_undef
0x004593c0:0x0045973c, Perl_pad_add_weakref
0x00459740:0x0045994f, Perl_padnamelist_free
0x00459950:0x00459bbb, Perl_padnamelist_store
0x00459bc0:0x00459dfc, Perl_pad_new
0x00459e00:0x0045a7ca, S_cv_clone_pad
0x0045a7d0:0x0045a9c9, S_cv_clone
0x0045a9d0:0x0045abac, Perl_cv_clone
0x0045abc0:0x0045adb1, Perl_cv_clone_into
0x0045adc0:0x0045af23, Perl_pad_alloc
0x0045af30:0x0045b6ec, S_pad_findlex
0x0045b6f0:0x0045b840, Perl_pad_findmy_pvn
0x0045b840:0x0045b8b4, Perl_find_rundefsvoffset
0x0045b8c0:0x0045b97d, Perl_find_rundefsv
0x0045b980:0x0045ba3d, Perl_find_rundefsv2
0x0045ba40:0x0045bba0, Perl_pad_findmy_pv
0x0045bba0:0x0045bd30, Perl_pad_findmy_sv
0x0045bd30:0x0045bfd9, Perl_pad_tidy
0x0045bfe0:0x0045c46a, Perl_pad_add_name_pvn
0x0045c470:0x0045c4a7, Perl_pad_add_name_pv
0x0045c4b0:0x0045c52e, Perl_pad_add_name_sv
0x0045c530:0x0045c8ec, Perl_pad_add_anon
0x0045c8f0:0x0045c8f3, Perl_nothreadhook
0x0045c900:0x0045c984, read_e_script
0x0045c990:0x0045ca2c, S_Internals_V
0x0045ca30:0x0045cb67, S_my_exit_jump
0x0045cb70:0x0045cc0d, S_incpush_if_exists
0x0045cc10:0x0045cf1f, S_incpush
0x0045cf20:0x0045cf74, S_incpush_0
0x0045cf80:0x0045cf9f, Perl_sys_init
0x0045cfa0:0x0045cfbf, Perl_sys_init3
0x0045cfc0:0x0045cfd5, Perl_sys_term
0x0045cfe0:0x0045d014, perl_alloc
0x0045d020:0x0045d035, perl_free
0x0045d040:0x0045d0a7, Perl_call_atexit
0x0045d0b0:0x0045d0d4, Perl_get_sv
0x0045d0e0:0x0045d13b, Perl_get_av
0x0045d140:0x0045d19b, Perl_get_hv
0x0045d1a0:0x0045d204, Perl_get_cvn_flags
0x0045d210:0x0045d289, Perl_get_cv
0x0045d290:0x0045d918, Perl_call_sv
0x0045d920:0x0045d98a, Perl_call_pv
0x0045d990:0x0045d9e6, Perl_call_method
0x0045d9f0:0x0045db17, Perl_call_argv
0x0045db20:0x0045dfaa, Perl_eval_sv
0x0045dfb0:0x0045e153, Perl_eval_pv
0x0045e160:0x0045e2ed, Perl_require_pv
0x0045e2f0:0x0045e2f2, Perl_my_unexec
0x0045e300:0x0045e375, Perl_doing_taint
0x0045e380:0x0045e41e, Perl_init_dbargs
0x0045e420:0x0045e742, Perl_init_debugger
0x0045e750:0x0045e849, Perl_init_stacks
0x0045e850:0x0045ee4e, perl_construct
0x0045ee50:0x0045efa8, Perl_populate_isa
0x0045efb0:0x0045f1cf, Perl_init_argv_symbols
0x0045f1d0:0x0045f432, S_init_postdump_symbols
0x0045f440:0x0045f932, Perl_call_list
0x0045f940:0x00461274, perl_destruct
0x00461280:0x00461302, Perl_my_exit
0x00461310:0x0046137f, S_minus_v
0x00461380:0x004613d3, S_usage
0x004613e0:0x0046230f, Perl_moreswitches
0x00462310:0x00463c13, perl_parse
0x00463c20:0x0046402a, perl_run
0x00464030:0x004640ac, Perl_my_failure_exit
0x004640b0:0x004640ef, Perl_xs_boot_epilog
0x004640f0:0x00464130, PerlIOUtf8_pushed
0x00464130:0x00464133, PerlIOBase_noop_ok
0x00464140:0x00464148, PerlIOBase_noop_fail
0x00464150:0x00464176, PerlIOBase_eof
0x00464180:0x004641a6, PerlIOBase_error
0x004641b0:0x004641c6, PerlIOBase_setlinebuf
0x004641d0:0x004641d9, S_lockcnt_dec
0x004641e0:0x004641e8, PerlIOUnix_fileno
0x004641f0:0x004641fc, PerlIOStdio_get_base
0x00464200:0x00464210, PerlIOStdio_get_bufsiz
0x00464210:0x0046421c, PerlIOStdio_get_ptr
0x00464220:0x00464230, PerlIOStdio_get_cnt
0x00464230:0x0046428a, PerlIOBuf_get_base
0x00464290:0x004642df, PerlIOBuf_popped
0x004642e0:0x004642f2, PerlIOUnix_tell
0x00464300:0x00464317, PerlIOStdio_error
0x00464320:0x00464337, PerlIOStdio_seek
0x00464340:0x0046434c, PerlIOStdio_tell
0x00464350:0x00464374, PerlIOStdio_flush
0x00464380:0x00464397, PerlIOStdio_eof
0x004643a0:0x004643ac, PerlIOStdio_clearerr
0x004643b0:0x004643c5, PerlIOStdio_setlinebuf
0x004643d0:0x00464414, PerlIOUnix_seek
0x00464420:0x00464581, PerlIOUnix_read
0x00464590:0x00464593, PerlIOBase_popped
0x004645a0:0x004645e4, PerlIOStdio_fileno
0x004645f0:0x0046485a, PerlIOBase_read_0
0x00464860:0x00464964, PerlIOStdio_write
0x00464970:0x00464a8d, PerlIOStdio_fill
0x00464a90:0x00464c25, PerlIOStdio_read
0x00464c30:0x00464d48, PerlIOUnix_write
0x00464d50:0x00464e8d, PerlIOPending_pushed
0x00464e90:0x00464ece, PerlIOBuf_get_ptr
0x00464ed0:0x00464f1e, PerlIOBuf_bufsiz
0x00464f20:0x00464f8a, PerlIOBuf_set_ptrcnt
0x00464f90:0x00464ff1, PerlIOBuf_get_cnt
0x00465000:0x00465006, perlsio_binmode
0x00465010:0x0046509a, PerlIO_intmode2str
0x004650a0:0x004650d8, PerlIO_debug
0x004650e0:0x0046516e, XS_PerlIO__Layer__NoWarnings
0x00465170:0x004652f4, PerlIOUnix_close
0x00465300:0x004653ca, PerlIOPending_flush
0x004653d0:0x004654ab, PerlIOBase_binmode
0x004654b0:0x0046556a, PerlIOCrlf_binmode
0x00465570:0x004655e1, PerlIO_allocate
0x004655f0:0x0046560f, PerlIO_list_alloc
0x00465610:0x004656b2, PerlIO_list_free
0x004656c0:0x00465746, PerlIO_list_push
0x00465750:0x00465839, PerlIO_clone_list
0x00465840:0x00465842, PerlIO_clone
0x00465850:0x004658df, PerlIO_pop
0x004658e0:0x004659fb, PerlIO_get_layers
0x00465a00:0x00465bb2, PerlIO_find_layer
0x00465bc0:0x00465e2c, XS_PerlIO__Layer__find
0x00465e30:0x00465e71, PerlIO_tab_sv
0x00465e80:0x00465f45, PerlIO_define_layer
0x00465f50:0x0046620b, PerlIO_parse_layers
0x00466210:0x0046629e, PerlIO_default_buffer
0x004662a0:0x004662ad, PerlIO_arg_fetch
0x004662b0:0x00466324, PerlIO_layer_fetch
0x00466330:0x00466b43, PerlIO_default_layers
0x00466b50:0x00466b80, Perl_boot_core_PerlIO
0x00466b80:0x004673f3, PerlIO_default_layer
0x00467400:0x0046754c, PerlIO_push
0x00467560:0x004677f7, PerlIO_apply_layera
0x00467800:0x00467aea, PerlIO_apply_layers
0x00467af0:0x00467e72, PerlIO_binmode
0x00467e80:0x00467eca, Perl_PerlIO_fileno
0x00467ed0:0x00467f5c, PerlIOBase_fileno
0x00467f60:0x00468232, PerlIOCrlf_pushed
0x00468240:0x0046849b, PerlIOBuf_pushed
0x004684a0:0x0046853c, Perl_PerlIO_read
0x00468540:0x0046859d, Perl_PerlIO_write
0x004685a0:0x004685fa, Perl_PerlIO_seek
0x00468600:0x0046865d, Perl_PerlIO_tell
0x00468660:0x00468701, Perl_PerlIO_flush
0x00468710:0x004687d8, PerlIOPop_pushed
0x004687e0:0x0046892b, PerlIORaw_pushed
0x00468930:0x00468a25, PerlIOBuf_seek
0x00468a30:0x00468acb, PerlIOBuf_tell
0x00468ad0:0x00468ae0, PerlIOPending_fill
0x00468ae0:0x00468b54, PerlIOPending_seek
0x00468b60:0x00468bbe, PerlIOPending_set_ptrcnt
0x00468bc0:0x00468d57, PerlIOStdio_close
0x00468d60:0x00468eb6, PerlIO_destruct
0x00468ec0:0x00468f91, PerlIOBuf_close
0x00468fa0:0x0046913d, PerlIO_cleantable
0x00469140:0x004692cc, PerlIOPending_close
0x004692d0:0x00469448, Perl_PerlIO_close
0x00469450:0x00469b3c, PerlIOBase_open
0x00469b40:0x00469ec7, PerlIOBuf_open
0x00469ed0:0x00469f7a, PerlIO__close
0x00469f80:0x00469ff1, PerlIOBase_flush_linebuf
0x0046a000:0x0046a05a, Perl_PerlIO_fill
0x0046a060:0x0046a092, PerlIO_isutf8
0x0046a0a0:0x0046a0f2, Perl_PerlIO_eof
0x0046a100:0x0046a152, Perl_PerlIO_error
0x0046a160:0x0046a1e4, Perl_PerlIO_clearerr
0x0046a1f0:0x0046a272, PerlIOBase_clearerr
0x0046a280:0x0046a2d0, Perl_PerlIO_setlinebuf
0x0046a2d0:0x0046a2fb, PerlIO_has_base
0x0046a300:0x0046a33b, PerlIO_fast_gets
0x0046a340:0x0046a373, PerlIO_has_cntptr
0x0046a380:0x0046a3ab, PerlIO_canset_cnt
0x0046a3b0:0x0046a405, Perl_PerlIO_get_base
0x0046a410:0x0046a5ae, PerlIOBuf_unread
0x0046a5b0:0x0046a6e7, Perl_PerlIO_unread
0x0046a6f0:0x0046a849, PerlIOStdio_unread
0x0046a850:0x0046ab23, PerlIOBase_unread
0x0046ab30:0x0046ad46, PerlIOBuf_write
0x0046ad50:0x0046af62, PerlIOCrlf_unread
0x0046af70:0x0046b0f9, PerlIOCrlf_get_cnt
0x0046b100:0x0046b199, PerlIOCrlf_set_ptrcnt
0x0046b1a0:0x0046b2f3, PerlIOCrlf_write
0x0046b300:0x0046b384, PerlIOBuf_read
0x0046b390:0x0046b5fb, PerlIOBuf_flush
0x0046b600:0x0046b61c, PerlIOCrlf_flush
0x0046b620:0x0046ba15, PerlIOBuf_fill
0x0046ba20:0x0046bc6f, PerlIOPending_read
0x0046bc70:0x0046bccd, Perl_PerlIO_get_bufsiz
0x0046bcd0:0x0046bd25, Perl_PerlIO_get_ptr
0x0046bd30:0x0046bd8d, Perl_PerlIO_get_cnt
0x0046bd90:0x0046bdf0, Perl_PerlIO_set_cnt
0x0046bdf0:0x0046be40, Perl_PerlIO_set_ptrcnt
0x0046be40:0x0046bea7, PerlIO_modestr
0x0046beb0:0x0046bfca, PerlIOBase_pushed
0x0046bfd0:0x0046c17b, PerlIOStdio_pushed
0x0046c180:0x0046c1cb, PerlIOBase_read
0x0046c1d0:0x0046c267, PerlIOBase_close
0x0046c270:0x0046c283, PerlIO_sv_dup
0x0046c290:0x0046c584, PerlIOBase_dup
0x0046c590:0x0046c71d, PerlIO_fdupopen
0x0046c720:0x0046c8aa, PerlIOUnix_dup
0x0046c8c0:0x0046cbb4, PerlIOBuf_dup
0x0046cbc0:0x0046cbc2, PerlIO_init
0x0046cbd0:0x0046ccda, PerlIOUnix_refcnt_inc
0x0046ccf0:0x0046cea0, PerlIOStdio_dup
0x0046cea0:0x0046d1d4, PerlIOUnix_pushed
0x0046d1e0:0x0046d6cc, PerlIOStdio_open
0x0046d6d0:0x0046d75e, PerlIOUnix_refcnt_dec
0x0046d770:0x0046d7e6, PerlIOUnix_refcnt
0x0046d7f0:0x0046d9f2, PerlIO_cleanup
0x0046da00:0x0046da3a, PerlIO_teardown
0x0046da40:0x0046db45, PerlIOUnix_oflags
0x0046db50:0x0046de55, PerlIOUnix_open
0x0046de60:0x0046de97, PerlIOStdio_mode
0x0046dea0:0x0046e00d, PerlIO_importFILE
0x0046e010:0x0046e019, PerlIOStdio_set_ptrcnt
0x0046e020:0x0046e265, PerlIO_exportFILE
0x0046e270:0x0046e556, PerlIO_findFILE
0x0046e560:0x0046e68c, PerlIO_releaseFILE
0x0046e6a0:0x0046e6b0, PerlIO_getname
0x0046e6c0:0x0046e79a, PerlIO_getc
0x0046e7a0:0x0046e924, PerlIO_ungetc
0x0046e930:0x0046e9bf, PerlIO_putc
0x0046e9c0:0x0046ea32, PerlIO_puts
0x0046ea40:0x0046eb50, PerlIO_rewind
0x0046eb50:0x0046ec72, PerlIO_vprintf
0x0046ec80:0x0046ed39, PerlIO_printf
0x0046ed40:0x0046ed5b, Perl_PerlIO_save_errno
0x0046ed60:0x0046ed7b, Perl_PerlIO_restore_errno
0x0046ed80:0x0046ee2a, Perl_PerlIO_context_layers
0x0046ee30:0x0046f0dd, PerlIO_openn_0
0x0046f0e0:0x0046f144, PerlIO_stdstreams
0x0046f150:0x0046f7dd, PerlIO_resolve_layers
0x0046f7e0:0x0046f817, PerlIO_tmpfile
0x0046f820:0x0046f830, PerlIO_fdopen
0x0046f830:0x0046f88b, PerlIO_open
0x0046f890:0x0046f908, Perl_PerlIO_stdin
0x0046f910:0x0046f988, Perl_PerlIO_stdout
0x0046f990:0x0046fa08, Perl_PerlIO_stderr
0x0046fa10:0x0046fb45, PerlIO_stdoutf
0x0046fb50:0x0046ffef, PerlIO_openn
0x0046fff0:0x00470057, PerlIO_reopen
0x00470060:0x0047013e, PerlIO_setpos
0x00470140:0x004701e1, PerlIO_getpos
0x004701f0:0x004702aa, Perl_noperl_die
0x004702b0:0x00470498, xs_init
0x004704a0:0x0047062b, S_clear_yystack
0x00470630:0x00473198, Perl_yyparse
0x004731a0:0x00473919, S_do_chomp
0x00473920:0x00473c7a, S_scomplement
0x00473c80:0x00473cf5, Perl_pp_stub
0x00473d00:0x00473fc8, Perl_pp_padav
0x00473fd0:0x00474235, Perl_pp_padhv
0x00474240:0x00474299, Perl_pp_padcv
0x004742a0:0x004742c1, Perl_pp_introcv
0x004742d0:0x00474381, Perl_pp_clonecv
0x00474390:0x004748d0, Perl_pp_rv2gv
0x004748d0:0x00474a70, Perl_softref2xv
0x00474a70:0x00474d81, Perl_pp_rv2sv
0x00474d90:0x00474e50, Perl_pp_av2arylen
0x00474e50:0x00474f82, Perl_pp_pos
0x00474f90:0x0047505c, Perl_pp_rv2cv
0x00475060:0x004751e8, Perl_pp_prototype
0x004751f0:0x00475275, Perl_pp_anoncode
0x00475280:0x0047533d, Perl_pp_srefgen
0x00475340:0x00475600, Perl_pp_refgen
0x00475600:0x0047568d, Perl_pp_ref
0x00475690:0x0047589a, Perl_pp_bless
0x004758a0:0x00475c82, Perl_pp_gelem
0x00475c90:0x00475d65, Perl_pp_study
0x00475d70:0x00475f21, Perl_pp_trans
0x00475f30:0x00475fad, Perl_pp_schop
0x00475fb0:0x004760d7, Perl_pp_chop
0x004760e0:0x00476535, Perl_pp_undef
0x00476540:0x00476747, Perl_pp_postinc
0x00476750:0x00476c3e, Perl_pp_pow
0x00476c40:0x00477033, Perl_pp_multiply
0x00477040:0x004773de, Perl_pp_divide
0x004773e0:0x0047792e, Perl_pp_modulo
0x00477930:0x00478011, Perl_pp_repeat
0x00478020:0x00478445, Perl_pp_subtract
0x00478450:0x004785af, Perl_pp_left_shift
0x004785b0:0x0047870f, Perl_pp_right_shift
0x00478710:0x004789ca, Perl_pp_lt
0x004789d0:0x00478c9b, Perl_pp_gt
0x00478ca0:0x00478f6a, Perl_pp_le
0x00478f70:0x0047921a, Perl_pp_ge
0x00479220:0x004794aa, Perl_pp_ne
0x004794b0:0x004796b1, Perl_do_ncmp
0x004796c0:0x0047996c, Perl_pp_ncmp
0x00479970:0x00479a3d, Perl_pp_sle
0x00479a40:0x00479ab2, Perl_pp_seq
0x00479ac0:0x00479b32, Perl_pp_sne
0x00479b40:0x00479bd2, Perl_pp_scmp
0x00479be0:0x00479e58, Perl_pp_bit_and
0x00479e60:0x00479fcf, Perl_pp_nbit_and
0x00479fd0:0x0047a072, Perl_pp_sbit_and
0x0047a080:0x0047a3a0, Perl_pp_bit_or
0x0047a3a0:0x0047a59f, Perl_pp_nbit_or
0x0047a5a0:0x0047a672, Perl_pp_sbit_or
0x0047a680:0x0047a9d2, Perl_pp_negate
0x0047a9e0:0x0047ab03, Perl_pp_not
0x0047ab10:0x0047ac22, Perl_pp_complement
0x0047ac30:0x0047ad12, Perl_pp_ncomplement
0x0047ad20:0x0047ad9a, Perl_pp_scomplement
0x0047ada0:0x0047aebd, Perl_pp_i_multiply
0x0047aec0:0x0047b017, Perl_pp_i_divide
0x0047b020:0x0047b17a, Perl_pp_i_modulo
0x0047b180:0x0047b2ed, Perl_pp_i_add
0x0047b2f0:0x0047b45d, Perl_pp_i_subtract
0x0047b460:0x0047b511, Perl_pp_i_lt
0x0047b520:0x0047b5d1, Perl_pp_i_gt
0x0047b5e0:0x0047b691, Perl_pp_i_le
0x0047b6a0:0x0047b751, Perl_pp_i_ge
0x0047b760:0x0047b811, Perl_pp_i_eq
0x0047b820:0x0047b8d1, Perl_pp_i_ne
0x0047b8e0:0x0047b9f8, Perl_pp_i_ncmp
0x0047ba00:0x0047bc52, Perl_pp_i_negate
0x0047bc60:0x0047bd4a, Perl_pp_atan2
0x0047bd50:0x0047bf02, Perl_pp_sin
0x0047bf10:0x0047c04b, Perl_pp_rand
0x0047c050:0x0047c1f6, Perl_pp_srand
0x0047c200:0x0047c434, Perl_pp_int
0x0047c440:0x0047c602, Perl_pp_abs
0x0047c610:0x0047c8a7, Perl_pp_oct
0x0047c8b0:0x0047ca09, Perl_pp_length
0x0047ca10:0x0047cb4a, Perl_translate_substr_offsets
0x0047cb50:0x0047d46e, Perl_pp_substr
0x0047d470:0x0047d621, Perl_pp_vec
0x0047d630:0x0047dd48, Perl_pp_index
0x0047dd50:0x0047de3d, Perl_pp_sprintf
0x0047de40:0x0047dfdc, Perl_pp_ord
0x0047dfe0:0x0047e5c2, Perl_pp_chr
0x0047e5d0:0x0047e5dc, Perl_pp_crypt
0x0047e5e0:0x0047ecaf, Perl_pp_ucfirst
0x0047ecb0:0x0047f29a, Perl_pp_uc
0x0047f2a0:0x0047f6d3, Perl_pp_lc
0x0047f6e0:0x0047fcd3, Perl_pp_quotemeta
0x0047fce0:0x004801b4, Perl_pp_fc
0x004801c0:0x004806ef, Perl_pp_aslice
0x004806f0:0x004809d7, Perl_pp_kvaslice
0x004809e0:0x00480b6f, Perl_pp_aeach
0x00480b70:0x00480d1f, Perl_pp_akeys
0x00480d20:0x00480e10, Perl_pp_each
0x00480e10:0x00480f3f, Perl_pp_rkeys
0x00480f40:0x0048183f, Perl_pp_delete
0x00481840:0x004819fc, Perl_pp_exists
0x00481a00:0x00481db0, Perl_pp_hslice
0x00481db0:0x0048206f, Perl_pp_kvhslice
0x00482070:0x004820ec, Perl_pp_list
0x004820f0:0x0048237e, Perl_pp_lslice
0x00482380:0x00482432, Perl_pp_anonlist
0x00482440:0x004825e5, Perl_pp_anonhash
0x004825f0:0x00483017, Perl_pp_splice
0x00483020:0x00483342, Perl_pp_push
0x00483350:0x004834a8, Perl_pp_shift
0x004834b0:0x00483764, Perl_pp_unshift
0x00483770:0x00483ca8, Perl_pp_reverse
0x00483cb0:0x00485597, Perl_pp_split
0x004855a0:0x004855d5, Perl_pp_once
0x004855e0:0x0048568d, Perl_pp_lock
0x00485690:0x004856dc, Perl_unimplemented_op
0x004856e0:0x004864ed, Perl_pp_coreargs
0x004864f0:0x00486599, Perl_pp_runcv
0x004865a0:0x00486b77, Perl_pp_refassign
0x00486b80:0x00486f57, Perl_pp_lvref
0x00486f60:0x004872e5, Perl_pp_lvrefslice
0x004872f0:0x00487357, Perl_pp_lvavref
0x00487360:0x004873ac, Perl_pp_anonconst
0x004873b0:0x00487c41, S_return_lvalues
0x00487c50:0x00487f3b, S_dofindlabel
0x00487f40:0x0048894e, S_run_user_filter
0x00488950:0x00488aef, S_docatch
0x00488af0:0x00488c6b, S_matcher_matches_sv
0x00488c70:0x00488d5d, S_try_yyparse
0x00488d60:0x00489731, S_doeval
0x00489740:0x00489b9f, Perl_dounwind_0
0x00489ba0:0x0048a026, S_unwind_loop
0x0048a030:0x0048a174, S_check_type_and_open
0x0048a180:0x0048a311, S_doopen_pm
0x0048a320:0x0048baa0, S_do_smartmatch
0x0048baa0:0x0048bab2, Perl_pp_regcreset
0x0048bac0:0x0048bdcf, Perl_pp_regcomp
0x0048bdd0:0x0048befe, Perl_rxres_save
0x0048bf00:0x0048c887, Perl_pp_substcont
0x0048c8a0:0x0048e5c5, Perl_pp_formline
0x0048e5d0:0x0048e8df, Perl_pp_grepstart
0x0048e8e0:0x0048ef13, Perl_pp_mapwhile
0x0048ef20:0x0048f0e7, Perl_pp_range
0x0048f0f0:0x0048f507, Perl_pp_flip
0x0048f510:0x0048fe69, Perl_pp_flop
0x0048fe70:0x0048ff02, Perl_dowantarray
0x0048ff10:0x0048ffa2, Perl_block_gimme
0x0048ffb0:0x0049003e, Perl_is_lvalue_sub
0x00490040:0x004900d1, Perl_was_lvalue_sub
0x004900e0:0x004900f2, Perl_dounwind
0x00490100:0x004901a3, Perl_qerror
0x004901b0:0x004906ff, Perl_die_unwind
0x00490700:0x004909c2, Perl_pp_xor
0x004909d0:0x00490c08, Perl_caller_cx
0x00490c10:0x00490d31, Perl_pp_wantarray
0x00490d40:0x00491511, Perl_pp_caller
0x00491520:0x004915f3, Perl_pp_reset
0x00491600:0x0049197a, Perl_pp_dbstate
0x00491980:0x00491adc, Perl_pp_enter
0x00491af0:0x00491d0f, Perl_pp_leave
0x00491d10:0x004924dd, Perl_pp_enteriter
0x004924e0:0x0049267c, Perl_pp_enterloop
0x00492690:0x0049292f, Perl_pp_leaveloop
0x00492930:0x0049338b, Perl_pp_return
0x00493390:0x00493602, Perl_pp_leavesublv
0x00493610:0x00493abe, Perl_pp_last
0x00493ac0:0x00493b71, Perl_pp_next
0x00493b80:0x00493c92, Perl_pp_redo
0x00493ca0:0x00494d6d, Perl_pp_goto
0x00494d70:0x00494df4, Perl_pp_exit
0x00494e00:0x00494f70, Perl_find_runcv
0x00494f70:0x004950bb, Perl_find_runcv_where
0x004950c0:0x0049692f, Perl_pp_require
0x00496930:0x0049698d, Perl_pp_hintseval
0x00496990:0x0049719e, Perl_pp_entereval
0x004971a0:0x004976b8, Perl_pp_leaveeval
0x004976c0:0x00497787, Perl_delete_eval_scope
0x00497790:0x00497a45, Perl_create_eval_scope
0x00497a50:0x00497cf5, Perl_pp_entertry
0x00497d00:0x00497f8a, Perl_pp_leavetry
0x00497f90:0x00498225, Perl_pp_entergiven
0x00498230:0x0049838b, Perl_pp_leavegiven
0x00498390:0x0049839b, Perl_pp_smartmatch
0x004983a0:0x00498694, Perl_pp_enterwhen
0x004986a0:0x004989d3, Perl_pp_leavewhen
0x004989e0:0x00498abe, Perl_pp_continue
0x00498ac0:0x00498be8, Perl_pp_break
0x00498bf0:0x00498d11, S_pushav
0x00498d20:0x0049912d, S_opmethod_stash
0x00499130:0x0049917c, Perl_pp_const
0x00499180:0x00499207, Perl_pp_nextstate
0x00499210:0x004992d2, Perl_pp_gvsv
0x004992e0:0x004992eb, Perl_pp_null
0x004992f0:0x0049933f, Perl_pp_pushmark
0x00499340:0x0049938b, Perl_pp_stringify
0x00499390:0x00499420, Perl_pp_gv
0x00499420:0x0049956d, Perl_pp_and
0x00499570:0x00499899, Perl_pp_sassign
0x004998a0:0x004999ea, Perl_pp_cond_expr
0x004999f0:0x00499aab, Perl_pp_unstack
0x00499ab0:0x00499f3d, Perl_pp_concat
0x00499f40:0x0049a15a, Perl_pp_padrange
0x0049a160:0x0049a21a, Perl_pp_eq
0x0049a220:0x0049a32a, Perl_pp_preinc
0x0049a330:0x0049a46c, Perl_pp_or
0x0049a470:0x0049a69d, Perl_pp_defined
0x0049a6a0:0x0049aab5, Perl_pp_add
0x0049aac0:0x0049abf9, Perl_pp_aelemfast
0x0049ac00:0x0049ac6e, Perl_pp_join
0x0049ac70:0x0049acb8, Perl_pp_pushre
0x0049acc0:0x0049b17c, Perl_pp_print
0x0049b180:0x0049b693, Perl_pp_rv2av
0x0049b6a0:0x0049c231, Perl_pp_aassign
0x0049c240:0x0049c3fd, Perl_pp_qr
0x0049c400:0x0049cda2, Perl_pp_match
0x0049cdb0:0x0049d8df, Perl_do_readline
0x0049d8e0:0x0049dbdd, Perl_pp_readline
0x0049dbe0:0x0049dc94, S_softref2xv_lite
0x0049dca0:0x0049e1b6, Perl_pp_iter
0x0049e1c0:0x0049f162, Perl_pp_subst
0x0049f170:0x0049f56f, Perl_pp_grepwhile
0x0049f570:0x0049f9d9, Perl_pp_leavesub
0x0049f9e0:0x004a05f0, Perl_pp_entersub
0x004a05f0:0x004a0631, Perl_sub_crush_depth
0x004a0640:0x004a080c, Perl_vivify_ref
0x004a0810:0x004a08c1, Perl_pp_padsv
0x004a08d0:0x004a0d09, Perl_pp_helem
0x004a0d10:0x004a1a48, Perl_pp_multideref
0x004a1a50:0x004a1de1, Perl_pp_aelem
0x004a1df0:0x004a2257, Perl_pp_method
0x004a2260:0x004a27f4, Perl_pp_method_named
0x004a2800:0x004a29a7, Perl_pp_method_super
0x004a29b0:0x004a2b42, Perl_pp_method_redir
0x004a2b50:0x004a2d22, Perl_pp_method_redir_super
0x004a2d30:0x004a2e4b, doencodes
0x004a2e50:0x004a30cf, S_utf8_to_bytes
0x004a30d0:0x004a3370, marked_upgrade
0x004a3370:0x004a3426, S_sv_check_infnan
0x004a3430:0x004a35d9, S_utf8_to_bytes_0
0x004a35e0:0x004a40e8, S_group_end
0x004a40f0:0x004a4958, S_next_symbol
0x004a4960:0x004a4cb9, S_measure_struct
0x004a4cc0:0x004aaa4b, S_unpack_rec
0x004aaa50:0x004b1b5a, S_pack_rec
0x004b1b60:0x004b1d2c, Perl_unpackstring
0x004b1d30:0x004b1ec1, Perl_pp_unpack
0x004b1ed0:0x004b1fb0, Perl_packlist
0x004b1fb0:0x004b217a, Perl_pp_pack
0x004b2180:0x004b2191, cmp_desc
0x004b21a0:0x004b2b83, S_mergesortsv
0x004b2b90:0x004b2c10, S_sv_i_ncmp
0x004b2c10:0x004b2d69, S_sortcv
0x004b2d70:0x004b2e6f, S_amagic_cmp
0x004b2e70:0x004b2f82, S_sv_ncmp
0x004b2f90:0x004b307f, S_amagic_ncmp
0x004b3080:0x004b31cf, S_sortcv_xsub
0x004b31d0:0x004b33ef, S_sortcv_stacked
0x004b33f0:0x004b356a, S_amagic_i_ncmp
0x004b3570:0x004b5957, S_qsortsv
0x004b5960:0x004b5967, Perl_sortsv
0x004b5970:0x004b5985, Perl_sortsv_flags
0x004b5990:0x004b6b44, Perl_pp_sort
0x004b6b50:0x004b7265, S_gmtime64_r
0x004b7270:0x004b7539, Perl_tied_method_0
0x004b7550:0x004b773f, S_doform
0x004b7740:0x004b7a81, S_try_amagic_ftest
0x004b7a90:0x004b7e53, Perl_pp_backtick
0x004b7e60:0x004b812d, Perl_pp_glob
0x004b8130:0x004b8147, Perl_pp_rcatline
0x004b8150:0x004b8420, Perl_pp_warn
0x004b8420:0x004b8726, Perl_pp_die
0x004b8730:0x004b8b98, Perl_tied_method
0x004b8ba0:0x004b8e69, Perl_pp_open
0x004b8e70:0x004b8fda, Perl_pp_close
0x004b8fe0:0x004b8ff1, Perl_pp_pipe_op
0x004b9000:0x004b9182, Perl_pp_fileno
0x004b9190:0x004b9245, Perl_pp_umask
0x004b9250:0x004b94fe, Perl_pp_binmode
0x004b9500:0x004b9be7, Perl_pp_tie
0x004b9bf0:0x004b9ed1, Perl_pp_untie
0x004b9ee0:0x004b9fe5, Perl_pp_tied
0x004b9ff0:0x004ba312, Perl_pp_dbmopen
0x004ba320:0x004bab2e, Perl_pp_sselect
0x004bab30:0x004bab6e, Perl_setdefout
0x004bab70:0x004bae15, Perl_pp_select
0x004bae20:0x004bb1be, Perl_pp_getc
