0x004022c0:0x004022f5, _GLOBAL__sub_I_userio.cpp
0x00429650:0x004296db, _ZN3pov11f_transformEPdjj
0x004296e0:0x004297a9, _ZN3pov8f_splineEPdjj
0x004297b0:0x004297b9, _ZN3pov8math_intEd
0x004297c0:0x004297cd, _ZN3pov8math_divEdd
0x004297d0:0x00429a63, _ZN3pov11POVFPU_InitEv
0x00429a70:0x00429ae4, _ZN3pov17POVFPU_NewContextEv
0x00429af0:0x00429bd7, _ZN3pov18POVFPU_AddConstantEd
0x00429be0:0x00429c88, _ZN3pov16POVFPU_TerminateEv
0x00429c90:0x00429e88, _ZN3pov12POVFPU_ResetEv
0x00429e90:0x00429efe, _ZN3pov15POVFPU_SetLocalEjd
0x00429f00:0x00429f1c, _ZN3pov15POVFPU_GetLocalEj
0x00429f20:0x00429fab, _ZN3pov16POVFPU_SetGlobalEjd
0x00429fb0:0x00429fcb, _ZN3pov16POVFPU_GetGlobalEj
0x00429fd0:0x00429ff9, _ZN3pov18POVFPU_GetFunctionEj
0x0042a000:0x0042a035, _ZN3pov30POVFPU_GetFunctionAndReferenceEj
0x0042a040:0x0042a1bf, _ZN3pov18POVFPU_AddFunctionEPNS_12FunctionCodeE
0x0042a1c0:0x0042a315, _ZN3pov21POVFPU_RemoveFunctionEj
0x0042a320:0x0042a395, _ZN3pov16POVFPU_ExceptionEjPKc
0x0042a3a0:0x0042a3af, _ZN3pov20POVFPU_SwitchContextEPNS_17FPUContext_StructE
0x0042a3b0:0x0042e9ce, _ZN3pov17POVFPU_RunDefaultEj
0x0042e9d0:0x0042e9e6, _ZN3pov24FNSyntax_ParseExpressionEv
0x0042e9f0:0x0042eb24, _ZN3pov10parse_exprEv
0x0042eb30:0x0042eff7, _ZN3pov13optimise_exprEPNS_14ExprNodeStructE
0x0042f000:0x0042f03a, _ZN3pov26FNSyntax_GetTrapExpressionEj
0x0042f040:0x0042f078, _ZN3pov13new_expr_nodeEii
0x0042f080:0x0042f1b5, _ZN3pov25FNSyntax_DeleteExpressionEPNS_14ExprNodeStructE
0x0042f1c0:0x0042f270, _ZN3pov14expr_get_tokenEv
0x0042f270:0x0042f273, _ZN3pov9expr_noopERPNS_14ExprNodeStructEii
0x0042f280:0x0042f42f, _ZN3pov9expr_growERPNS_14ExprNodeStructEii
0x0042f430:0x0042f565, _ZN3pov9expr_callERPNS_14ExprNodeStructEii
0x0042f570:0x0042f605, _ZN3pov8expr_putERPNS_14ExprNodeStructEii
0x0042f610:0x0042f63a, _ZN3pov8expr_newERPNS_14ExprNodeStructEii
0x0042f640:0x0042f64a, _ZN3pov8expr_retERPNS_14ExprNodeStructEii
0x0042f650:0x0042f6a3, _ZN3pov8expr_errERPNS_14ExprNodeStructEii
0x0042f6b0:0x0042f6f1, _ZN3pov30left_subtree_has_variable_exprEPNS_14ExprNodeStructE
0x0042f700:0x0042f98a, _ZN3pov13optimise_callEPNS_14ExprNodeStructE
0x0042f990:0x0042f9d1, _ZN3pov31right_subtree_has_variable_exprEPNS_14ExprNodeStructE
0x0042f9e0:0x0042fb9b, _ZN3pov9dump_exprEP8_IO_FILEPNS_14ExprNodeStructE
0x0042fba0:0x00430794, _ZN3povL28All_Parametric_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x004307a0:0x004307a3, _ZN3povL17Inside_ParametricEPdPNS_13Object_StructE
0x004307b0:0x00430abf, _ZN3povL17Parametric_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00430ac0:0x00430ad6, _ZN3povL18Parametric_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x00430ae0:0x00430c35, _ZN3pov15Copy_ParametricEPNS_13Object_StructE
0x00430c40:0x00430c45, _ZN3povL20Translate_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00430c50:0x00430c55, _ZN3povL17Rotate_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00430c60:0x00430c65, _ZN3povL16Scale_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00430c70:0x00430d5a, _ZN3povL20Transform_ParametricEPNS_13Object_StructEPNS_16Transform_StructE
0x00430d60:0x00430d61, _ZN3povL17Invert_ParametricEPNS_13Object_StructE
0x00430d70:0x00430dbd, _ZN3pov18Destroy_ParametricEPNS_13Object_StructE
0x00430dc0:0x00430e72, _ZN3pov23Compute_Parametric_BBoxEPNS_17Parametric_StructE
0x00430e80:0x00430f69, _ZN3pov17Create_ParametricEv
0x00430f70:0x00430f82, _ZN3pov18Copy_PrecompParValEPNS_23PrecompParValues_StructE
0x00430f90:0x00431083, _ZN3pov21Destroy_PrecompParValEPNS_23PrecompParValues_StructE
0x00431090:0x00431268, _ZN3pov28Precompute_Parametric_ValuesEPNS_17Parametric_StructEci
0x00431270:0x004315c5, _ZN3povL15Precomp_Par_IntEidddd
0x004315d0:0x00431611, _ZN3pov8IntervalEddddPdS0_
0x00431620:0x00431807, _ZN3pov29Evaluate_Function_Interval_UVEjdPdS0_dRdS1_
0x00431810:0x00431917, _ZN3pov14Create_FractalEv
0x00431920:0x00431c1d, _ZN3pov13SetUp_FractalEPNS_14Fractal_StructE
0x00431c20:0x00431ce5, _ZN3pov24Allocate_Iteration_StackEi
0x00431cf0:0x00431db2, _ZN3pov20Free_Iteration_StackEv
0x00431dc0:0x0043244e, _ZN3povL25All_Fractal_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00432450:0x00432495, _ZN3povL14Inside_FractalEPdPNS_13Object_StructE
0x004324a0:0x004324b8, _ZN3povL14Fractal_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x004324c0:0x004325f6, _ZN3povL12Copy_FractalEPNS_13Object_StructE
0x00432600:0x00432605, _ZN3povL17Translate_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00432610:0x00432615, _ZN3povL14Rotate_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00432620:0x00432625, _ZN3povL13Scale_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00432630:0x0043275d, _ZN3povL17Transform_FractalEPNS_13Object_StructEPNS_16Transform_StructE
0x00432760:0x00432768, _ZN3povL14Invert_FractalEPNS_13Object_StructE
0x00432770:0x00432790, _ZN3povL15Destroy_FractalEPNS_13Object_StructE
0x00432790:0x004327b5, _ZN3pov16Destroy_FunctionEPj
0x004327c0:0x004327fb, _ZN3pov13Copy_FunctionEPj
0x00432800:0x00432886, _ZN3pov14Parse_FunctionEv
0x00432890:0x0043290c, _ZN3pov21Parse_FunctionContentEv
0x00432910:0x00432c73, _ZN3pov21Parse_DeclareFunctionEPiPKcb
0x00432c80:0x00432dc8, _ZN3pov16Iteration_HComplEPdPNS_14Fractal_StructE
0x00432dd0:0x00432fe1, _ZN3pov18D_Iteration_HComplEPdPNS_14Fractal_StructES0_
0x00432ff0:0x00433186, _ZN3pov18Normal_Calc_HComplEPdiPNS_14Fractal_StructE
0x00433190:0x004331a1, _ZN3pov14F_Bound_HComplEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x004331b0:0x004332f0, _ZN3pov19Iteration_HCompl_z3EPdPNS_14Fractal_StructE
0x004332f0:0x004334f9, _ZN3pov21D_Iteration_HCompl_z3EPdPNS_14Fractal_StructES0_
0x00433500:0x00433675, _ZN3pov21Normal_Calc_HCompl_z3EPdiPNS_14Fractal_StructE
0x00433680:0x00433691, _ZN3pov17F_Bound_HCompl_z3EPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x004336a0:0x004338a1, _ZN3pov27Iteration_HCompl_ReciprocalEPdPNS_14Fractal_StructE
0x004338b0:0x00433b6a, _ZN3pov29D_Iteration_HCompl_ReciprocalEPdPNS_14Fractal_StructES0_
0x00433b70:0x00433e2f, _ZN3pov29Normal_Calc_HCompl_ReciprocalEPdiPNS_14Fractal_StructE
0x00433e30:0x00433e41, _ZN3pov25F_Bound_HCompl_ReciprocalEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x00433e50:0x00434057, _ZN3pov21Iteration_HCompl_FuncEPdPNS_14Fractal_StructE
0x00434060:0x0043431d, _ZN3pov23D_Iteration_HCompl_FuncEPdPNS_14Fractal_StructES0_
0x00434320:0x004345d6, _ZN3pov23Normal_Calc_HCompl_FuncEPdiPNS_14Fractal_StructE
0x004345e0:0x004345f1, _ZN3pov19F_Bound_HCompl_FuncEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x00434600:0x00434624, _ZN3pov12Complex_MultEPNS_5cmplxES1_S1_
0x00434630:0x00434689, _ZN3pov11Complex_DivEPNS_5cmplxES1_S1_
0x00434690:0x004346d9, _ZN3pov11Complex_ExpEPNS_5cmplxES1_
0x004346e0:0x00434737, _ZN3pov11Complex_SinEPNS_5cmplxES1_
0x00434740:0x00434797, _ZN3pov12Complex_SinhEPNS_5cmplxES1_
0x004347a0:0x004347ff, _ZN3pov11Complex_CosEPNS_5cmplxES1_
0x00434800:0x00434857, _ZN3pov12Complex_CoshEPNS_5cmplxES1_
0x00434860:0x004348c4, _ZN3pov10Complex_LnEPNS_5cmplxES1_
0x004348d0:0x00434996, _ZN3pov12Complex_SqrtEPNS_5cmplxES1_
0x004349a0:0x00434b0e, _ZN3pov12Complex_ASinEPNS_5cmplxES1_
0x00434b10:0x00434c6e, _ZN3pov12Complex_ACosEPNS_5cmplxES1_
0x00434c70:0x00434dc6, _ZN3pov13Complex_ASinhEPNS_5cmplxES1_
0x00434dd0:0x00434f26, _ZN3pov13Complex_ACoshEPNS_5cmplxES1_
0x00434f30:0x0043507d, _ZN3pov13Complex_ATanhEPNS_5cmplxES1_
0x00435080:0x00435232, _ZN3pov12Complex_ATanEPNS_5cmplxES1_
0x00435240:0x004352d3, _ZN3pov11Complex_TanEPNS_5cmplxES1_
0x004352e0:0x0043536f, _ZN3pov12Complex_TanhEPNS_5cmplxES1_
0x00435370:0x0043546c, _ZN3pov13Complex_PowerEPNS_5cmplxES1_S1_
0x00435470:0x00435572, _ZN3pov11Complex_PwrEPNS_5cmplxES1_
0x00435580:0x00435b41, _ZN3povL24All_HField_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00435b50:0x00435cf4, _ZN3povL13Inside_HFieldEPdPNS_13Object_StructE
0x00435d00:0x00436289, _ZN3povL13HField_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00436290:0x00436457, _ZN3povL11Copy_HFieldEPNS_13Object_StructE
0x00436460:0x004364e9, _ZN3povL16Translate_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004364f0:0x00436579, _ZN3povL13Rotate_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00436580:0x00436609, _ZN3povL12Scale_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00436610:0x00436696, _ZN3povL16Transform_HFieldEPNS_13Object_StructEPNS_16Transform_StructE
0x004366a0:0x004366a5, _ZN3povL13Invert_HFieldEPNS_13Object_StructE
0x004366b0:0x0043688b, _ZN3povL14Destroy_HFieldEPNS_13Object_StructE
0x00436890:0x00437321, _ZN3pov14Compute_HFieldEPNS_13HField_StructEPNS_12Image_StructE
0x00437330:0x0043740d, _ZN3pov13Create_HFieldEv
0x00437410:0x00437484, _ZN3pov19Compute_HField_BBoxEPNS_13HField_StructE
0x00437490:0x00437b1a, _ZN3povL15intersect_pixelEiiPNS_10Ray_StructEPNS_13HField_StructEddRPNS_13istack_structERS1_RdS8_
0x00437b20:0x004381b3, _ZN3povL13dda_traversalEPNS_10Ray_StructEPNS_13HField_StructEPdPNS_19HField_Block_StructERPNS_13istack_structERS1_RdSB_
0x004381c0:0x00438397, _ZN3povL17add_single_normalEPPtiiiiiiiiPd
0x004383a0:0x004383a8, _ZN3pov20initialise_histogramEv
0x004383b0:0x004383b1, _ZN3pov17destroy_histogramEv
0x004383c0:0x004383c1, _ZN3pov20accumulate_histogramEiii
0x004383d0:0x004383d1, _ZN3pov15write_histogramEPc
0x004383e0:0x004392c4, _ZN3pov14Read_Iff_ImageEPNS_12Image_StructEPc
0x004392d0:0x00439398, _ZN3povL9read_longEPN8pov_base7IStreamE
0x004393a0:0x00439417, _ZN3pov9image_mapEPdPNS_14Pigment_StructEPf
0x00439420:0x00439a93, _ZN3povL3mapEPdPNS_14Pattern_StructES0_S0_
0x00439aa0:0x0043a011, _ZN3povL15image_colour_atEPNS_12Image_StructEddPfPi
0x0043a020:0x0043a101, _ZN3pov12material_mapEPdPNS_14Texture_StructE
0x0043a110:0x0043a6cf, _ZN3pov8bump_mapEPdPNS_14Tnormal_StructES0_
0x0043a6d0:0x0043a808, _ZN3pov13image_patternEPdPNS_14Pattern_StructE
0x0043a810:0x0043a964, _ZN3pov15image_height_atEPNS_12Image_StructEii
0x0043a970:0x0043aaaf, _ZN3pov15is_image_opaqueEPNS_12Image_StructE
0x0043aab0:0x0043ab1e, _ZN3pov12Create_ImageEv
0x0043ab20:0x0043ab2c, _ZN3pov10Copy_ImageEPNS_12Image_StructE
0x0043ab30:0x0043ae1e, _ZN3pov13Destroy_ImageEPNS_12Image_StructE
0x0043ae20:0x0043b170, _ZN3povL16no_interpolationEPNS_12Image_StructEddPfPi
0x0043b170:0x0043b2f7, _ZN3povL16planar_image_mapEPdPNS_12Image_StructES0_S0_
0x0043b300:0x0043b301, _ZN3pov13Init_InteriorEPNS_15Interior_StructE
0x0043b310:0x0043b359, _ZN3pov15Create_InteriorEv
0x0043b360:0x0043b3e5, _ZN3pov13Copy_InteriorEPNS_15Interior_StructE
0x0043b3f0:0x0043b3fc, _ZN3pov21Copy_Interior_PointerEPNS_15Interior_StructE
0x0043b400:0x0043b42c, _ZN3pov16Destroy_InteriorEPNS_15Interior_StructE
0x0043b430:0x0043b444, _ZN3pov18Transform_InteriorEPNS_15Interior_StructEPNS_16Transform_StructE
0x0043b450:0x0043b47c, _ZN3pov15Create_MaterialEv
0x0043b480:0x0043b55f, _ZN3pov13Copy_MaterialEPNS_15Material_StructE
0x0043b560:0x0043b5c8, _ZN3pov16Destroy_MaterialEPNS_15Material_StructE
0x0043b5d0:0x0043bf4f, _ZN3povL28All_IsoSurface_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0043bf50:0x0043c0bc, _ZN3povL17Inside_IsoSurfaceEPdPNS_13Object_StructE
0x0043c0c0:0x0043c50e, _ZN3povL17IsoSurface_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0043c510:0x0043c572, _ZN3pov15Copy_IsoSurfaceEPNS_13Object_StructE
0x0043c580:0x0043c585, _ZN3povL20Translate_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043c590:0x0043c595, _ZN3povL17Rotate_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043c5a0:0x0043c5a5, _ZN3povL16Scale_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043c5b0:0x0043c69a, _ZN3povL20Transform_IsoSurfaceEPNS_13Object_StructEPNS_16Transform_StructE
0x0043c6a0:0x0043c6a5, _ZN3povL17Invert_IsoSurfaceEPNS_13Object_StructE
0x0043c6b0:0x0043c985, _ZN3pov18Destroy_IsoSurfaceEPNS_13Object_StructE
0x0043c990:0x0043cadc, _ZN3pov17Create_IsoSurfaceEv
0x0043cae0:0x0043cb92, _ZN3pov23Compute_IsoSurface_BBoxEPNS_17IsoSurface_StructE
0x0043cba0:0x0043d159, _ZN3pov29IsoSurface_Function_Find_RootEPNS_17IsoSurface_StructEPdS2_S2_S2_b
0x0043d160:0x0043d3bd, _ZN3pov31IsoSurface_Function_Find_Root_REPNS_17IsoSurface_StructEPNS_8ISO_PairES3_dddb
0x0043d3c0:0x0043d451, _ZN3pov12Create_LatheEv
0x0043d460:0x0043d4c3, _ZN3pov18Compute_Lathe_BBoxEPNS_12Lathe_StructE
0x0043d4d0:0x0043e00a, _ZN3pov13Compute_LatheEPNS_12Lathe_StructEPA2_d
0x0043e010:0x0043ebb3, _ZN3povL23All_Lathe_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0043ebc0:0x0043ee31, _ZN3povL12Inside_LatheEPdPNS_13Object_StructE
0x0043ee40:0x0043efba, _ZN3povL12Lathe_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0043efc0:0x0043f0a8, _ZN3povL13Lathe_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0043f0b0:0x0043f1b8, _ZN3povL10Copy_LatheEPNS_13Object_StructE
0x0043f1c0:0x0043f234, _ZN3povL15Translate_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043f240:0x0043f2b4, _ZN3povL12Rotate_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043f2c0:0x0043f334, _ZN3povL11Scale_LatheEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043f340:0x0043f3b1, _ZN3povL15Transform_LatheEPNS_13Object_StructEPNS_16Transform_StructE
0x0043f3c0:0x0043f3c5, _ZN3povL12Invert_LatheEPNS_13Object_StructE
0x0043f3d0:0x0043f448, _ZN3povL13Destroy_LatheEPNS_13Object_StructE
0x0043f450:0x0043f81c, _ZN3pov19Build_Light_BuffersEv
0x0043f820:0x00440a46, _ZN3povL14project_objectEPNS_14Project_StructEPNS_13Object_StructEiPdiS1_
0x00440a50:0x00441078, _ZN3povL21project_bounding_slabEiPdPNS_14Project_StructEPPNS_24Project_Tree_Node_StructEPNS_16BBox_Tree_StructEiS2_
0x00441080:0x00441188, _ZN3pov21Destroy_Light_BuffersEv
0x00441190:0x0044145f, _ZN3pov20Intersect_Light_TreeEPNS_10Ray_StructEPNS_24Project_Tree_Node_StructEiiPNS_10istk_entryEPPNS_13Object_StructEPNS_19Light_Source_StructE
0x00441460:0x00441637, _ZN3povL17project_rectangleEPNS_14Project_StructEPdS2_S2_S2_Pi
0x00441640:0x004416c1, _ZN3pov20Promote_Local_LightsEPNS_10CSG_StructE
0x004416d0:0x00441761, _ZN3pov30Promote_Local_Lights_RecursiveEPNS_22Compound_Object_StructEPNS_19Light_Source_StructE
0x00441770:0x004417ba, _ZN3pov24Check_Photon_Light_GroupEPNS_13Object_StructE
0x004417c0:0x00441d0a, _ZN3pov24Initialize_Lighting_CodeEv
0x00441d10:0x00441d31, _ZN3pov18InitComTexDataPoolEv
0x00441d40:0x00441ebf, _ZN3pov26Reinitialize_Lighting_CodeEiPPPNS_14Texture_StructEPPd
0x00441ec0:0x00442507, _ZN3pov26Deinitialize_Lighting_CodeEv
0x00442510:0x00442578, _ZN3pov18FreeComTexDataPoolEv
0x00442580:0x004429c9, _ZN3pov25Determine_Apparent_ColourEPNS_10istk_entryEPfPNS_10Ray_StructEd
0x004429d0:0x00442b37, _ZN3pov22ResizeLightMallocPoolsEl
0x00442b40:0x00442d8c, _ZN3povL19create_texture_listEPNS_10istk_entryEd
0x00442d90:0x00443ca5, _ZN3povL14do_texture_mapEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryEi
0x00443cb0:0x00443dbf, _ZN3pov11Test_ShadowEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pf
0x00443dc0:0x004441b2, _ZN3povL8do_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pf
0x004441c0:0x00444881, _ZN3povL18block_light_sourceEPNS_19Light_Source_StructEdPNS_10Ray_StructES3_PdPf
0x00444890:0x004449fc, _ZN3pov10do_diffuseEPNS_13Finish_StructEPNS_10Ray_StructEPdPfS5_S5_d
0x00444a00:0x00444d0b, _ZN3pov8do_phongEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_PfS5_S5_
0x00444d10:0x0044501c, _ZN3pov11do_specularEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_PfS5_S5_
0x00445020:0x004452dc, _ZN3pov22ResizeMediaMallocPoolsEl
0x004452e0:0x0044536c, _ZN3pov13NewComTexDataEv
0x00445370:0x004453c3, _ZN3pov14FreeComTexDataEPNS_17ComTexData_StructE
0x004453d0:0x0044725a, _ZN3povL25compute_backtrace_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryE
0x00447260:0x00449d60, _ZN3povL23compute_lighted_textureEPfPNS_14Texture_StructEPdS3_PNS_10Ray_StructEdPNS_10istk_entryE
0x00449d60:0x0044a0c1, _ZN3povL22determine_reflectivityEPdPfS1_S1_iddPNS_10Ray_StructEPNS_15Interior_StructE
0x0044a0d0:0x0044a33a, _ZN3povL7ReflectEPdPNS_10Ray_StructES0_S0_Pfd
0x0044a340:0x0044a69b, _ZN3povL17Diffuse_One_LightEPNS_19Light_Source_StructEiPdPNS_13Finish_StructES2_PNS_10Ray_StructES2_PfS7_dPNS_13Object_StructE
0x0044a6a0:0x0044a892, _ZN3povL7do_iridEPNS_13Finish_StructEPNS_10Ray_StructEPdS4_Pf
0x0044a8a0:0x0044c4ce, _ZN3povL16block_area_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructES4_S2_Pfiiiii
0x0044c4d0:0x0044cae2, _ZN3povL17block_point_lightEPNS_19Light_Source_StructEPdPNS_10Ray_StructEPf
0x0044caf0:0x0044cfb5, _ZN3povL17filter_shadow_rayEPNS_10istk_entryEPNS_10Ray_StructEPf
0x0044cfc0:0x0044cfdb, _ZN3pov5MZeroEPA4_d
0x0044cfe0:0x0044d010, _ZN3pov9MIdentityEPA4_d
0x0044d010:0x0044d2ab, _ZN3pov7MTimesAEPA4_dS1_
0x0044d2b0:0x0044d54b, _ZN3pov7MTimesBEPA4_dS1_
0x0044d550:0x0044d8d8, _ZN3pov7MTimesCEPA4_dS1_S1_
0x0044d8e0:0x0044d941, _ZN3pov10MTransposeEPA4_d
0x0044d950:0x0044d9cf, _ZN3pov10MTransposeEPA4_dS1_
0x0044d9d0:0x0044da2b, _ZN3pov11MTransPointEPdS0_PNS_16Transform_StructE
0x0044da30:0x0044daa4, _ZN3pov14MInvTransPointEPdS0_PNS_16Transform_StructE
0x0044dab0:0x0044db01, _ZN3pov15MTransDirectionEPdS0_PNS_16Transform_StructE
0x0044db10:0x0044db74, _ZN3pov18MInvTransDirectionEPdS0_PNS_16Transform_StructE
0x0044db80:0x0044dc08, _ZN3pov12MTransNormalEPdS0_PNS_16Transform_StructE
0x0044dc10:0x0044dc7c, _ZN3pov15MInvTransNormalEPdS0_PNS_16Transform_StructE
0x0044dc80:0x0044dd28, _ZN3pov25Compute_Scaling_TransformEPNS_16Transform_StructEPd
0x0044dd30:0x0044ddbd, _ZN3pov24Compute_Matrix_TransformEPNS_16Transform_StructEPA4_d
0x0044ddc0:0x0044e529, _ZN3pov7MInversEPA4_dS1_
0x0044e530:0x0044e5e5, _ZN3pov29Compute_Translation_TransformEPNS_16Transform_StructEPd
0x0044e5f0:0x0044e955, _ZN3pov26Compute_Rotation_TransformEPNS_16Transform_StructEPd
0x0044e960:0x0044e989, _ZN3pov18Compose_TransformsEPNS_16Transform_StructES1_
0x0044e990:0x0044ebc2, _ZN3pov31Compute_Axis_Rotation_TransformEPNS_16Transform_StructEPdd
0x0044ebd0:0x0044efe9, _ZN3pov28Compute_Coordinate_TransformEPNS_16Transform_StructEPdS2_dd
0x0044eff0:0x0044f071, _ZN3pov16Create_TransformEv
0x0044f080:0x0044f177, _ZN3pov14Copy_TransformEPNS_16Transform_StructE
0x0044f180:0x0044f195, _ZN3pov17Destroy_TransformEPNS_16Transform_StructE
0x0044f1a0:0x0044f1cc, _ZN3pov13Create_VectorEv
0x0044f1d0:0x0044f1f3, _ZN3pov12Create_FloatEv
0x0044f200:0x0044f401, _ZN3pov8MInvers3EPA3_dS1_
0x0044f410:0x0044f434, _ZN3pov14Create_UV_VectEv
0x0044f440:0x0044f467, _ZN3pov16Create_Vector_4DEv
0x0044f470:0x0044f4dd, _ZN3pov13MTransUVPointEPdPA3_dS0_
0x0044f4e0:0x0044f661, _ZN3pov11MSquareQuadEPA2_dPA3_d
0x0044f670:0x0044fe1d, _ZN3pov24Backtrace_Simulate_MediaEPPNS_12Media_StructEPNS_10Ray_StructEPNS_10istk_entryEPf
0x0044fe20:0x004509ea, _ZN3povL12sample_mediaEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEidPfS9_iS1_i
0x004509f0:0x004521c0, _ZN3pov14Simulate_MediaEPPNS_12Media_StructEPNS_10Ray_StructEPNS_10istk_entryEPfi
0x004521c0:0x004528a0, _ZN3povL16sample_media_recEPNS_17Light_List_StructEiPNS_10Ray_StructEPPNS_12Media_StructEPNS_21Media_Interval_StructEiddPfS9_S9_S9_S9_S9_iddS1_i
0x004528a0:0x00452af8, _ZN3pov10Post_MediaEPNS_12Media_StructE
0x00452b00:0x00452b96, _ZN3pov12Create_MediaEv
0x00452ba0:0x00452e90, _ZN3pov10Copy_MediaEPNS_12Media_StructE
0x00452e90:0x00452efb, _ZN3pov13Destroy_MediaEPNS_12Media_StructE
0x00452f00:0x00452f5c, _ZN3pov15Transform_MediaEPNS_12Media_StructEPNS_16Transform_StructE
0x00452f60:0x00452f8c, _ZN3pov17Transform_DensityEPNS_14Pigment_StructEPNS_16Transform_StructE
0x00452f90:0x004532cd, _ZN3povL22scattering_attenuationEPPNS_12Media_StructEPfS3_S3_PNS_10Ray_StructES5_
0x004532d0:0x004538be, _ZN3povL23update_light_list_entryEPNS_17Light_List_StructEPNS_10Ray_StructEPNS_10istk_entryE
0x004538c0:0x004538e2, _ZN3povL11compdoublesEPKvS1_
0x004538f0:0x00453d78, _ZN3povL22All_Mesh_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x00453d80:0x00454020, _ZN3povL11Inside_MeshEPdPNS_13Object_StructE
0x00454020:0x00454311, _ZN3povL11Mesh_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00454320:0x004546dd, _ZN3povL12Mesh_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x004546e0:0x00454831, _ZN3povL9Copy_MeshEPNS_13Object_StructE
0x00454840:0x004548b6, _ZN3povL14Translate_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004548c0:0x00454936, _ZN3povL11Rotate_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00454940:0x004549b6, _ZN3povL10Scale_MeshEPNS_13Object_StructEPdPNS_16Transform_StructE
0x004549c0:0x00454a36, _ZN3povL14Transform_MeshEPNS_13Object_StructEPNS_16Transform_StructE
0x00454a40:0x00454a45, _ZN3povL11Invert_MeshEPNS_13Object_StructE
0x00454a50:0x00454b9d, _ZN3povL12Destroy_MeshEPNS_13Object_StructE
0x00454ba0:0x00454c1b, _ZN3pov11Create_MeshEv
0x00454c20:0x00454f3b, _ZN3pov17Compute_Mesh_BBoxEPNS_11Mesh_StructE
0x00454f40:0x0045540b, _ZN3pov21Compute_Mesh_TriangleEPNS_20Mesh_Triangle_StructEiPdS2_S2_S2_
0x00455410:0x00455440, _ZN3pov18Init_Mesh_TriangleEPNS_20Mesh_Triangle_StructE
0x00455440:0x0045565c, _ZN3pov20Build_Mesh_BBox_TreeEPNS_11Mesh_StructE
0x00455660:0x00455683, _ZN3pov16Mesh_Hash_VertexEPiS0_PPA3_fPd
0x00455690:0x00455875, _ZN3povL9mesh_hashEPPNS_17Hash_Table_StructEPiS3_PPA3_fPd
0x00455880:0x004558a6, _ZN3pov16Mesh_Hash_NormalEPiS0_PPA3_fPd
0x004558b0:0x00455971, _ZN3pov17Mesh_Hash_TextureEPiS0_PPPNS_14Texture_StructES2_
