0x004021f0:0x0040221a, _start
0x0041f9e1:0x0041fbc5, _ZN3povL16Parse_Rel_FactorEPdPi
0x0041fbc5:0x004200bb, _ZN3povL14Parse_Rel_TermEPdPi
0x004200bb:0x004202d4, _ZN3povL13Parse_LogicalEPdPi
0x004202d4:0x0042046c, _ZN3povL13Parse_ExpressEPdPi
0x0042046c:0x0042050c, _ZN3pov11Parse_FloatEv
0x0042050c:0x004205f1, _ZN3pov11Allow_FloatEd
0x004205f1:0x004206d5, _ZN3pov12Allow_VectorEPd
0x004206d5:0x004207dd, _ZN3pov12Parse_VectorEPd
0x004207dd:0x004208eb, _ZN3pov14Parse_Vector4DEPd
0x004208eb:0x004209f3, _ZN3pov13Parse_UV_VectEPd
0x004209f3:0x00420add, _ZN3pov20Parse_Unknown_VectorEPdbPb
0x00420add:0x00420bd6, _ZN3pov18Parse_Scale_VectorEPd
0x00420bd6:0x00421173, _ZN3pov12Parse_ColourEPf
0x00421173:0x004214e7, _ZN3pov15Parse_Blend_MapEii
0x004214e7:0x00421b65, _ZN3pov16Parse_Blend_ListEiPNS_16Blend_Map_StructEi
0x00421b65:0x00421ca7, _ZN3pov26Parse_Item_Into_Blend_ListEi
0x00421ca7:0x0042211b, _ZN3pov16Parse_Colour_MapEv
0x0042211b:0x0042238f, _ZN3pov12Parse_SplineEv
0x0042238f:0x004223f2, _ZN3povL10POV_struprEPc
0x004223f2:0x00422455, _ZN3povL10POV_strlwrEPc
0x00422455:0x004224e3, _ZN3povL11stream_randEi
0x004224e3:0x0042255c, _ZN3povL11stream_seedEi
0x0042255c:0x00422578, _ZN3pov22Init_Random_GeneratorsEv
0x00422578:0x004225c4, _ZN3pov25Destroy_Random_GeneratorsEv
0x004225c4:0x00422686, _ZN3pov18Parse_Signed_FloatEv
0x00422686:0x004226e4, _ZN3pov12VNormalizeEqEPd
0x004226e4:0x0042270c, _ZSt3maxIiERKT_S2_S2_
0x0042270c:0x00422926, _ZN3pov6FNCodeC2EPNS_12FunctionCodeEbPKc
0x00422926:0x00422a63, _ZN3pov6FNCode9ParameterEv
0x00422a64:0x00422cdd, _ZN3pov6FNCode7CompileEPNS_14ExprNodeStructE
0x00422cdd:0x00422f89, _ZN3pov11FNCode_CopyEPNS_12FunctionCodeES1_
0x00422f89:0x0042321a, _ZN3pov13FNCode_DeleteEPNS_12FunctionCodeE
0x0042321a:0x0042323b, _ZN3pov6FNCode7SetFlagEjPc
0x0042323c:0x00423ece, _ZN3pov6FNCode17compile_recursiveEPNS_14ExprNodeStructE
0x00423ece:0x00424430, _ZN3pov6FNCode14compile_memberEPc
0x00424430:0x00424fce, _ZN3pov6FNCode12compile_callEPNS_14ExprNodeStructEjiPc
0x00424fce:0x0042524a, _ZN3pov6FNCode14compile_selectEPNS_14ExprNodeStructE
0x0042524a:0x00425795, _ZN3pov6FNCode14compile_seq_opEPNS_14ExprNodeStructEjd
0x00425796:0x00425b79, _ZN3pov6FNCode27compile_float_function_callEPNS_14ExprNodeStructEjPc
0x00425b7a:0x00425f83, _ZN3pov6FNCode28compile_vector_function_callEPNS_14ExprNodeStructEjPc
0x00425f84:0x0042607d, _ZN3pov6FNCode14compile_inlineEPNS_12FunctionCodeE
0x0042607e:0x0042625a, _ZN3pov6FNCode16compile_variableEPc
0x0042625a:0x004264d7, _ZN3pov6FNCode18compile_parametersEv
0x004264d8:0x00426629, _ZN3pov6FNCode19compile_push_resultEv
0x0042662a:0x004266d8, _ZN3pov6FNCode18compile_pop_resultEj
0x004266d8:0x00426817, _ZN3pov6FNCode19compile_instructionEjjjj
0x00426818:0x00426889, _ZN3pov6FNCode19compile_instructionEjjjjj
0x0042688a:0x0042689f, _ZN8pov_base11ITextStream4nameEv
0x0042689f:0x004268c7, _ZSt3minIiERKT_S2_S2_
0x004268c7:0x004268ef, _ZSt3minIjERKT_S2_S2_
0x004268ef:0x00426b9c, _ZN3pov12f_algbr_cyl1EPdj
0x00426b9c:0x00426e6d, _ZN3pov12f_algbr_cyl2EPdj
0x00426e6d:0x00427126, _ZN3pov12f_algbr_cyl3EPdj
0x00427126:0x004273f8, _ZN3pov12f_algbr_cyl4EPdj
0x004273f8:0x00427564, _ZN3pov8f_bicornEPdj
0x00427564:0x0042769f, _ZN3pov9f_bifoliaEPdj
0x0042769f:0x00427851, _ZN3pov6f_blobEPdj
0x00427851:0x0042797c, _ZN3pov7f_blob2EPdj
0x0042797c:0x00427cb3, _ZN3pov13f_boy_surfaceEPdj
0x00427cb3:0x00427f96, _ZN3pov7f_commaEPdj
0x00427f96:0x00428181, _ZN3pov18f_cross_ellipsoidsEPdj
0x00428181:0x00428257, _ZN3pov16f_crossed_troughEPdj
0x00428257:0x00428355, _ZN3pov14f_cubic_saddleEPdj
0x00428355:0x0042851c, _ZN3pov9f_cushionEPdj
0x0042851c:0x00428677, _ZN3pov14f_devils_curveEPdj
0x00428677:0x00428936, _ZN3pov17f_devils_curve_2dEPdj
0x00428936:0x00428df1, _ZN3pov14f_dupin_cyclidEPdj
0x00428df1:0x00428ec9, _ZN3pov11f_ellipsoidEPdj
0x00428ec9:0x004290cb, _ZN3pov9f_enneperEPdj
0x004290cb:0x00429255, _ZN3pov14f_flange_coverEPdj
0x00429255:0x004293b1, _ZN3pov16f_folium_surfaceEPdj
0x004293b1:0x004296b1, _ZN3pov19f_folium_surface_2dEPdj
0x004296b1:0x004297d8, _ZN3pov6f_globEPdj
0x004297d8:0x0042997e, _ZN3pov7f_heartEPdj
0x0042997e:0x00429d1a, _ZN3pov15f_helical_torusEPdj
0x00429d1a:0x0042a18b, _ZN3pov8f_helix1EPdj
0x0042a18b:0x0042a450, _ZN3pov8f_helix2EPdj
0x0042a450:0x0042a605, _ZN3pov7f_hex_xEPdj
0x0042a605:0x0042a7c6, _ZN3pov7f_hex_yEPdj
0x0042a7c6:0x0042ab3a, _ZN3pov11f_hetero_mfEPdj
0x0042ab3a:0x0042ad1a, _ZN3pov14f_hunt_surfaceEPdj
0x0042ad1a:0x0042af12, _ZN3pov18f_hyperbolic_torusEPdj
0x0042af12:0x0042b0fd, _ZN3pov18f_isect_ellipsoidsEPdj
0x0042b0fd:0x0042b25f, _ZN3pov20f_kampyle_of_eudoxusEPdj
0x0042b25f:0x0042b53a, _ZN3pov23f_kampyle_of_eudoxus_2dEPdj
0x0042b53a:0x0042b738, _ZN3pov14f_klein_bottleEPdj
0x0042b738:0x0042b89c, _ZN3pov19f_kummer_surface_v1EPdj
0x0042b89c:0x0042ba60, _ZN3pov19f_kummer_surface_v2EPdj
0x0042ba60:0x0042bb72, _ZN3pov22f_lemniscate_of_geronoEPdj
0x0042bb72:0x0042be4d, _ZN3pov25f_lemniscate_of_gerono_2dEPdj
0x0042be4d:0x0042c396, _ZN3pov7f_mesh1EPdj
0x0042c396:0x0042c4ce, _ZN3pov7f_mitreEPdj
0x0042c4ce:0x0042c5f4, _ZN3pov13f_nodal_cubicEPdj
0x0042c5f4:0x0042c7bb, _ZN3pov5f_oddEPdj
0x0042c7bb:0x0042c950, _ZN3pov18f_ovals_of_cassiniEPdj
0x0042c950:0x0042ca32, _ZN3pov12f_paraboloidEPdj
0x0042ca32:0x0042cc36, _ZN3pov17f_parabolic_torusEPdj
0x0042cc36:0x0042cca9, _ZN3pov4f_phEPdj
0x0042cca9:0x0042cdcf, _ZN3pov8f_pillowEPdj
0x0042cdcf:0x0042ceed, _ZN3pov10f_piriformEPdj
0x0042ceed:0x0042d1eb, _ZN3pov13f_piriform_2dEPdj
0x0042d1eb:0x0042d2fc, _ZN3pov7f_poly4EPdj
0x0042d2fc:0x0042d503, _ZN3pov11f_polytubesEPdj
0x0042d503:0x0042d695, _ZN3pov9f_quantumEPdj
0x0042d695:0x0042d795, _ZN3pov20f_quartic_paraboloidEPdj
0x0042d795:0x0042d895, _ZN3pov16f_quartic_saddleEPdj
0x0042d895:0x0042da05, _ZN3pov18f_quartic_cylinderEPdj
0x0042da05:0x0042da7d, _ZN3pov3f_rEPdj
0x0042da7d:0x0042defc, _ZN3pov7f_ridgeEPdj
0x0042defc:0x0042e3e8, _ZN3pov11f_ridged_mfEPdj
0x0042e3e8:0x0042e70d, _ZN3pov13f_rounded_boxEPdj
0x0042e70d:0x0042e78b, _ZN3pov8f_sphereEPdj
0x0042e78b:0x0042e96f, _ZN3pov8f_spikesEPdj
0x0042e96f:0x0042ea59, _ZN3pov11f_spikes_2dEPdj
0x0042ea59:0x0042ee03, _ZN3pov8f_spiralEPdj
0x0042ee03:0x0042ef4e, _ZN3pov16f_steiners_romanEPdj
0x0042ef4e:0x0042f0b2, _ZN3pov11f_strophoidEPdj
0x0042f0b2:0x0042f39d, _ZN3pov14f_strophoid_2dEPdj
0x0042f39d:0x0042f4bd, _ZN3pov16f_superellipsoidEPdj
0x0042f4bd:0x0042f501, _ZN3pov4f_thEPdj
0x0042f501:0x0042f5b4, _ZN3pov7f_torusEPdj
0x0042f5b4:0x0042f7ac, _ZN3pov8f_torus2EPdj
0x0042f7ac:0x0042f925, _ZN3pov15f_torus_gumdropEPdj
0x0042f925:0x0042fa07, _ZN3pov10f_umbrellaEPdj
0x0042fa07:0x0042fb15, _ZN3pov17f_witch_of_agnesiEPdj
0x0042fb15:0x0042fdcd, _ZN3pov20f_witch_of_agnesi_2dEPdj
0x0042fdcd:0x0042fe49, _ZN3pov9f_noise3dEPdj
0x0042fe49:0x0042ff16, _ZN3pov9f_patternEPdj
0x0042ff16:0x0042ffe7, _ZN3pov17f_noise_generatorEPdj
0x0042ffe7:0x00430152, _ZN3pov9f_pigmentEPdjj
0x00430152:0x00430272, _ZN3pov11f_transformEPdjj
0x00430272:0x004303e5, _ZN3pov8f_splineEPdjj
0x004303e5:0x00430401, _ZN3pov8math_intEd
0x00430401:0x00430427, _ZN3pov8math_divEdd
0x00430427:0x0043049c, _ZN3pov11POVFPU_InitEv
0x0043049c:0x00430575, _ZN3pov16POVFPU_TerminateEv
0x00430575:0x0043077f, _ZN3pov12POVFPU_ResetEv
0x0043077f:0x00430859, _ZN3pov15POVFPU_SetLocalEjd
0x00430859:0x00430892, _ZN3pov15POVFPU_GetLocalEj
0x00430892:0x00430955, _ZN3pov16POVFPU_SetGlobalEjd
0x00430955:0x00430986, _ZN3pov16POVFPU_GetGlobalEj
0x00430986:0x004309c1, _ZN3pov18POVFPU_GetFunctionEj
0x004309c1:0x00430a1f, _ZN3pov30POVFPU_GetFunctionAndReferenceEj
0x00430a1f:0x00430b52, _ZN3pov18POVFPU_AddConstantEd
0x00430b52:0x00430ccc, _ZN3pov18POVFPU_AddFunctionEPNS_12FunctionCodeE
0x00430ccc:0x00430f21, _ZN3pov21POVFPU_RemoveFunctionEj
0x00430f21:0x00431153, _ZN3pov16POVFPU_ExceptionEjPKc
0x00431153:0x004311f8, _ZN3pov17POVFPU_NewContextEv
0x004311f8:0x0043121c, _ZN3pov20POVFPU_SwitchContextEPNS_17FPUContext_StructE
0x0043121c:0x00437cd8, _ZN3pov17POVFPU_RunDefaultEj
0x00437cd8:0x00437d00, _ZSt3maxIjERKT_S2_S2_
0x00437d00:0x00437d2b, _ZN3pov24FNSyntax_ParseExpressionEv
0x00437d2b:0x00437d61, _ZN3pov26FNSyntax_GetTrapExpressionEj
0x00437d61:0x00437e9a, _ZN3pov25FNSyntax_DeleteExpressionEPNS_14ExprNodeStructE
0x00437e9a:0x0043806d, _ZN3pov10parse_exprEv
0x0043806d:0x00438221, _ZN3pov14expr_get_tokenEv
0x00438221:0x0043829d, _ZN3pov13new_expr_nodeEii
0x0043829d:0x004382b2, _ZN3pov9expr_noopERPNS_14ExprNodeStructEii
0x004382b2:0x004384c1, _ZN3pov9expr_growERPNS_14ExprNodeStructEii
0x004384c1:0x00438644, _ZN3pov9expr_callERPNS_14ExprNodeStructEii
0x00438644:0x004386f2, _ZN3pov8expr_putERPNS_14ExprNodeStructEii
0x004386f2:0x00438752, _ZN3pov8expr_newERPNS_14ExprNodeStructEii
0x00438752:0x00438770, _ZN3pov8expr_retERPNS_14ExprNodeStructEii
0x00438770:0x0043880a, _ZN3pov8expr_errERPNS_14ExprNodeStructEii
0x00438811:0x0043907c, _ZN3pov13optimise_exprEPNS_14ExprNodeStructE
0x0043907c:0x0043969c, _ZN3pov13optimise_callEPNS_14ExprNodeStructE
0x0043969c:0x00439715, _ZN3pov31right_subtree_has_variable_exprEPNS_14ExprNodeStructE
0x00439715:0x0043978e, _ZN3pov30left_subtree_has_variable_exprEPNS_14ExprNodeStructE
0x0043978e:0x00439af9, _ZN3pov9dump_exprEP8_IO_FILEPNS_14ExprNodeStructE
0x00439af9:0x0043ac9a, _ZN3povL28All_Parametric_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0043ac9a:0x0043acad, _ZN3povL17Inside_ParametricEPdPNS_13Object_StructE
0x0043acad:0x0043af67, _ZN3povL17Parametric_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0043af67:0x0043b0b1, _ZN3pov23Compute_Parametric_BBoxEPNS_17Parametric_StructE
0x0043b0b1:0x0043b0db, _ZN3povL20Translate_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043b0db:0x0043b105, _ZN3povL17Rotate_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043b105:0x0043b12f, _ZN3povL16Scale_ParametricEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043b12f:0x0043b18a, _ZN3povL20Transform_ParametricEPNS_13Object_StructEPNS_16Transform_StructE
0x0043b18a:0x0043b195, _ZN3povL17Invert_ParametricEPNS_13Object_StructE
0x0043b195:0x0043b26a, _ZN3pov15Copy_ParametricEPNS_13Object_StructE
0x0043b26a:0x0043b2f0, _ZN3pov18Destroy_ParametricEPNS_13Object_StructE
0x0043b2f0:0x0043b518, _ZN3pov17Create_ParametricEv
0x0043b518:0x0043b55f, _ZN3povL18Parametric_UVCoordEPdPNS_13Object_StructEPNS_10istk_entryE
0x0043b55f:0x0043b9e4, _ZN3povL15Precomp_Par_IntEidddd
0x0043b9e4:0x0043bc78, _ZN3pov28Precompute_Parametric_ValuesEPNS_17Parametric_StructEci
0x0043bc78:0x0043bca3, _ZN3pov18Copy_PrecompParValEPNS_23PrecompParValues_StructE
0x0043bca3:0x0043be14, _ZN3pov21Destroy_PrecompParValEPNS_23PrecompParValues_StructE
0x0043be14:0x0043bee3, _ZN3pov8IntervalEddddPdS0_
0x0043bee3:0x0043bf00, _ZN3pov16Decrease_CounterERx
0x0043bf00:0x0043bf61, _ZN3pov20Evaluate_Function_UVEjPd
0x0043bf61:0x0043c20d, _ZN3pov29Evaluate_Function_Interval_UVEjdPdS0_dRdS1_
0x0043c20d:0x0043ca4e, _ZN3povL25All_Fractal_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0043ca4e:0x0043cae7, _ZN3povL14Inside_FractalEPdPNS_13Object_StructE
0x0043cae7:0x0043cb15, _ZN3povL14Fractal_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0043cb15:0x0043cb3f, _ZN3povL17Translate_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043cb3f:0x0043cb69, _ZN3povL14Rotate_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043cb69:0x0043cb93, _ZN3povL13Scale_FractalEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0043cb93:0x0043cbee, _ZN3povL17Transform_FractalEPNS_13Object_StructEPNS_16Transform_StructE
0x0043cbee:0x0043cc12, _ZN3povL14Invert_FractalEPNS_13Object_StructE
0x0043cc12:0x0043ce18, _ZN3povL20Compute_Fractal_BBoxEPNS_14Fractal_StructE
0x0043ce18:0x0043d0ec, _ZN3pov14Create_FractalEv
0x0043d0ec:0x0043d13b, _ZN3povL12Copy_FractalEPNS_13Object_StructE
0x0043d13b:0x0043d178, _ZN3povL15Destroy_FractalEPNS_13Object_StructE
0x0043d178:0x0043d3ae, _ZN3pov13SetUp_FractalEPNS_14Fractal_StructE
0x0043d3ae:0x0043d4ac, _ZN3pov24Allocate_Iteration_StackEi
0x0043d4ac:0x0043d589, _ZN3pov20Free_Iteration_StackEv
0x0043d589:0x0043d655, _ZN3pov17push_normal_entryEdPdS0_PNS_13Object_StructEPNS_13istack_structE
0x0043d655:0x0043d6e8, _ZN3pov10VAddScaledEPdPKddS2_
0x0043d6e8:0x0043d729, _ZN3pov16Destroy_FunctionEPj
0x0043d729:0x0043d771, _ZN3pov13Copy_FunctionEPj
0x0043d771:0x0043d84b, _ZN3pov14Parse_FunctionEv
0x0043d84b:0x0043d91b, _ZN3pov21Parse_FunctionContentEv
0x0043d91b:0x0043dd4c, _ZN3pov21Parse_DeclareFunctionEPiPKcb
0x0043dd4c:0x0043df22, _ZN3povL11HReciprocalEPdS0_S0_S0_dddd
0x0043df22:0x0043e0c5, _ZN3povL5HFuncEPdS0_S0_S0_ddddPNS_14Fractal_StructE
0x0043e0c5:0x0043e398, _ZN3pov16Iteration_HComplEPdPNS_14Fractal_StructE
0x0043e398:0x0043e79d, _ZN3pov18D_Iteration_HComplEPdPNS_14Fractal_StructES0_
0x0043e79d:0x0043ebc5, _ZN3pov18Normal_Calc_HComplEPdiPNS_14Fractal_StructE
0x0043ebc5:0x0043ec12, _ZN3pov14F_Bound_HComplEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0043ec12:0x0043eed1, _ZN3pov19Iteration_HCompl_z3EPdPNS_14Fractal_StructE
0x0043eed1:0x0043f2e6, _ZN3pov21D_Iteration_HCompl_z3EPdPNS_14Fractal_StructES0_
0x0043f2e6:0x0043f6df, _ZN3pov21Normal_Calc_HCompl_z3EPdiPNS_14Fractal_StructE
0x0043f6df:0x0043f711, _ZN3pov17F_Bound_HCompl_z3EPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x0043f711:0x0043f9ab, _ZN3pov27Iteration_HCompl_ReciprocalEPdPNS_14Fractal_StructE
0x0043f9ab:0x0043fd7a, _ZN3pov29D_Iteration_HCompl_ReciprocalEPdPNS_14Fractal_StructES0_
0x0043fd7a:0x00440282, _ZN3pov29Normal_Calc_HCompl_ReciprocalEPdiPNS_14Fractal_StructE
0x00440282:0x004402b4, _ZN3pov25F_Bound_HCompl_ReciprocalEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x004402b4:0x00440552, _ZN3pov21Iteration_HCompl_FuncEPdPNS_14Fractal_StructE
0x00440552:0x00440928, _ZN3pov23D_Iteration_HCompl_FuncEPdPNS_14Fractal_StructES0_
0x00440928:0x00440cf2, _ZN3pov23Normal_Calc_HCompl_FuncEPdiPNS_14Fractal_StructE
0x00440cf2:0x00440d24, _ZN3pov19F_Bound_HCompl_FuncEPNS_10Ray_StructEPNS_14Fractal_StructEPdS4_
0x00440d24:0x00440dae, _ZN3pov12Complex_MultEPNS_5cmplxES1_S1_
0x00440dae:0x00440ea9, _ZN3pov11Complex_DivEPNS_5cmplxES1_S1_
0x00440ea9:0x00440f21, _ZN3pov11Complex_ExpEPNS_5cmplxES1_
0x00440f21:0x00440faf, _ZN3pov11Complex_SinEPNS_5cmplxES1_
0x00440faf:0x0044103d, _ZN3pov12Complex_SinhEPNS_5cmplxES1_
0x0044103d:0x004410db, _ZN3pov11Complex_CosEPNS_5cmplxES1_
0x004410db:0x00441169, _ZN3pov12Complex_CoshEPNS_5cmplxES1_
0x00441169:0x00441219, _ZN3pov10Complex_LnEPNS_5cmplxES1_
0x00441219:0x00441350, _ZN3pov12Complex_SqrtEPNS_5cmplxES1_
0x00441350:0x00441463, _ZN3pov12Complex_ASinEPNS_5cmplxES1_
0x00441463:0x00441540, _ZN3pov12Complex_ACosEPNS_5cmplxES1_
0x00441540:0x004415f6, _ZN3pov13Complex_ASinhEPNS_5cmplxES1_
0x004415f6:0x004416ac, _ZN3pov13Complex_ACoshEPNS_5cmplxES1_
0x004416ac:0x004418e7, _ZN3pov13Complex_ATanhEPNS_5cmplxES1_
0x004418e7:0x00441bbf, _ZN3pov12Complex_ATanEPNS_5cmplxES1_
0x00441bbf:0x00441cb1, _ZN3pov11Complex_TanEPNS_5cmplxES1_
0x00441cb1:0x00441da3, _ZN3pov12Complex_TanhEPNS_5cmplxES1_
0x00441da3:0x00441ee6, _ZN3pov13Complex_PowerEPNS_5cmplxES1_S1_
0x00441ee6:0x00441f11, _ZN3pov11Complex_PwrEPNS_5cmplxES1_
0x00441f11:0x0044216f, _ZN3povL24All_HField_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0044216f:0x00442737, _ZN3povL13Inside_HFieldEPdPNS_13Object_StructE
0x00442737:0x00443247, _ZN3povL13HField_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x00443247:0x004432f1, _ZN3povL9normalizeEPdS0_
0x004432f1:0x00443e9d, _ZN3povL15intersect_pixelEiiPNS_10Ray_StructEPNS_13HField_StructEddRPNS_13istack_structERS1_RdS8_
0x00443e9d:0x00444130, _ZN3povL17add_single_normalEPPtiiiiiiiiPd
0x00444130:0x004444a2, _ZN3povL19smooth_height_fieldEPNS_13HField_StructEii
0x004444a2:0x0044473d, _ZN3pov14Compute_HFieldEPNS_13HField_StructEPNS_12Image_StructE
0x0044473d:0x00444e16, _ZN3povL19build_hfield_blocksEPNS_13HField_StructE
0x00444e16:0x00444e40, _ZN3povL16Translate_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00444e40:0x00444e6a, _ZN3povL13Rotate_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00444e6a:0x00444e94, _ZN3povL12Scale_HFieldEPNS_13Object_StructEPdPNS_16Transform_StructE
0x00444e94:0x00444eb2, _ZN3povL13Invert_HFieldEPNS_13Object_StructE
0x00444eb2:0x00444ee8, _ZN3povL16Transform_HFieldEPNS_13Object_StructEPNS_16Transform_StructE
0x00444ee8:0x00445152, _ZN3pov13Create_HFieldEv
0x00445152:0x0044522a, _ZN3povL11Copy_HFieldEPNS_13Object_StructE
0x0044522a:0x00445539, _ZN3povL14Destroy_HFieldEPNS_13Object_StructE
0x00445539:0x004455b9, _ZN3pov19Compute_HField_BBoxEPNS_13HField_StructE
0x004455b9:0x004463bc, _ZN3povL13dda_traversalEPNS_10Ray_StructEPNS_13HField_StructEPdPNS_19HField_Block_StructERPNS_13istack_structERS1_RdSB_
0x004463bc:0x00446cf5, _ZN3povL15block_traversalEPNS_10Ray_StructEPNS_13HField_StructEPdRPNS_13istack_structERS1_RdS9_
0x00446cf5:0x00446d20, _ZSt3minItERKT_S2_S2_
0x00446d20:0x00446d4b, _ZSt3maxItERKT_S2_S2_
0x00446d4b:0x00446d59, _ZN3pov20initialise_histogramEv
0x00446d59:0x00446d60, _ZN3pov17destroy_histogramEv
0x00446d60:0x00446d83, _ZN3pov20accumulate_histogramEiii
0x00446d83:0x00446d96, _ZN3pov15write_histogramEPc
0x00446d96:0x00446da9, _ZN3povL9iff_errorEv
0x00446dac:0x00446ddc, _ZN3povL9read_byteEPN8pov_base7IStreamE
0x00446ddc:0x00446e0e, _ZN3povL9read_wordEPN8pov_base7IStreamE
0x00446e0e:0x00446e61, _ZN3povL9read_longEPN8pov_base7IStreamE
0x00446e61:0x00446e9d, _ZN3povL17Read_Chunk_HeaderEPN8pov_base7IStreamEPNS_19Chunk_Header_StructE
0x00446e9d:0x00447af3, _ZN3pov14Read_Iff_ImageEPNS_12Image_StructEPc
0x00447af4:0x00447b25, _ZN8pov_base7IStream9Read_ByteEv
0x00447b25:0x00447c01, _ZN3pov9image_mapEPdPNS_14Pigment_StructEPf
0x00447c01:0x00447d76, _ZN3pov12material_mapEPdPNS_14Texture_StructE
0x00447d76:0x0044865f, _ZN3pov8bump_mapEPdPNS_14Tnormal_StructES0_
0x0044865f:0x00448880, _ZN3pov13image_patternEPdPNS_14Pattern_StructE
0x00448880:0x00448903, _ZN3povL15image_colour_atEPNS_12Image_StructEddPfPi
0x00448903:0x00448c21, _ZN3pov15image_height_atEPNS_12Image_StructEii
0x00448c21:0x00448e30, _ZN3pov15is_image_opaqueEPNS_12Image_StructE
0x00448e30:0x0044904c, _ZN3povL21cylindrical_image_mapEPdPNS_12Image_StructES0_S0_
0x0044904c:0x00449266, _ZN3povL15torus_image_mapEPdPNS_12Image_StructES0_S0_
0x00449266:0x0044947e, _ZN3povL19spherical_image_mapEPdPNS_12Image_StructES0_S0_
0x0044947e:0x00449739, _ZN3povL16planar_image_mapEPdPNS_12Image_StructES0_S0_
0x00449739:0x00449b49, _ZN3povL3mapEPdPNS_14Pattern_StructES0_S0_
0x00449b49:0x0044a33e, _ZN3povL16no_interpolationEPNS_12Image_StructEddPfPi
0x0044a33e:0x0044ad72, _ZN3povL6InterpEPNS_12Image_StructEddPfPi
0x0044ad72:0x0044ae62, _ZN3povL8bilinearEPddd
0x0044ae62:0x0044b028, _ZN3povL9norm_distEPddd
0x0044b028:0x0044b15b, _ZN3pov12Create_ImageEv
0x0044b15b:0x0044b17f, _ZN3pov10Copy_ImageEPNS_12Image_StructE
0x0044b17f:0x0044b6de, _ZN3pov13Destroy_ImageEPNS_12Image_StructE
0x0044b6de:0x0044b711, _ZN3pov14Make_UV_VectorEPddd
0x0044b711:0x0044b71c, _ZN3pov13Init_InteriorEPNS_15Interior_StructE
0x0044b71c:0x0044b7e8, _ZN3pov15Create_InteriorEv
0x0044b7e8:0x0044b872, _ZN3pov13Copy_InteriorEPNS_15Interior_StructE
0x0044b872:0x0044b896, _ZN3pov21Copy_Interior_PointerEPNS_15Interior_StructE
0x0044b896:0x0044b903, _ZN3pov16Destroy_InteriorEPNS_15Interior_StructE
0x0044b903:0x0044b941, _ZN3pov18Transform_InteriorEPNS_15Interior_StructEPNS_16Transform_StructE
0x0044b941:0x0044b98f, _ZN3pov15Create_MaterialEv
0x0044b98f:0x0044ba25, _ZN3pov13Copy_MaterialEPNS_15Material_StructE
0x0044ba25:0x0044ba88, _ZN3pov16Destroy_MaterialEPNS_15Material_StructE
0x0044ba88:0x0044c5a9, _ZN3povL28All_IsoSurface_IntersectionsEPNS_13Object_StructEPNS_10Ray_StructEPNS_13istack_structE
0x0044c5a9:0x0044c7a3, _ZN3povL17Inside_IsoSurfaceEPdPNS_13Object_StructE
0x0044c7a3:0x0044cbda, _ZN3povL17IsoSurface_NormalEPdPNS_13Object_StructEPNS_10istk_entryE
0x0044cbda:0x0044cc04, _ZN3povL20Translate_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044cc04:0x0044cc2e, _ZN3povL17Rotate_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044cc2e:0x0044cc58, _ZN3povL16Scale_IsoSurfaceEPNS_13Object_StructEPdPNS_16Transform_StructE
0x0044cc58:0x0044cc76, _ZN3povL17Invert_IsoSurfaceEPNS_13Object_StructE
0x0044cc76:0x0044ccd1, _ZN3povL20Transform_IsoSurfaceEPNS_13Object_StructEPNS_16Transform_StructE
0x0044ccd1:0x0044cffb, _ZN3pov17Create_IsoSurfaceEv
0x0044cffb:0x0044d08b, _ZN3pov15Copy_IsoSurfaceEPNS_13Object_StructE
0x0044d08b:0x0044d566, _ZN3pov18Destroy_IsoSurfaceEPNS_13Object_StructE
0x0044d566:0x0044d6b0, _ZN3pov23Compute_IsoSurface_BBoxEPNS_17IsoSurface_StructE
0x0044d6b0:0x0044dc5a, _ZN3pov29IsoSurface_Function_Find_RootEPNS_17IsoSurface_StructEPdS2_S2_S2_b
0x0044dc5a:0x0044dfab, _ZN3pov31IsoSurface_Function_Find_Root_REPNS_17IsoSurface_StructEPNS_8ISO_PairES3_dddb
