0x00403d30:0x00403d5a, _start
0x0083a4da:0x0083a4e8, _ZNKSt11_Deque_baseIP8VBVHNodeSaIS1_EE19_M_get_Tp_allocatorEv
0x0083a4e8:0x0083a511, _ZNKSt5dequeIP8VBVHNodeSaIS1_EE4sizeEv
0x0083a512:0x0083a570, _ZNSt11_Deque_baseIP8VBVHNodeSaIS1_EEC2ERKS2_m
0x0083a570:0x0083a59d, _ZNKSt5dequeIP8VBVHNodeSaIS1_EE5beginEv
0x0083a59e:0x0083a5cb, _ZNKSt5dequeIP8VBVHNodeSaIS1_EE3endEv
0x0083a5cb:0x0083a64a, _ZSt22__uninitialized_copy_aISt15_Deque_iteratorIP8VBVHNodeRKS2_PS3_ES0_IS2_RS2_PS2_ES2_ET0_T_SB_SA_RSaIT1_E
0x0083a64a:0x0083a678, _ZN9__gnu_cxx14__alloc_traitsISaIP8VBVHNodeEE9constructIS2_EEvRS3_PS2_RKT_
0x0083a678:0x0083a746, _ZNSt5dequeIP8VBVHNodeSaIS1_EE16_M_push_back_auxERKS1_
0x0083a746:0x0083a768, _ZSteqIP8VBVHNodeRS1_PS1_EbRKSt15_Deque_iteratorIT_T0_T1_ESA_
0x0083a768:0x0083a779, _ZNKSt15_Deque_iteratorIP8VBVHNodeRS1_PS1_EdeEv
0x0083a779:0x0083a79f, _ZN9__gnu_cxx14__alloc_traitsISaIP8VBVHNodeEE7destroyERS3_PS2_
0x0083a7a0:0x0083a81a, _ZNSt5dequeIP8VBVHNodeSaIS1_EE16_M_pop_front_auxEv
0x0083a81a:0x0083a87d, _ZStltIfP8VBVHNodeEbRKSt4pairIT_T0_ES7_
0x0083a87e:0x0083a899, _ZNSaIP8VBVHNodeEC2Ev
0x0083a89a:0x0083a8d4, _ZNSt15_Deque_iteratorIP8VBVHNodeRS1_PS1_EC2Ev
0x0083a8d4:0x0083a8df, _ZN9__gnu_cxx13new_allocatorIP8VBVHNodeED2Ev
0x0083a8df:0x0083a90a, _ZSt3maxImERKT_S2_S2_
0x0083a90a:0x0083a999, _ZNSt11_Deque_baseIP8VBVHNodeSaIS1_EE15_M_allocate_mapEm
0x0083a99a:0x0083aa1d, _ZNSt11_Deque_baseIP8VBVHNodeSaIS1_EE15_M_create_nodesEPPS1_S5_
0x0083aa1e:0x0083aa6f, _ZNSt15_Deque_iteratorIP8VBVHNodeRS1_PS1_E11_M_set_nodeEPS3_
0x0083aa70:0x0083aaa3, _ZNSt11_Deque_baseIP8VBVHNodeSaIS1_EE18_M_deallocate_nodeEPS1_
0x0083aaa4:0x0083aad8, _ZNKSt11_Deque_baseIP8VBVHNodeSaIS1_EE20_M_get_map_allocatorEv
0x0083aad8:0x0083aaf3, _ZNSaIPP8VBVHNodeED2Ev
0x0083aaf3:0x0083ab21, _ZN9__gnu_cxx14__alloc_traitsISaIPP8VBVHNodeEE10deallocateERS4_PS3_m
0x0083ab21:0x0083ab9e, _ZStmiIP8VBVHNodeRS1_PS1_ENSt15_Deque_iteratorIT_T0_T1_E15difference_typeERKS8_SB_
0x0083ab9e:0x0083abfb, _ZNSt11_Deque_baseIP8VBVHNodeSaIS1_EE11_Deque_implC2ERKS2_
0x0083abfc:0x0083ac49, _ZNSt15_Deque_iteratorIP8VBVHNodeRKS1_PS2_EC2ERKS_IS1_RS1_PS1_E
0x0083ac49:0x0083acc8, _ZSt18uninitialized_copyISt15_Deque_iteratorIP8VBVHNodeRKS2_PS3_ES0_IS2_RS2_PS2_EET0_T_SB_SA_
0x0083acc8:0x0083acff, _ZN9__gnu_cxx13new_allocatorIP8VBVHNodeE9constructEPS2_RKS2_
0x0083ad00:0x0083ad62, _ZNSt5dequeIP8VBVHNodeSaIS1_EE22_M_reserve_map_at_backEm
0x0083ad62:0x0083ad8c, _ZNSt11_Deque_baseIP8VBVHNodeSaIS1_EE16_M_allocate_nodeEv
0x0083ad8c:0x0083ad9b, _ZN9__gnu_cxx13new_allocatorIP8VBVHNodeE7destroyEPS2_
0x0083ad9c:0x0083ada7, _ZN9__gnu_cxx13new_allocatorIP8VBVHNodeEC2Ev
0x0083ada7:0x0083add1, _ZN9__gnu_cxx14__alloc_traitsISaIPP8VBVHNodeEE8allocateERS4_m
0x0083add1:0x0083ade1, _ZNSt15_Deque_iteratorIP8VBVHNodeRS1_PS1_E14_S_buffer_sizeEv
0x0083ade1:0x0083ae0f, _ZN9__gnu_cxx14__alloc_traitsISaIP8VBVHNodeEE10deallocateERS3_PS2_m
0x0083ae10:0x0083ae2f, _ZNSaIPP8VBVHNodeEC2IS0_EERKSaIT_E
0x0083ae30:0x0083ae3b, _ZN9__gnu_cxx13new_allocatorIPP8VBVHNodeED2Ev
0x0083ae3c:0x0083ae5f, _ZN9__gnu_cxx13new_allocatorIPP8VBVHNodeE10deallocateEPS3_m
0x0083ae60:0x0083ae86, _ZNSaIP8VBVHNodeEC2ERKS1_
0x0083ae86:0x0083af01, _ZNSt20__uninitialized_copyILb1EE13__uninit_copyISt15_Deque_iteratorIP8VBVHNodeRKS4_PS5_ES2_IS4_RS4_PS4_EEET0_T_SD_SC_
0x0083af02:0x0083b125, _ZNSt5dequeIP8VBVHNodeSaIS1_EE17_M_reallocate_mapEmb
0x0083b125:0x0083b14f, _ZN9__gnu_cxx14__alloc_traitsISaIP8VBVHNodeEE8allocateERS3_m
0x0083b150:0x0083b192, _ZN9__gnu_cxx13new_allocatorIPP8VBVHNodeE8allocateEmPKv
0x0083b192:0x0083b1b5, _ZN9__gnu_cxx13new_allocatorIP8VBVHNodeE10deallocateEPS2_m
0x0083b1b6:0x0083b1c1, _ZN9__gnu_cxx13new_allocatorIPP8VBVHNodeEC2Ev
0x0083b1c2:0x0083b1d1, _ZN9__gnu_cxx13new_allocatorIP8VBVHNodeEC2ERKS3_
0x0083b1d1:0x0083b284, _ZSt4copyISt15_Deque_iteratorIP8VBVHNodeRKS2_PS3_ES0_IS2_RS2_PS2_EET0_T_SB_SA_
0x0083b284:0x0083b2d0, _ZSt4copyIPPP8VBVHNodeS3_ET0_T_S5_S4_
0x0083b2d0:0x0083b31c, _ZSt13copy_backwardIPPP8VBVHNodeS3_ET0_T_S5_S4_
0x0083b31c:0x0083b35e, _ZN9__gnu_cxx13new_allocatorIP8VBVHNodeE8allocateEmPKv
0x0083b35e:0x0083b372, _ZNK9__gnu_cxx13new_allocatorIPP8VBVHNodeE8max_sizeEv
0x0083b372:0x0083b3c3, _ZSt12__miter_baseISt15_Deque_iteratorIP8VBVHNodeRKS2_PS3_EENSt11_Miter_baseIT_E13iterator_typeES8_
0x0083b3c3:0x0083b4a1, _ZSt14__copy_move_a2ILb0ESt15_Deque_iteratorIP8VBVHNodeRKS2_PS3_ES0_IS2_RS2_PS2_EET1_T0_SB_SA_
0x0083b4a1:0x0083b4bb, _ZSt12__miter_baseIPPP8VBVHNodeENSt11_Miter_baseIT_E13iterator_typeES5_
0x0083b4bb:0x0083b513, _ZSt14__copy_move_a2ILb0EPPP8VBVHNodeS3_ET1_T0_S5_S4_
0x0083b513:0x0083b56b, _ZSt23__copy_move_backward_a2ILb0EPPP8VBVHNodeS3_ET1_T0_S5_S4_
0x0083b56c:0x0083b580, _ZNK9__gnu_cxx13new_allocatorIP8VBVHNodeE8max_sizeEv
0x0083b580:0x0083b5b1, _ZNSt10_Iter_baseISt15_Deque_iteratorIP8VBVHNodeRKS2_PS3_ELb0EE7_S_baseES6_
0x0083b5b1:0x0083b602, _ZSt12__niter_baseISt15_Deque_iteratorIP8VBVHNodeRKS2_PS3_EENSt11_Niter_baseIT_E13iterator_typeES8_
0x0083b602:0x0083b661, _ZSt12__niter_baseISt15_Deque_iteratorIP8VBVHNodeRS2_PS2_EENSt11_Niter_baseIT_E13iterator_typeES7_
0x0083b661:0x0083b6e0, _ZSt13__copy_move_aILb0ESt15_Deque_iteratorIP8VBVHNodeRKS2_PS3_ES0_IS2_RS2_PS2_EET1_T0_SB_SA_
0x0083b6e0:0x0083b6ee, _ZNSt10_Iter_baseIPPP8VBVHNodeLb0EE7_S_baseES3_
0x0083b6ee:0x0083b708, _ZSt12__niter_baseIPPP8VBVHNodeENSt11_Niter_baseIT_E13iterator_typeES5_
0x0083b708:0x0083b739, _ZSt13__copy_move_aILb0EPPP8VBVHNodeS3_ET1_T0_S5_S4_
0x0083b739:0x0083b76a, _ZSt22__copy_move_backward_aILb0EPPP8VBVHNodeS3_ET1_T0_S5_S4_
0x0083b76a:0x0083b793, _ZNSt10_Iter_baseISt15_Deque_iteratorIP8VBVHNodeRS2_PS2_ELb0EE7_S_baseES5_
0x0083b793:0x0083b817, _ZNSt11__copy_moveILb0ELb0ESt26random_access_iterator_tagE8__copy_mISt15_Deque_iteratorIP8VBVHNodeRKS5_PS6_ES3_IS5_RS5_PS5_EEET0_T_SE_SD_
0x0083b817:0x0083b87c, _ZNSt11__copy_moveILb0ELb1ESt26random_access_iterator_tagE8__copy_mIPP8VBVHNodeEEPT_PKS6_S9_S7_
0x0083b87c:0x0083b8f4, _ZNSt20__copy_move_backwardILb0ELb1ESt26random_access_iterator_tagE13__copy_move_bIPP8VBVHNodeEEPT_PKS6_S9_S7_
0x0083b8f4:0x0083b971, _ZStmiIP8VBVHNodeRKS1_PS2_ENSt15_Deque_iteratorIT_T0_T1_E15difference_typeERKS9_SC_
0x0083b972:0x0083b983, _ZNKSt15_Deque_iteratorIP8VBVHNodeRKS1_PS2_EdeEv
0x0083b984:0x0083b9e6, _ZNSt15_Deque_iteratorIP8VBVHNodeRKS1_PS2_EppEv
0x0083b9e6:0x0083ba48, _ZNSt15_Deque_iteratorIP8VBVHNodeRS1_PS1_EppEv
0x0083ba48:0x0083ba58, _ZNSt15_Deque_iteratorIP8VBVHNodeRKS1_PS2_E14_S_buffer_sizeEv
0x0083ba58:0x0083baa9, _ZNSt15_Deque_iteratorIP8VBVHNodeRKS1_PS2_E11_M_set_nodeEPPS1_
0x0083baa9:0x0083bad1, min_ff_36
0x0083bad1:0x0083baf9, max_ff_35
0x0083baf9:0x0083bb79, linearrgb_to_srgb_v3_v3_6
0x0083bb79:0x0083bbb6, zero_v3_48
0x0083bbb6:0x0083bbff, copy_v3_v3_89
0x0083bbff:0x0083bc5d, copy_v4_v4_11
0x0083bc5d:0x0083bc9c, copy_v3_fl_1
0x0083bc9c:0x0083bcee, copy_v4_v4_char_4
0x0083bcee:0x0083bd6d, sub_83BCEE
0x0083bd6d:0x0083bdcc, mul_v3_fl_37
0x0083bdcc:0x0083be2f, mul_v3_v3fl_37
0x0083be2f:0x0083bebe, madd_v3_v3fl_6
0x0083bebe:0x0083bf51, madd_v3_v3v3fl_10
0x0083bf51:0x0083bfb3, dot_v3v3_49
0x0083bfb3:0x0083c08a, cross_v3_v3v3_21
0x0083c08a:0x0083c0e9, len_squared_v3v3_5
0x0083c0e9:0x0083c175, normalize_v3_v3_33
0x0083c175:0x0083c196, normalize_v3_31
0x0083c196:0x0083c322, bake_set_shade_input
0x0083c322:0x0083ce94, bake_shade
0x0083ce94:0x0083d1b4, bake_displacement
0x0083d1b4:0x0083d2cf, bake_intersect_tree
0x0083d2cf:0x0083d740, bake_set_vlr_dxyco
0x0083d740:0x0083e16a, do_bake_shade
0x0083e16a:0x0083e936, get_next_bake_face
0x0083e936:0x0083ea54, bake_single_vertex
0x0083ea54:0x0083ec54, shade_verts
0x0083ec54:0x0083f196, shade_tface
0x0083f196:0x0083f257, do_bake_thread
0x0083f257:0x0083f2ec, RE_bake_ibuf_filter
0x0083f2ec:0x0083f4da, RE_bake_ibuf_normalize_displacement
0x0083f4da:0x0083fdb9, RE_bake_shade_all_selected
0x0083fdb9:0x0083fdc6, RE_bake_shade_get_image
0x0083fdc6:0x0083ffbd, add_single_heights_margin
0x0083ffbd:0x00840baa, RE_bake_make_derivative
0x00840baa:0x00840be7, zero_v3_49
0x00840be7:0x00840c1b, copy_v2_v2_42
0x00840c1b:0x00840c64, copy_v3_v3_90
0x00840c64:0x00840c97, copy_v2_fl2_1
0x00840c97:0x00840ce0, copy_v3_fl3_4
0x00840ce0:0x00840d5b, add_v3_v3_36
0x00840d5b:0x00840dda, sub_840D5B
0x00840dda:0x00840e39, mul_v3_fl_38
0x00840e39:0x00840e9c, mul_v3_v3fl_38
0x00840e9c:0x00840f0b, negate_v3_10
0x00840f0b:0x00840f6d, dot_v3v3_50
0x00840f6d:0x00841044, cross_v3_v3v3_22
0x00841044:0x008410a3, len_squared_v3v3_6
0x008410a3:0x0084112f, normalize_v3_v3_34
0x0084112f:0x00841150, normalize_v3_32
0x00841150:0x008411df, normal_short_to_float_v3_4
0x008411df:0x008412d9, store_bake_pixel
0x008412d9:0x0084133d, RE_bake_mask_fill
0x0084133d:0x00841389, RE_bake_margin
0x00841389:0x00841608, calc_point_from_barycentric_cage
0x00841608:0x008418b0, calc_point_from_barycentric_extrusion
0x008418b0:0x00841921, calc_barycentric_from_point
0x00841921:0x00841ec1, cast_ray_highpoly
0x00841ec1:0x00842422, mesh_calc_tri_tessface
0x00842422:0x00842e04, RE_bake_pixels_populate_from_objects
0x00842e04:0x00842f99, bake_differentials
0x00842f99:0x008434df, RE_bake_pixels_populate
0x008434df:0x00843542, normal_uncompress
0x00843542:0x008436aa, normal_compress
0x008436aa:0x00843c22, RE_bake_normal_world_to_tangent
0x00843c22:0x00843d5d, RE_bake_normal_world_to_object
0x00843d5d:0x00843e39, RE_bake_normal_world_to_world
0x00843e39:0x00843fb2, RE_bake_ibuf_clear
0x00843fb2:0x00844033, bake_uv
0x00844033:0x0084407e, RE_bake_internal
0x0084407e:0x0084408c, RE_pass_depth
0x0084408c:0x008440dd, saacos_6
0x008440dd:0x00844105, max_ff_36
0x00844105:0x0084411b, max_ii_28
0x0084411b:0x00844146, zero_v2_23
0x00844146:0x00844183, zero_v3_50
0x00844183:0x008441d2, zero_v4_4
0x008441d2:0x00844206, copy_v2_v2_43
0x00844206:0x0084424f, copy_v3_v3_91
0x0084424f:0x008442ad, copy_v4_v4_12
0x008442ad:0x008442f0, copy_v3_v3_short_1
0x008442f0:0x0084436b, add_v3_v3_37
0x0084436b:0x008443ea, add_v3_v3v3_25
0x008443ea:0x00844465, sub_8443EA
0x00844465:0x008444e4, sub_844465
0x008444e4:0x00844543, mul_v3_fl_39
0x00844543:0x008445a6, mul_v3_v3fl_39
0x008445a6:0x00844639, madd_v3_v3v3fl_11
0x00844639:0x008446f5, madd_v4_v4fl
0x008446f5:0x00844774, mul_v3_v3v3_0
0x00844774:0x008447e3, negate_v3_11
0x008447e3:0x00844856, negate_v3_v3_12
0x00844856:0x008448b8, dot_v3v3_51
0x008448b8:0x0084498f, cross_v3_v3v3_23
0x0084498f:0x008449bd, len_v3_26
0x008449bd:0x00844a15, len_v3v3_17
0x00844a15:0x00844aa1, normalize_v3_v3_35
0x00844aa1:0x00844ac2, normalize_v3_33
0x00844ac2:0x00844b51, normal_short_to_float_v3_5
0x00844b51:0x00844bcf, is_zero_v3_10
0x00844bcf:0x00844c4d, equals_v3v3_3
0x00844c4d:0x00844c6c, BLI_rctf_size_x_36
0x00844c6c:0x00844c8c, BLI_rctf_size_y_30
0x00844c8c:0x00844ce5, DM_origindex_mface_mpoly_4
0x00844ce5:0x00844d56, psys_frand_0
0x00844d56:0x00844ed9, split_v_renderfaces
0x00844ed9:0x00844fdb, calc_edge_stress_add
0x00844fdb:0x008453d8, calc_edge_stress
0x008453d8:0x00845842, calc_tangent_vector
0x00845842:0x00845862, GetNumFaces
0x00845862:0x008458b0, GetNumVertsOfFace
0x008458b0:0x00845918, GetPosition
0x00845918:0x00845a2e, GetTextureCoordinate
0x00845a2e:0x00845ac5, GetNormal
0x00845ac5:0x00845b6c, SetTSpace
0x00845b6c:0x008460ce, calc_vertexnormals
0x008460ce:0x0084619d, as_addvert
0x0084619d:0x008462b9, as_findvertex_lnor
0x008462b9:0x00846414, as_addvert_lnor
0x00846414:0x008467b3, autosmooth
0x008467b3:0x008467f6, get_object_orco
0x008467f6:0x00846853, set_object_orco
0x00846853:0x008468a0, free_mesh_orco_hash
0x008468a0:0x00846a98, check_material_mapto
0x00846a98:0x00846b91, flag_render_node_material
0x00846b91:0x00846ce0, give_render_material
0x00846ce0:0x00848363, static_particle_strand
0x00848363:0x0084861c, static_particle_wire
0x0084861c:0x0084873a, particle_curve
0x0084873a:0x0084922a, particle_billboard
0x0084922a:0x00849533, particle_normal_ren
0x00849533:0x00849757, get_particle_uvco_mcol
0x00849757:0x0084c0c2, render_new_particle_system
0x0084c0c2:0x0084c511, make_render_halos
0x0084c511:0x0084c56c, verghalo
0x0084c56c:0x0084c67e, sort_halos
0x0084c67e:0x0084c6f1, test_for_displace
0x0084c6f1:0x0084cbbc, displace_render_vert
0x0084cbbc:0x0084cec6, displace_render_face
0x0084cec6:0x0084d044, displace
0x0084d044:0x0084d7d0, init_render_mball
0x0084d7d0:0x0084e1a3, dl_surf_to_renderdata
0x0084e1a3:0x0084e7fc, init_render_dm
0x0084e7fc:0x0084ec63, init_render_surf
0x0084ec63:0x0084fdf6, init_render_curve
0x0084fdf6:0x0084fe6f, to_edgesort
0x0084fe6f:0x0084fef2, vergedgesort
0x0084fef2:0x00850185, make_mesh_edge_lookup
0x00850185:0x0085049a, use_mesh_edge_lookup
0x0085049a:0x008504bb, free_camera_inside_volumes
0x008504bb:0x008505f1, init_camera_inside_volumes
0x008505f1:0x00850651, add_volume
0x00850651:0x008521e5, init_render_mesh
0x008521e5:0x008524a6, initshadowbuf
0x008524a6:0x0085286f, area_lamp_vectors
0x0085286f:0x00853ae6, add_render_lamp
0x00853ae6:0x00853b35, is_object_restricted
0x00853b35:0x00853ba9, is_object_hidden
0x00853ba9:0x00853d1e, add_lightgroup
0x00853d1e:0x00853e0a, set_material_lightgroups
0x00853e0a:0x00853e69, set_renderlayer_lightgroups
0x00853e69:0x008541be, init_render_world
0x008541be:0x00854474, set_phong_threshold
0x00854474:0x008545ff, set_fullsample_trace_flag
0x008545ff:0x0085482d, split_quads
0x0085482d:0x00854faf, check_non_flat_quads
0x00854faf:0x008554f4, finalize_render_object
0x008554f4:0x0085551a, render_object_type
0x0085551a:0x008557ed, find_dupli_instances
0x008557ed:0x00855a1b, assign_dupligroup_dupli
0x00855a1b:0x00855a9e, find_dupligroup_dupli
0x00855a9e:0x00855ca3, set_dupli_tex_mat
0x00855ca3:0x00855f2b, init_render_object_data
0x00855f2b:0x008563bc, add_render_object
0x008563bc:0x0085659e, init_render_object
0x0085659e:0x0085698d, RE_Database_Free
0x0085698d:0x00856a91, allow_render_object
0x00856a91:0x00856bf1, allow_render_dupli_instance
0x00856bf1:0x00856dfd, dupli_render_particle_set
0x00856dfd:0x00856e4e, get_vector_renderlayers
0x00856e4e:0x00856f92, add_group_render_dupli_obs
0x00856f92:0x00857b32, database_init_objects
0x00857b32:0x0085800e, RE_Database_FromScene
0x0085800e:0x0085830d, RE_Database_Preprocess
0x0085830d:0x0085833d, RE_DataBase_ApplyWindow
0x0085833d:0x00858481, RE_DataBase_IncrementalView
0x00858481:0x008584ae, RE_DataBase_GetView
0x008584ae:0x0085874d, database_fromscene_vectors
0x0085874d:0x00858a8a, speedvector_project
0x00858a8a:0x00858c43, calculate_speedvector
0x00858c43:0x0085901c, calculate_strandsurface_speedvectors
0x0085901c:0x0085965f, calculate_speedvectors
0x0085965f:0x00859da8, load_fluidsimspeedvectors
0x00859da8:0x00859fdf, copy_dbase_object_vectors
0x00859fdf:0x0085a040, free_dbase_object_vectors
0x0085a040:0x0085a69e, RE_Database_FromScene_Vectors
0x0085a69e:0x0085acf2, RE_Database_Baking
0x0085acf2:0x0085ad2f, zero_v3_51
0x0085ad2f:0x0085ad78, copy_v3_v3_92
0x0085ad78:0x0085adf3, add_v3_v3_38
0x0085adf3:0x0085ae6e, sub_85ADF3
0x0085ae6e:0x0085aed1, mul_v3_v3fl_40
0x0085aed1:0x0085af33, dot_v3v3_52
0x0085af33:0x0085afbf, normalize_v3_v3_36
0x0085afbf:0x0085afe0, normalize_v3_34
0x0085afe0:0x0085b006, BLI_listbase_clear_32
0x0085b006:0x0085b2cd, envmap_split_ima
0x0085b2cd:0x0085b720, envmap_render_copy
0x0085b720:0x0085b813, envmap_free_render_copy
0x0085b813:0x0085b987, envmap_transmatrix
0x0085b987:0x0085ba2a, env_set_imats
0x0085ba2a:0x0085c1a2, env_rotate_scene
0x0085c1a2:0x0085c249, env_layerflags
0x0085c249:0x0085c2ee, env_hideobject
0x0085c2ee:0x0085c381, env_showobjects
0x0085c381:0x0085c8ba, render_envmap
0x0085c8ba:0x0085ccf9, make_envmaps
0x0085ccf9:0x0085d196, envcube_isect
0x0085d196:0x0085d2b0, set_dxtdyt
0x0085d2b0:0x0085da49, envmaptex
0x0085da49:0x0085da6f, BLI_listbase_clear_33
0x0085da6f:0x0085da85, RE_engines_init
0x0085da85:0x0085db14, RE_engines_exit
0x0085db14:0x0085db4f, RE_engines_find
0x0085db4f:0x0085db96, RE_engine_is_external
0x0085db96:0x0085dbb5, RE_engine_create
0x0085dbb5:0x0085dc0c, RE_engine_create_ex
0x0085dc0c:0x0085dc3e, RE_engine_free
0x0085dc3e:0x0085dd01, get_part_from_result
0x0085dd01:0x0085df65, RE_engine_begin_result
0x0085df65:0x0085dfbf, RE_engine_update_result
0x0085dfbf:0x0085e14c, RE_engine_end_result
0x0085e14c:0x0085e18f, RE_engine_test_break
0x0085e18f:0x0085e2d6, RE_engine_update_stats
0x0085e2d6:0x0085e35d, RE_engine_update_progress
0x0085e35d:0x0085e3a7, RE_engine_update_memory_stats
0x0085e3a7:0x0085e41e, RE_engine_report
0x0085e41e:0x0085e66d, RE_engine_get_current_tiles
0x0085e66d:0x0085e681, RE_engine_get_render_data
0x0085e681:0x0085e6eb, RE_bake_engine_set_engine_parameters
0x0085e6eb:0x0085e720, RE_bake_has_engine
0x0085e720:0x0085e9d5, RE_bake_engine
0x0085e9d5:0x0085eaaa, RE_engine_frame_set
0x0085eaaa:0x0085eb20, render_layer_exclude_animated
0x0085eb20:0x0085f245, RE_engine_render
0x0085f245:0x0085f276, iroundf_14
0x0085f276:0x0085f29e, min_ff_37
0x0085f29e:0x0085f2c6, max_ff_37
0x0085f2c6:0x0085f30e, min_fff_2
0x0085f30e:0x0085f356, max_fff_6
0x0085f356:0x0085f3a5, zero_v4_5
0x0085f3a5:0x0085f3d9, copy_v2_v2_44
0x0085f3d9:0x0085f422, copy_v3_v3_93
0x0085f422:0x0085f480, copy_v4_v4_13
0x0085f480:0x0085f4c2, mul_v2_fl_21
0x0085f4c2:0x0085f521, mul_v3_fl_40
0x0085f521:0x0085f570, len_v2_14
0x0085f570:0x0085f58f, BLI_rctf_size_x_37
0x0085f58f:0x0085f5af, BLI_rctf_size_y_31
0x0085f5af:0x0085f81c, ibuf_get_color
0x0085f81c:0x00860659, imagewrap
0x00860659:0x00860938, clipx_rctf_swap
0x00860938:0x00860c21, clipy_rctf_swap
0x00860c21:0x00860c5f, square_rctf
0x00860c5f:0x00860d2d, clipx_rctf
0x00860d2d:0x00860dff, clipy_rctf
0x00860dff:0x00861355, boxsampleclip
0x00861355:0x00861bc4, boxsample
0x00861bc4:0x00862015, ibuf_get_color_clip
0x00862015:0x0086237d, ibuf_get_color_clip_bilerp
0x0086237d:0x00862889, area_sample
0x00862889:0x008628d1, ewa_read_pixel_cb
0x008628d1:0x00862990, ewa_eval
0x00862990:0x00862d5c, feline_eval
0x00862d5c:0x00862f1d, alpha_clip_aniso
0x00862f1d:0x0086304d, image_mipmap_test
0x0086304d:0x00865b57, imagewraposa_aniso
0x00865b57:0x008681f6, imagewraposa
0x008681f6:0x0086839f, image_sample
0x0086839f:0x0086848a, ibuf_sample
0x0086848a:0x008684a0, min_ii_27
0x008684a0:0x008684b6, max_ii_29
0x008684b6:0x008684d1, BLI_rcti_size_x_40
0x008684d1:0x008684ed, BLI_rcti_size_y_42
0x008684ed:0x008685e0, init_render_jit
0x008685e0:0x0086867e, filt_quadratic
0x0086867e:0x00868745, filt_cubic
0x00868745:0x0086882d, filt_catrom
0x0086882d:0x00868ad9, filt_mitchell
0x00868ad9:0x00868c6d, RE_filter_value
0x00868c6d:0x00868f8c, calc_weight
0x00868f8c:0x00869051, free_sample_tables
0x00869051:0x0086a8fc, make_sample_tables
0x0086a8fc:0x0086a935, RE_GetCamera
0x0086a935:0x0086aa0a, re_camera_params_get
0x0086aa0a:0x0086ab56, RE_SetEnvmapCamera
0x0086ab56:0x0086ac7f, RE_SetCamera
0x0086ac7f:0x0086acbd, RE_SetPixelSize
0x0086acbd:0x0086ad11, RE_GetCameraWindow
0x0086ad11:0x0086ad97, RE_parts_free
0x0086ad97:0x0086ae10, RE_parts_clamp
0x0086ae10:0x0086b13f, RE_parts_init
0x0086b13f:0x0086b167, min_ff_38
0x0086b167:0x0086b18f, max_ff_38
0x0086b18f:0x0086b1cc, zero_v3_52
0x0086b1cc:0x0086b215, copy_v3_v3_94
0x0086b215:0x0086b290, add_v3_v3_39
0x0086b290:0x0086b30f, sub_86B290
0x0086b30f:0x0086b36e, mul_v3_fl_41
0x0086b36e:0x0086b3d1, mul_v3_v3fl_41
0x0086b3d1:0x0086b433, dot_v3v3_53
0x0086b433:0x0086b50a, cross_v3_v3v3_24
0x0086b50a:0x0086b596, normalize_v3_v3_37
0x0086b596:0x0086b5b7, normalize_v3_35
0x0086b5b7:0x0086b646, normal_short_to_float_v3_6
0x0086b646:0x0086b66c, BLI_listbase_clear_34
0x0086b66c:0x0086b67e, CCG_elem_co_3
0x0086b67e:0x0086b69d, CCG_elem_no_2
0x0086b69d:0x0086b6c3, CCG_elem_offset_3
0x0086b6c3:0x0086b700, CCG_grid_elem_0
0x0086b700:0x0086b740, CCG_grid_elem_co
0x0086b740:0x0086b780, CCG_grid_elem_no
0x0086b780:0x0086b7d9, DM_origindex_mface_mpoly_5
0x0086b7d9:0x0086ba75, multiresbake_get_normal
0x0086ba75:0x0086bb08, init_bake_rast
0x0086bb08:0x0086c0a7, flush_pixel
0x0086c0a7:0x0086c165, set_rast_triangle
0x0086c165:0x0086c379, rasterize_half
0x0086c379:0x0086c772, bake_rasterize
0x0086c772:0x0086c7b8, multiresbake_test_break
0x0086c7b8:0x0086c819, multires_bake_queue_next_face
0x0086c819:0x0086cb05, do_multires_bake_thread
0x0086cb05:0x0086cb99, init_ccgdm_arrays
0x0086cb99:0x0086d14f, do_multires_bake
0x0086d14f:0x0086d3c1, interp_bilinear_grid
0x0086d3c1:0x0086d84b, get_ccgdm_data
0x0086d84b:0x0086d9e6, interp_bilinear_mface
0x0086d9e6:0x0086db30, interp_barycentric_mface
0x0086db30:0x0086ddb1, init_heights_data
0x0086ddb1:0x0086de01, free_heights_data
0x0086de01:0x0086e477, apply_heights_callback
0x0086e477:0x0086e4f6, init_normal_data
0x0086e4f6:0x0086e51d, free_normal_data
0x0086e51d:0x0086e914, apply_tangmat_callback
0x0086e914:0x0086e95d, init_ao_random
0x0086e95d:0x0086e978, get_ao_random1
0x0086e978:0x0086e993, get_ao_random2
0x0086e993:0x0086ea97, build_permutation_table
0x0086ea97:0x0086ee2e, create_ao_raytree
0x0086ee2e:0x0086ef9e, init_ao_data
0x0086ef9e:0x0086f011, free_ao_data
0x0086f011:0x0086f2c9, build_coordinate_frame
0x0086f2c9:0x0086f3a2, trace_ao_ray
0x0086f3a2:0x0086fbdb, apply_ao_callback
0x0086fbdb:0x0086fda6, count_images
0x0086fda6:0x0086ff6b, bake_images
0x0086ff6b:0x008701d9, finish_images
0x008701d9:0x0087023d, RE_multires_bake_images
0x0087023d:0x00870265, min_ff_39
0x00870265:0x0087028d, max_ff_39
0x0087028d:0x008702d5, min_fff_3
0x008702d5:0x0087031d, max_fff_7
